epoch,train_loss,val_loss,train_acc,val_acc,val_auc
1,0.7211952209472656,0.7061181664466858,0.484375,0.5,0.37673611111111116
2,0.725271741549174,0.7048872113227844,0.4635416666666667,0.5,0.3663194444444445
3,0.6903434991836548,0.7038500905036926,0.5364583333333334,0.5,0.3628472222222222
