Model,Accuracy,Balanced_Acc,F1,ROC_AUC,Cohen_Kappa,Run_Mode,Device,Best_Epoch
TabularEEGNet,0.5,0.5,0.6666666666666666,0.4322222222222222,0.0,smoke,cuda,1
