epoch,train_loss,val_loss,train_acc,val_acc,val_bac,val_auc
1,0.7023675110605028,0.6932414107852511,0.48148148148148145,0.4930555555555556,0.4930555555555556,0.5063657407407408
2,0.6989945945916353,0.6934070057339139,0.5208333333333334,0.4861111111111111,0.48611111111111116,0.5007716049382716
3,0.7114040476304514,0.6938698954052396,0.4722222222222222,0.4652777777777778,0.4652777777777778,0.4945987654320988
