,High_Beta,mav (µ),,,,,,,,,Low_Beta,mav (µ),,,,,,,,,Mu,mav (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id169,17.99359584,5.570589274,5.330816594,5.917408576,6.091843391,2.612762044,7.962367305,1.219712228,7.813560131,id169,14.88382381,4.721481418,2.905460509,3.990973035,5.363275425,2.220347247,4.590992961,3.786700046,8.88753772,id169,19.97718804,4.838153041,4.445608322,8.070847943,7.156220672,5.296731932,11.89246536,3.981431715,9.806916132
,id17,16.57320995,9.03845904,8.386717149,0.06506868045,1.403168934,2.121034129,6.453389233,5.658184568,0.2186335455,id17,7.862435737,5.871061185,4.755611141,0.06704306666,0.9416167635,0.8570793432,2.632160044,5.755763506,0.1574643499,id17,13.76198716,4.288695082,4.861466269,0.06925903285,1.311807174,1.109411978,2.830198249,4.936187463,0.09251328327
,id170,0.637542348,8.578294109,14.9882917,2.154488463,15.63819594,7.637716579,15.50388142,21.76173415,16.34965938,id170,1.116631035,8.198679407,19.95469787,2.515148212,17.33652566,9.520172158,16.33640766,26.62069151,19.42553734,id170,1.280348248,12.78351849,18.87302267,5.556610163,16.15903316,10.52666947,21.70799632,34.33625828,28.75942713
,id18,17.7055828,9.883421289,3.740715886,0.0007610546038,14.67477247,14.10755754,13.9922324,2.857033517,13.41127679,id18,13.72977302,11.0517941,6.266807129,0.0007118464347,10.03588574,13.44757146,14.45857863,2.538244058,13.26784559,id18,20.06739898,10.47411838,6.087323396,0.001650300493,16.56485018,16.44003899,13.04798806,5.711359919,13.50848148
,id19,9.569979385,12.98682472,9.442022895,9.05992541,13.90895268,14.71579954,12.98387644,7.89871623,14.70261876,id19,2.78086419,7.090053498,6.813027088,7.933435708,11.64754719,10.81249057,12.46695176,6.648114779,10.6238758,id19,10.54593217,8.635395695,9.041381611,9.079538487,12.56017948,7.878329635,8.860673753,8.65338057,9.158373786
,id2,21.19762514,18.45412807,18.09646036,13.97491374,13.98324501,1.64503121,12.61533093,13.36741152,16.02153024,id2,12.63033647,14.01846348,13.68211006,11.01541456,10.47858276,1.638692824,10.29707803,11.56891489,12.73869752,id2,13.80592879,11.61454416,12.70770196,9.609359477,9.878575417,1.898285823,12.7748592,10.35565593,12.00780652
,id20,20.18558387,23.37770458,14.61176293,15.26369004,21.05154499,7.637530036,9.699953817,10.21212026,17.14221277,id20,17.38108741,20.45427206,10.80626741,13.30007019,13.69598402,8.052354019,13.33889043,5.690064343,17.90992798,id20,17.87373947,20.03597666,14.0264109,19.46420972,17.13972135,7.72885078,12.38408023,7.09461545,19.38214873
,id21,17.86562458,27.57467594,22.86700111,26.74744187,17.48034374,16.26283062,2.502499512,15.90146316,19.6718361,id21,18.96008241,24.31033735,17.98461761,19.40188704,14.8751632,15.12217539,2.225642987,11.78195121,16.06825622,id21,19.68729463,22.62628169,19.88586029,25.86193353,16.62100956,14.15907652,2.279318801,15.90810136,18.80828995
,id22,8.747317341,0.7138674341,0.04169492036,0.6820940153,1.125909134,9.285789607,4.58442771,3.936390749,0.9372793714,id22,4.153668392,0.36266854,0.02762690276,0.2965903568,0.7911763948,6.766305467,3.49119353,1.586547957,0.5412025908,id22,7.472119905,0.6017760533,0.02802440664,0.6069326847,1.22192947,6.8574369,5.892425145,2.500060187,0.7836998314
,id23,6.111209365,3.549034387,1.370071075,24.10286754,8.9482416,5.979358395,3.545910306,11.53431652,12.29982996,id23,6.980105207,1.921629463,1.16179467,14.34911876,6.398751387,3.951866379,1.061696255,8.139699679,7.380401046,id23,7.854781037,2.403708076,1.551254139,22.28256746,9.87075121,5.130276526,0.6880839347,10.32308917,9.495499817
,id24,10.04673608,0.0001135769549,13.01648773,14.81111678,1.023632418,0.0001898856413,10.35506981,16.67497413,7.920678047,id24,18.33421084,0.0001078091768,12.08789368,19.96260958,0.7334993621,0.0002522032128,15.64816391,13.81834392,8.811594725,id24,6.37607969,0.0009445952077,13.55788668,21.68986847,1.487558656,0.0001913859573,13.76049384,17.22005525,9.346187557
,id25,5.569113229,13.27417265,0,0.00003189057503,0.2002782471,0.0002814950557,0.00003053409568,1.911586165,0.03737901579,id25,6.105587783,17.02994694,0,0.0001256013744,0.08800802068,0.0005905930463,0.00004806735124,2.984128323,0.03370202694,id25,8.179860856,10.95133438,0,0.0003586017228,0.09510529314,0.0007611562976,0.00006422251678,3.721613801,0.03300967184
,id26,13.22010584,0.8008181864,9.575435452,12.64808556,0.6626321636,0.00008236058336,3.438247914,13.1186322,9.630838625,id26,11.40737204,0.519241579,6.82882683,11.85288346,0.8562672636,0.0002306533131,2.807184034,12.34132842,9.887142028,id26,9.719127241,0.5190014934,8.535299689,12.05579369,0.9256877882,0.000494983756,3.087071073,12.76287164,11.58759347
,id27,17.4773867,6.053964749,13.2318146,12.85287751,12.36677551,11.50505674,14.77548154,14.25189585,17.23895913,id27,15.90139118,4.060984744,13.57058248,10.39801163,11.85120927,7.619544297,8.473195363,16.32394911,12.72904988,id27,16.67597937,9.209069379,14.41211498,11.57325176,14.01306371,8.717388981,17.95928261,15.78761976,13.5735892
,id28,0.00001007693295,6.007083558,7.829544409,3.669733102,10.06100679,9.378822476,8.157041384,2.116259653,11.88692207,id28,0.00002737446559,4.370297828,4.548751511,2.54999783,8.210686955,5.673638181,5.213686396,1.97644474,6.293376024,id28,0.00006335449318,5.890853791,5.883225468,2.678390711,9.469143092,5.702616643,4.394564449,1.677471684,5.294861594
,id29,2.585242859,7.617697234,16.4695734,12.91010603,13.02108703,1.976079553,8.649267282,7.290655768,4.163423654,id29,1.886745324,6.111532866,16.04539394,9.571514503,8.423171971,1.098650786,7.720125357,4.697379056,3.107930544,id29,1.142190551,5.75111244,11.67915877,13.75249342,7.741748152,0.9795061053,9.355567801,8.440900797,4.484379665
,id3,15.22256922,20.59282729,0.9261061403,2.41529378,2.355921153,14.40340666,18.7326656,9.861860795,9.624485185,id3,11.56070859,16.0730257,0.635807124,2.489655019,3.288266391,10.67616599,14.95622181,10.29067016,6.464255455,id3,12.91515683,15.62861921,1.444936488,2.3407014,4.251736547,12.03442256,17.0225504,10.83113144,7.881462709
,id30,26.07624409,10.22060922,14.09520438,7.244606399,13.53219321,1.035669253,13.6020799,14.06832818,29.43125114,id30,12.44888845,6.875680837,10.5231829,3.91833793,11.21418721,0.7132787182,7.514977563,7.188253514,14.59315816,id30,20.93597052,7.489886706,10.56805625,4.560096716,12.78581692,0.8406011936,10.12245051,15.96798061,18.91732541
,id31,7.27663304,8.884790467,16.73228691,7.916189005,5.813080025,7.255174454,18.68285002,10.84744,7.731663851,id31,3.590398122,7.174741286,9.248410431,6.21520493,4.394145926,4.977463199,4.737525017,8.726782724,4.037810889,id31,5.450160444,7.917601978,9.340129304,7.15844245,4.258614228,5.834756852,8.509103548,9.235646801,3.530962292
,id32,3.032325181,9.552051134,11.30773271,8.228961224,2.375860785,6.22671047,8.857532758,10.74843913,20.18049826,id32,2.014921128,6.303419298,11.05299448,7.473464081,4.784888936,6.052178822,6.614222727,7.668242042,7.825476645,id32,1.653625911,10.1465387,9.252095403,5.559542176,5.611059829,7.915435946,3.689489927,8.102002114,14.1539174
,id33,22.95669924,4.250902904,11.17248825,24.47883265,21.62256927,9.607938311,0.06170923668,4.542176261,14.02453874,id33,11.59759772,3.066202616,8.350322187,16.66366389,15.27507644,8.815733734,0.03375396348,2.772550321,8.801627022,id33,13.62594921,2.281153413,11.61781969,16.13827144,21.01764445,10.93329091,0.04391022691,3.19292172,11.81585186
,id34,10.79853984,10.00635837,5.330584602,3.041725215,14.67548592,2.158854093,0.4685847862,5.572080802,4.729018976,id34,8.206444798,3.42772843,3.859311453,1.206234897,7.62921153,1.59221357,0.1188501426,2.21508557,0.9060421607,id34,10.41724391,5.327397285,5.463913035,1.667078376,8.220110166,2.181729604,0.2282769565,2.617470994,1.475733508
,id35,8.728206386,13.48946887,6.804862243,17.4053032,11.73746935,14.19493796,9.673899016,8.755216526,12.76668815,id35,3.074350938,8.888432234,5.178143763,9.952739684,8.121084214,7.738152708,4.840465653,4.45037321,7.085853929,id35,4.219838041,12.65397416,5.458176768,10.02139486,10.30636112,8.738821858,3.907074182,4.670856819,7.3073982
,id36,0.6460834141,5.932194578,5.895242836,9.766174802,15.86806671,3.573074639,4.989213421,16.32078528,20.16204152,id36,0.1349772098,2.903650002,3.713193869,6.940118289,13.92896899,2.13969897,1.749664672,7.943101354,11.16034234,id36,0.1698568781,3.449448963,4.141909757,6.321462068,15.29182536,4.687192736,1.559869304,16.15116316,12.27986794
,id37,15.4588065,11.01481087,14.94951315,17.3815614,1.165427209,3.787806321,3.860867403,21.03516056,13.13620621,id37,8.647818674,9.931258908,14.13758961,7.400255686,0.5168349124,5.258357812,2.810661133,11.26040952,7.468340531,id37,8.064691695,11.54826786,16.13301581,10.43559769,0.5772682516,5.514798365,6.945065768,18.26301247,9.856270107
,id38,1.707818179,2.133983048,1.81579489,2.236256469,3.412965957,3.080098365,1.906243042,0.0003001671854,5.280170123,id38,1.546221573,2.267462063,1.625786661,2.047092019,4.045959055,1.675950718,0.7078261656,0.000507040699,4.011999206,id38,3.055696633,3.979508458,2.087950805,2.052862614,6.343253664,2.77774365,0.6809751357,0.00113878945,6.746742866
,id39,18.17155294,0.4566587429,0,16.82442689,7.703776471,8.854743681,20.35830336,11.19685281,10.90334883,id39,8.148753842,0.2618015228,0,15.96361875,7.700928239,4.339568712,23.17176524,10.73598974,8.003335326,id39,7.556457927,0.2494699334,0,20.57419286,15.0907,5.5891515,16.30013891,12.84505355,9.469839138
,id4,16.70842334,18.55630988,5.958618467,11.29898153,4.385088156,15.85141603,3.042382285,16.16671452,6.999097425,id4,13.73396633,11.83043475,4.42089582,8.786469556,3.50926919,17.29759815,2.219825525,14.21790941,7.033654578,id4,12.21618229,13.64173793,4.999265107,9.459746112,2.831154646,13.4385934,3.091070589,15.928484,9.929488843
,id40,3.132398506,11.70265621,0.3379775678,5.79161171,7.912711598,0.9025962901,7.156733246,12.74589095,4.001318168,id40,0.716918925,7.470927935,0.3574224502,5.221143542,6.930435034,0.7258804575,3.419362961,5.339829612,3.183325516,id40,1.354778007,7.94392852,0.1320658239,3.581265731,8.571527757,0.696091846,4.05510988,4.211201434,3.074572976
,id41,3.784466835,2.018806599,2.596056016,3.22557221,2.055490301,8.289259871,5.144137344,3.225566346,5.103662935,id41,4.148710738,1.663540914,1.850356069,1.418572839,1.5558366,5.485381769,3.118087044,3.169126228,5.227305291,id41,4.021491215,1.576302067,3.152883136,2.176428652,2.158710082,5.653119466,4.821854298,3.941639778,7.697960983
,id42,3.060829544,0.0003522851349,10.3077155,5.187940665,0.1501718264,9.128345331,12.59610474,6.707523049,5.31671164,id42,4.94307908,0.000628490402,10.72893325,5.385319127,0.1348872757,10.48488415,10.96867557,5.23616172,5.716278766,id42,7.328411133,0.001379349332,10.60568803,10.82081444,0.1003077734,10.50030008,9.399464323,5.672928519,5.811540437
,id43,8.492762969,16.31452964,3.732084793,0.5046820882,13.15197937,6.236156587,1.606958895,13.80041899,12.52962397,id43,7.748510368,16.11267266,5.909690922,0.6123489169,5.504952702,4.1024368,1.329966405,9.346544343,13.71964342,id43,10.44902571,20.9258765,10.13651411,0.7080969107,7.539479226,6.248473668,2.029904913,11.44466079,19.02793178
,id44,0.4168754204,1.237386131,0.02355216202,2.095927548,3.442635992,1.645007281,1.830483096,7.401364528,12.75249915,id44,0.2320910132,0.6488610575,0.02253043628,0.5597267039,1.02544484,2.719242925,2.331395518,5.345911626,9.400744408,id44,0.1826676351,0.9388136765,0.02266577755,1.084320004,1.438608334,3.443809813,3.521549975,10.64009735,23.35073548
,id45,2.131951239,12.00548099,9.342452376,3.909970186,9.279405439,10.26009877,17.64674341,6.19309864,16.2045346,id45,3.570499623,10.41421374,6.472353856,3.244145037,6.427932325,10.52878538,16.34062787,6.581566939,12.06163601,id45,3.101305296,20.9698031,7.590214548,2.625109469,12.18095307,14.98713413,17.4483928,8.803241803,13.69796085
,id46,17.03690018,8.557218825,12.45909152,15.55173764,9.137199362,0.00001804247949,0.00213629391,8.545196275,12.50144424,id46,9.646557644,6.46906218,11.11242529,15.69840415,12.82758921,0.00003227324717,0.001099885437,5.884185425,8.294713144,id46,17.41166487,13.86055256,11.90641117,10.21765798,15.31715925,0.00006255888766,0.002676541026,5.43839678,9.879409562
,id47,10.23206565,10.20034496,9.249023089,12.17134745,9.86357332,11.61898796,11.24256301,10.44398426,9.783565158,id47,6.737710333,6.29065389,5.591832632,6.819812708,6.24530235,7.801360643,6.983489337,9.522021355,7.089774248,id47,6.700187222,5.480694462,6.411615106,7.164668349,7.746594715,8.08071248,7.001778936,9.580136491,8.173884607
,id48,1.627563386,10.84378682,8.220718068,11.40473515,11.39459065,15.12265036,10.21840112,10.17902462,12.21400918,id48,0.8486393696,7.321577232,5.675567402,8.677700025,7.572007112,8.830593087,7.00628949,6.216165717,8.432019727,id48,1.206731487,7.073581262,7.713677984,8.573210352,8.085597676,8.763580839,6.227424688,6.358296556,9.327255861
,id49,14.04721784,11.28374041,15.32697939,8.19507013,6.063935913,7.483949536,6.092936974,4.497105414,19.54578287,id49,11.18945852,9.633014565,9.532830101,4.950587039,5.250313113,6.719620372,4.237267556,3.713429334,15.61361724,id49,14.30446402,8.904112343,11.25037999,6.046202017,8.368085055,9.669748818,6.840815799,3.718471926,16.55691332
,id5,13.85035834,8.501076517,14.00533117,7.364757813,0.2532327627,10.43294106,18.53375439,22.28842227,14.94696178,id5,14.28181111,7.426699771,11.73833911,10.79110505,0.279685792,9.109106692,15.24297534,11.88184401,12.80807483,id5,15.87893576,11.87313462,12.71559249,7.497450502,0.5970883047,11.73648328,17.13099421,27.23682249,18.93895385
,id50,12.52584976,9.17220455,13.81662069,14.10347674,2.35998963,2.183755035,14.39753744,17.6202745,13.5595267,id50,10.67145948,10.56338989,12.09675212,15.02959824,2.059732588,1.490894165,9.45644285,16.06020272,10.18590792,id50,14.50933551,8.593873846,15.42208545,13.55653753,2.144056805,1.87607134,10.67096212,14.64619546,14.03041162
,id51,6.018247419,9.746007193,13.61593309,12.62840766,4.013041561,8.809612573,6.97779841,6.872087781,18.03307703,id51,4.76013058,6.809172737,8.987459891,7.251866141,4.039400961,6.989282939,6.432836766,6.305974927,13.25075262,id51,5.333773288,8.226807722,11.76103563,11.59664186,4.297103462,8.681404341,7.066279856,7.746023485,15.61317128
,id52,0.9255887395,28.55434921,13.77203899,5.687150298,17.60098388,5.881264003,4.052713884,13.99640385,17.33904106,id52,0.7994565727,17.22666582,7.734554715,6.40370594,15.84116208,3.532207524,1.771754544,10.56471129,13.14952394,id52,0.9088348946,17.74391948,9.889835043,8.205983363,11.65872363,4.628025657,2.567500047,8.41725017,8.97247917
,id53,14.15534446,0.8495346407,9.335794958,9.165253322,2.134142357,0.000001955957018,7.561679275,0.0000729941922,4.084424553,id53,10.48023289,1.580073417,9.509302473,8.039834429,0.8332078659,0.000004416253058,5.605667653,0.00006093139934,1.100532733,id53,12.77787611,1.860775956,8.774209535,9.38341866,1.390093914,0.000009598632436,8.468758569,0.0001115908998,1.374463245
,id54,4.970364559,16.75175868,5.835911443,19.37873572,9.804288306,12.24269246,15.57420202,13.92279925,12.20653219,id54,4.987689883,16.25965373,6.675542918,18.43917294,6.491324763,8.714382834,13.45203485,12.69974352,11.38952006,id54,6.696594765,17.53219205,10.11340643,23.54847794,7.296757046,16.01728181,17.84372412,18.16610473,19.07886208
,id55,5.535589127,3.094246211,16.7893818,11.32033497,3.318129889,19.60598217,17.31599885,14.50204292,17.08721238,id55,4.840310502,3.180586598,13.95446798,9.690246821,2.683586698,14.91040421,14.30311392,15.12879674,16.40710642,id55,5.861127045,4.261932695,31.09673523,12.08281542,2.625067284,20.71292359,20.80671022,20.98589929,26.18124148
,id56,9.147996413,2.169624971,1.715699333,0.234319946,1.171498323,11.53075475,17.54473111,17.99420954,2.164448591,id56,6.185390343,1.825232573,1.655746673,0.2181926873,1.792302374,8.091879646,9.58637096,15.26594484,1.344496318,id56,8.003591478,3.267540136,2.103786851,0.2942193635,2.70551743,12.9309838,13.65368096,28.00050918,2.367068472
,id57,4.762798889,6.389991632,9.749048761,12.77645043,13.953085,13.26670448,2.900672586,14.89326568,14.82022341,id57,4.717127519,4.320092731,9.04289344,9.406013701,10.73655874,8.644993942,2.560258385,12.33315278,12.62221723,id57,7.879610435,6.465480867,9.943018203,19.10070474,15.93029602,17.14504459,2.656689909,17.16151688,16.76052068
,id58,15.42510147,9.290496711,8.031977547,9.923539576,12.38173621,3.635288086,3.332843104,6.052789703,6.81816977,id58,16.7737975,11.68454655,8.911522373,9.352737068,12.56659907,3.963767695,4.078438905,4.702872495,6.284936799,id58,22.83179637,9.303533593,11.33900449,9.848004908,20.82274497,4.645711452,6.513015332,7.531688655,10.89881758
,id59,13.66097245,11.03353877,17.83675425,6.629809909,17.7927105,4.824280653,7.052627168,1.713319773,13.67420893,id59,11.92734083,10.96134062,14.98505932,5.919153897,17.54828883,4.160650846,6.772375219,1.667294106,11.53567073,id59,12.17051435,14.23060065,23.11199618,13.54821807,17.59172452,6.09572895,10.48017736,1.76308777,15.26499794
,id6,1.607201913,4.229016132,3.886324783,13.6491709,9.001061408,12.75435033,20.02825715,7.403031029,14.63954422,id6,1.140136795,4.479786682,2.081592235,7.5510702,8.483467755,10.87665446,14.15561015,5.305814727,10.69836354,id6,1.464275627,4.867603478,3.004405135,13.63559641,8.02818496,10.81288622,30.29202797,7.026224844,10.00947277
,id60,7.827693457,1.181701162,12.42910406,6.954235865,10.3580977,12.47281089,14.46159872,8.707517999,11.57895124,id60,6.141453996,2.562257415,10.82036779,7.164150235,10.07339373,10.75562842,9.329685333,5.938706069,9.331613733,id60,6.789996227,2.608633082,10.06430419,8.765262469,13.02397102,12.46753352,15.93492083,9.461545482,19.86665669
,id61,21.27190598,22.72197202,15.00932042,18.31983515,18.02720112,18.60911972,15.56459131,19.67913677,20.23195795,id61,15.12427751,16.72504626,14.73611302,18.70273722,16.72849957,18.30841944,17.93797316,17.8167125,18.96288708,id61,13.95779908,18.53401676,21.47487367,19.13105606,15.06871632,16.58438251,16.7956002,22.78792995,22.01344509
,id62,13.37798623,11.18998645,14.94474795,0.4777225238,7.8756229,11.17936826,17.73374476,10.66358162,13.96221064,id62,12.92742689,9.461667751,13.03213845,0.4407218148,9.357833074,8.768295802,12.69147515,9.311432754,10.8243535,id62,17.42530754,12.34409864,16.37428772,0.4789953335,10.41277803,17.72008993,21.54778458,12.07272532,13.63484729
,id63,11.36803145,5.283592109,4.2225067,3.18443255,13.14935678,11.80786164,2.122177765,19.33182307,2.253766214,id63,10.9928916,5.091131972,5.214132252,4.756161064,13.96735321,10.28663545,3.89915668,16.76046659,2.487626748,id63,14.13542821,7.475558717,5.467106578,3.733187324,15.82882324,17.15024497,4.327663007,23.31913239,3.915575826
,id64,22.09030886,14.37166888,4.074120852,5.003219706,17.99418415,11.9187607,9.302969098,18.66804987,17.86068643,id64,11.30790456,9.150749165,2.545068771,4.367278638,8.120878552,12.31001379,9.613105231,9.071959009,9.803421263,id64,29.77200357,22.63358036,3.163897644,5.136240105,52.09075121,25.94307843,23.70896989,11.90213023,23.22353054
,id65,14.29112985,5.936984407,5.581383547,10.01461791,18.44441058,2.362337834,0.00005815200945,10.00954234,12.93223697,id65,19.41155784,4.985376449,5.069898272,7.593514347,18.98216727,2.201880404,0.0006313790348,11.73346783,11.16260794,id65,37.49844892,9.179527174,7.64225359,17.96682891,25.97713332,2.167851072,0.001407898312,13.69813087,21.2396273
,id66,12.03440622,13.25217429,12.66561209,18.1218018,18.37850228,21.01553686,14.09726635,6.861696493,17.57768911,id66,7.190399129,9.688352731,8.971035243,19.71588344,11.77278988,10.0591808,5.830365545,4.844810534,11.06051089,id66,15.63998723,30.93380024,28.43339989,22.5766129,29.82332763,54.72230817,32.95567217,15.81215686,29.62573204
,id67,5.627513051,0.3231711967,0.6159973147,0.4464570984,0.2455226213,3.103151132,0.03336503759,1.415585738,13.5440232,id67,2.670720983,0.1768301875,0.5333910109,0.3315252349,0.1572042572,1.762560264,0.03583004433,0.8278950824,11.01871473,id67,4.317749074,0.3920767621,0.7160899354,0.4662303965,0.1271881481,3.14399892,0.02429931106,1.168797008,13.7050036
,id68,18.11044769,8.183899398,4.768656898,9.055641535,8.04846378,7.148753464,8.37901088,12.28581668,9.253246764,id68,23.20473295,4.888774317,4.509342634,6.808660121,8.757107797,8.50545424,14.03761413,16.3575881,5.92779352,id68,19.80399708,9.991225253,4.049099703,6.689977629,9.820686634,15.89198691,19.40149537,16.55352367,6.853420182
,id69,19.43927718,12.5831518,7.923909052,9.79190211,16.02845166,8.632639233,13.34120413,14.74318553,16.73450622,id69,13.77456833,12.53854508,4.839034541,8.673986627,15.39585403,8.941348082,11.53559043,11.80946648,15.36842611,id69,16.49514591,12.2279604,8.549252928,5.609241529,16.52802288,8.075457797,13.74874626,15.51304311,20.56684915
,id7,9.564812526,12.69719599,10.69201364,9.107791949,16.75244018,20.35783127,6.610069932,18.61309569,9.908291561,id7,6.907692715,8.301583902,8.222238301,6.473259123,18.16251015,14.68514453,6.313592211,10.45126012,7.900707966,id7,8.725763402,8.969109983,8.893235887,6.111352963,17.8059771,22.69706519,7.041754561,16.81284664,10.7369522
,id70,21.17456942,12.74021968,12.47590355,15.21278398,13.53605192,14.35029706,13.47450289,15.58313174,12.18357058,id70,14.73313245,9.485130787,11.93989866,9.603171479,14.02281639,9.947894594,7.062850404,9.264365943,11.70136725,id70,36.98136203,17.91979003,13.56331941,18.86657085,14.56359399,14.30665909,13.94925487,18.53480711,15.97166729
,id71,9.840352432,0,0.0003503313508,4.793417311,0.0002920061377,0.0004284252775,4.102610478,0,1.796203336,id71,5.482788668,0,0.0004831883623,3.560105612,0.0005207420072,0.0007444300679,3.419730292,0,1.014489389,id71,6.9375271,0,0.001109221833,3.210349578,0.001047131732,0.001390339854,6.372014076,0,1.17468945
,id72,6.309034542,8.678163853,10.34121115,3.732899588,17.71063459,6.793244817,7.198696614,20.85772558,16.33394511,id72,2.479968649,9.632051868,9.800102418,0.7658812958,12.31733815,5.811841628,7.330271297,14.55264537,13.02941715,id72,8.227248938,10.67019024,10.65535892,1.275097148,15.83527405,8.526795811,8.732860112,21.84492007,16.83072454
,id73,11.19393403,12.22421047,16.00892242,13.46623041,15.58852156,17.69461635,12.26500611,21.70237109,17.17714676,id73,6.339528126,8.542125948,14.04586155,13.6117308,12.91621111,12.69555421,8.969037274,14.45508791,11.60532438,id73,7.436490132,11.4497548,18.93597902,18.6074769,18.93061429,15.66999061,9.929969092,16.73575098,17.85973578
,id74,18.5024816,9.275883069,13.2137101,15.1895085,20.28723618,18.99891684,15.59320424,7.625649207,20.46654124,id74,18.06848647,6.724392423,12.18269429,9.536512478,13.61389862,13.7587815,16.61433593,5.382049489,17.34101816,id74,21.88606842,8.496372405,16.62025376,15.15990103,22.23584629,19.85915554,21.62379567,4.692322439,24.99791642
,id75,4.316290659,10.4773381,5.761650018,9.928003136,7.910563258,1.984340289,14.5002829,18.17215974,14.71943699,id75,4.695789924,12.33132408,5.847883388,8.040353625,4.846043097,2.252208849,13.75278175,15.27791493,10.17780496,id75,7.119337705,19.00158943,10.78627494,12.72242256,11.32184291,4.326938751,28.39025732,17.05706227,16.22747726
,id76,10.36450495,15.79748922,2.392306359,0.4951179906,5.9189058,16.29802787,6.940002914,1.046206668,7.87280487,id76,10.16395701,16.73112126,1.057116636,0.3040745073,4.608267753,15.85587343,7.303358765,3.611457424,9.103766743,id76,11.51443785,17.99564232,0.6959046799,0.3818365052,9.1570979,18.90454199,5.333873725,4.234870242,13.25738042
,id77,14.78800608,22.2378298,16.06718427,12.64018335,7.580858848,7.830361119,11.85391159,4.688941188,6.051387385,id77,13.44814711,16.46478154,16.76681814,10.84946585,5.700390433,7.644443729,10.23007795,5.372918407,6.650152622,id77,22.30461184,19.05822861,18.39525528,14.60914938,9.981365719,10.42689326,19.4168236,6.522680139,8.213119902
,id78,12.77824239,8.043148465,8.864611871,12.94893046,0.0005646621666,9.946128791,0.2858829213,15.38380492,5.811836736,id78,16.42155477,8.625083453,5.715596863,13.15226491,0.0005482419547,13.2093132,0.2004637932,12.64499527,4.647678464,id78,25.77588487,9.178804283,12.45407691,29.53630283,0.001635089751,18.88948212,0.2630152361,13.66702134,4.692934836
,id79,12.70836135,9.059966027,15.90152762,4.351467271,20.9116057,5.689404462,3.497996919,8.679673204,1.278577199,id79,14.50051247,7.02112902,15.86727505,10.14962047,16.4607108,3.802800311,2.371765428,10.53972769,1.386486536,id79,19.7499258,7.744568752,27.55582058,16.46322254,24.08839072,3.935520697,1.731117119,11.51244646,1.889688669
,id8,17.51078311,2.511713599,,1.754241497,20.50277948,18.27182287,27.29174607,15.90180602,12.46700222,id8,13.41128128,2.325621872,,1.695815171,9.988117887,13.02492093,13.57345472,8.735200782,10.2460429,id8,19.11633393,2.762083672,,1.745642892,18.30544562,22.83877946,16.11876054,10.57424233,10.0509191
,id80,0.0008053310494,1.528720764,3.161871016,2.283659171,0.0002439533438,8.377612635,1.235256805,2.562679101,5.288783914,id80,0.002206200367,1.865885615,4.131027057,0.9826062512,0.0007861125854,9.900253593,2.019877395,3.947451665,6.228120354,id80,0.003807847626,2.535358052,4.883853804,2.305226439,0.002050854279,8.679710663,2.895659714,3.193207835,9.173880269
,id81,4.047902375,0.02959840541,3.655020825,9.793662244,8.683530766,2.61069064,1.054618792,6.65141281,1.814930799,id81,5.310542418,0.02692427608,2.050253661,7.897148978,11.11887208,2.774387719,1.513587772,9.486478604,1.666816482,id81,7.064826236,0.02733934495,2.326606697,8.267082805,9.369908685,2.616931295,2.234214061,9.116732724,2.27452979
,id82,20.56309761,21.05666971,12.35802857,7.530304798,21.52438236,17.97107073,13.80419407,11.59506333,3.135245048,id82,13.6538634,14.27902554,8.664122057,9.094090423,16.62151707,14.33493407,11.77691647,10.8366808,3.027055361,id82,22.71289588,35.39918507,26.02411805,5.599897466,37.87487407,19.34247033,21.83066012,15.6793415,4.908247255
,id83,12.34761633,4.315939685,4.843321912,12.85510348,12.40120927,2.252898132,16.6442849,8.077606255,11.2370593,id83,7.036672545,3.939355034,3.642930254,10.38180659,11.09441798,1.457070588,13.94281512,6.570175947,11.41474364,id83,9.49077156,3.57107318,4.357827533,14.51863409,15.44018801,1.999986356,19.50066594,7.228247434,14.8313225
,id84,13.86672165,5.256994843,16.85882491,17.53796174,7.35717949,6.76284721,10.12267251,9.414046602,5.722296114,id84,12.33306977,4.140417933,14.49864192,14.93402526,5.13978727,6.335351188,9.171984611,9.605066509,5.017410738,id84,13.15198537,5.200710051,11.94899796,15.06406207,7.404724113,7.989830037,11.2633685,11.84694581,6.723626305
,id85,8.844204866,3.380783695,7.517033262,0.924163136,2.596349084,4.302160558,8.83476371,1.609074309,2.865279017,id85,10.31074094,3.993732973,7.7401927,1.401682197,1.999466158,4.095245034,5.377821589,1.449525225,2.213103917,id85,9.555951676,5.421807889,7.085734619,1.550646807,3.245427364,4.96901282,7.339514247,2.263689016,2.883469998
,id86,2.850493736,20.86990417,15.84582884,12.87347076,6.623373861,14.96395735,17.66790077,6.477064552,14.4584925,id86,2.174686895,15.85311578,12.41859845,10.40099306,7.183127536,13.68103256,11.51721066,6.176853238,11.03119595,id86,2.554249819,24.78232659,15.4654682,17.19645705,11.21800493,14.57389101,21.76087045,10.03471856,18.60345394
