,High_Beta,mav (µ),,,,,,,,,Low_Beta,mav (µ),,,,,,,,,Mu,mav (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id161,12.69978168,11.73706761,19.0518358,17.50538487,22.09808053,20.09898805,20.78675486,15.09017117,21.08286158,id161,8.738431996,9.951524079,15.24866447,11.43444996,13.81785544,15.71869345,15.58520441,14.05194741,15.54858322,id161,18.88291192,18.15917949,22.23561338,33.61918424,42.40250145,46.94094197,44.84420724,33.57731203,50.30207366
,id162,15.28985881,10.47283746,17.03063362,13.13885574,8.391563435,20.53636838,14.79069811,18.25667065,17.79303171,id162,15.48698322,11.42250227,16.32338551,14.52276057,7.873967389,27.6948104,17.02412171,17.8163164,19.84509653,id162,33.38475212,14.51641209,36.93245982,22.89188959,10.09743946,33.50024315,19.03291301,20.03716881,23.9671827
,id163,15.54982453,18.93497657,18.66689494,20.2716459,16.66773013,15.8318083,11.70569005,17.25775193,18.48574321,id163,15.50513983,16.10626227,19.79039686,16.52052598,14.18914616,13.65502833,13.27839582,17.26915232,16.65914996,id163,40.46212051,29.72723311,45.02527474,50.83341018,52.12324907,33.72549746,18.7567057,30.88777125,42.32455973
,id164,7.034807455,10.58588497,16.70691515,14.65516497,11.86237133,12.67618663,14.2180403,15.96244569,12.51928486,id164,6.270493442,6.20000802,12.26674897,9.989405612,9.335471562,11.78568962,15.07290203,13.13309037,7.958411409,id164,6.187390087,6.528410603,24.54073726,15.51468457,12.21110983,16.47865883,18.56218452,21.27883758,19.01761547
,id165,15.42799174,18.34581233,6.448128235,8.557232225,6.227695913,8.40666847,17.06424894,20.41920743,19.28910509,id165,9.31337487,14.23472236,7.096630569,7.650847541,6.496092892,8.546537353,12.51306825,14.39041835,16.54969383,id165,24.31284539,34.03195078,11.90885634,15.29978405,6.652965387,12.95990624,27.41054037,36.3013048,45.00762165
,id166,6.258011434,3.934226418,8.992532949,5.109474669,8.161865276,1.325371411,3.032622634,3.627906145,9.527186496,id166,5.242990288,3.240137926,4.660172606,5.927220255,4.727033491,1.993239055,2.429117964,3.313174951,7.138854322,id166,9.890533899,5.912534536,11.40832379,8.971220087,10.70581298,2.546857069,4.186308661,7.054182431,20.31743787
,id167,19.85058117,19.1468396,22.16039761,18.68368625,20.54721851,19.66467434,12.39335648,19.85209229,18.72193658,id167,19.30703864,16.06012442,14.72250179,14.29839728,16.15813416,17.76519341,8.776876851,17.37913235,13.63094834,id167,35.80647336,37.28585345,32.02739478,36.92088565,36.42027118,35.48445018,14.95807665,24.91151573,25.88680446
,id168,13.47269273,19.36186426,19.64620691,12.68942588,23.78349387,21.22467251,19.89534579,22.87667001,23.11136463,id168,12.60418222,15.2543364,15.81601336,9.985823983,17.70474486,19.21948395,16.71413479,16.481744,18.47918131,id168,16.50336168,25.9086791,25.66213212,19.92884941,32.82145677,34.78933184,32.48998983,33.00564099,32.31109719
,id169,23.03089728,4.815737814,4.374745627,9.650070941,7.283163557,5.446206025,2.991342301,6.173758703,5.78895403,id169,17.88191513,3.980379026,4.491479258,8.28836445,6.538255637,4.694289534,3.971604576,4.266057134,4.197187327,id169,51.06540113,9.687542105,7.51782045,27.57391682,12.23732948,8.198935571,4.822083227,12.03582695,9.565641856
,id17,8.297362624,1.258170003,8.214494502,0.7272575349,1.743630346,1.971123821,3.393508458,5.537227208,0.08100372777,id17,5.932177599,0.8664754212,4.7354544,0.5942713124,0.9743430287,0.7815732574,1.614073002,4.310039348,0.0704092578,id17,6.498271193,1.095753335,4.778137759,0.5688374507,1.525059849,0.7817020659,1.634797724,4.72895071,0.06525695616
,id170,4.104429836,21.0869436,17.65956831,7.196748051,9.909522867,6.963627711,4.909125786,18.76802082,9.209993714,id170,3.508564825,19.0473774,14.92966474,8.440668913,10.208213,4.896981936,5.155693264,15.58953328,9.411716597,id170,5.195159399,37.13610015,38.95886873,13.99963788,16.62623496,12.94904784,9.286028177,40.13032609,18.16294889
,id18,10.10782505,16.16775455,15.35214058,8.436856263,6.441606275,11.09579705,3.587630352,0.2649655824,11.90511853,id18,7.739904105,15.14769472,14.37701371,5.827289526,5.072436834,9.020132847,5.136501341,0.4355292015,11.80510822,id18,12.7567664,21.40935012,24.07906546,15.0643337,5.106207342,11.75992026,5.807797684,0.6232882539,14.84053364
,id19,16.25846031,16.82085484,11.19985604,16.36142231,13.23758001,19.08085389,16.34849639,7.290154033,12.48542111,id19,18.63615654,10.22374542,7.283288164,13.10862083,11.38764742,13.31326444,16.64075856,5.046534558,7.276061874,id19,10.97796181,11.27381214,11.70984574,10.9846195,12.92314515,13.81203727,15.36821716,4.64390458,8.507780334
,id2,23.44856924,25.80227544,21.42299166,14.74504903,15.89588422,11.04365328,15.35028763,17.84891264,17.73964024,id2,16.49821998,14.85213393,15.63185851,12.34850308,10.92608194,7.880054289,10.49247903,13.13428951,13.73066132,id2,16.90785455,15.10338599,13.79046745,9.509566851,11.73725303,8.334116864,9.589114329,11.04441404,14.02621809
,id20,15.23049603,22.56892485,24.76386075,8.511056504,10.15276626,6.004275499,15.82745526,15.2265065,11.80298982,id20,9.769015688,18.10035896,18.57813372,7.614939485,10.26820148,6.210532099,13.022442,10.04287134,12.14219825,id20,13.45160984,23.25674364,19.41921785,8.613522747,10.2382636,6.63580041,18.80459266,12.07699065,11.99974804
,id21,28.07636234,24.79988513,24.16483665,18.485178,13.66885536,9.3573612,7.256200709,23.00682962,18.45738755,id21,22.21525304,20.74643879,22.19738969,13.73921889,9.323842178,10.8908414,6.001666797,16.73176609,15.71021625,id21,19.02985443,26.29969721,23.57463422,18.86049653,8.97243256,11.0283451,6.427381832,17.44882494,18.06654144
,id22,9.156247338,2.599228904,0.008874619922,1.336655931,6.885225805,7.460687354,10.82137766,1.386054726,0.6127318381,id22,6.385748229,1.37578264,0.01299918596,0.7751070491,5.740469057,6.110650742,8.261275129,0.9906280528,0.3987969223,id22,5.919531786,2.025669424,0.007425212976,0.8066046204,4.695162556,5.981497582,7.438239263,0.9521490924,0.5698085696
,id23,3.992956774,0.473038424,3.323008521,3.321428863,0.5895707627,7.154046885,15.86062922,7.820835897,3.864816423,id23,2.396476264,0.7844178867,2.7918839,2.054132989,0.4607210297,5.06240539,8.578651867,5.978800377,2.153905256,id23,2.994689399,1.123024621,3.292966875,2.056846185,0.9578474492,7.682498532,10.71560358,7.782034118,2.041573632
,id24,10.38023388,0.00010860842,5.398451817,19.93965989,20.81246002,3.21669495,8.894810553,18.67967113,17.08977179,id24,9.846588405,0.000366405274,4.527769103,18.0096695,19.79110769,4.481273368,8.78565379,17.53219312,16.6519625,id24,15.96039949,0.000765659605,5.38457567,24.49411284,23.86923561,3.727700849,12.54184363,19.1506255,26.80138746
,id25,5.048236034,15.08533035,0,0.0000368672906,0.5410073614,0.00008419970876,0.000003233433344,0.3507352749,3.566904879,id25,4.408681146,11.36867103,0,0.00009165222323,0.7682339429,0.0002416616928,0.000006677026784,0.6108073154,3.695046593,id25,4.844268023,19.04821042,0,0.0001104009189,0.9895840522,0.0004036817983,0.000009639371727,1.015625961,3.984317671
,id26,9.419182504,1.42183211,0.3562323248,14.04055483,0.5028436947,0.4046642088,1.672640483,13.74680073,11.27199053,id26,7.667829457,1.089323725,0.3409306246,12.56130779,0.7517913137,0.7090191467,1.825199248,10.83362642,10.70108595,id26,6.982113285,1.927826757,0.3933915229,15.35052642,1.139240595,1.031137575,1.377482998,12.57380765,9.440221379
,id27,13.36705555,6.363776758,15.90179479,6.063394695,8.275870536,5.33570674,9.979528729,13.3912738,4.164774397,id27,10.23778224,5.831294035,10.61480093,6.2894936,8.41985969,6.16008834,7.41633525,10.30552576,3.988461496,id27,12.60876023,5.121163637,14.655355,7.854251786,7.942328826,6.518521347,7.0929607,12.59047846,3.717688633
,id28,0.00004997705202,7.58753839,7.363295621,2.265697547,12.17831197,7.740773101,8.106715282,3.423111139,13.58435699,id28,0.00004540417663,4.780756602,4.086584332,1.703582632,10.74611664,4.513553518,7.325829232,2.692999816,5.555456222,id28,0.00008071747895,5.661304913,5.418277639,1.648743151,11.66503867,4.714999226,5.283648923,2.719001743,5.218427444
,id29,4.542583202,4.21321751,9.753767681,14.67687633,15.14395003,0.1925837239,16.0802101,14.42822295,2.260339477,id29,3.942981092,4.793152328,7.321156687,9.90638321,9.448098066,0.2726380886,13.10993403,10.83381544,1.922887669,id29,5.809750898,4.673103871,9.072816029,12.12739557,11.76511753,0.3839141519,15.46862263,11.67762162,1.619217513
,id3,16.00852261,15.21883194,0.000004509237253,2.781696492,4.333356879,13.31003214,17.08396729,3.383913257,8.364436203,id3,11.30713084,12.04359288,0.000005138082098,1.884983983,3.973032439,9.037031805,11.41068594,3.237906382,6.575322484,id3,14.65576261,15.8518321,0.000007158023341,2.644677862,4.702629224,10.6020881,13.42656008,5.270506022,9.672148288
,id30,24.90874831,18.11508707,14.74435863,6.753610122,9.70828845,1.024785012,7.029215504,18.40529325,21.53951306,id30,14.80322345,10.51406346,10.44889365,4.230770258,7.920734631,0.7687142258,5.623983106,11.75198934,13.66872587,id30,13.38606618,10.93586621,10.61456296,5.525411307,8.098328115,0.7903205445,5.615780603,14.37156603,14.70898671
,id31,4.98564113,12.12269451,17.20461328,9.4257181,11.45295605,8.193483238,11.92812665,10.38451393,8.247985957,id31,2.610475866,7.903397505,7.90850859,6.185830049,7.634872489,5.926877388,5.033944713,5.131282524,3.829211088,id31,3.962290738,7.767493328,7.396395659,8.197524471,8.719026386,7.374970429,7.384140394,5.615881645,3.763690994
,id32,5.284075001,9.281956779,13.11597336,12.60176618,3.60301042,4.913042513,8.47542898,7.422429978,14.96694919,id32,4.476330855,5.404412509,8.520214555,8.664553737,2.50028828,2.550931697,5.016073045,6.012341531,8.583131724,id32,4.854162071,9.729829485,15.9275266,10.69663884,3.563640897,4.133330605,6.400098295,7.244815107,12.70400873
,id33,7.865207664,8.288823778,7.848955832,10.39848041,20.53214905,9.653311654,0.5657377306,15.34800165,16.67906788,id33,3.781614654,5.207750765,6.249372397,7.65920791,13.99942655,6.772391683,0.2746881165,7.253544222,8.522905676,id33,5.577808438,9.402018842,9.618025757,10.49149367,22.1607914,9.193769103,0.3993691306,11.42903395,9.338852911
,id34,9.389187634,13.72348557,11.21899965,1.880138411,6.267605577,3.081111583,1.029937106,2.306135233,9.252025908,id34,5.601539758,10.57973991,7.32954067,1.760155308,2.78343102,1.901986537,0.9262290457,1.347744908,3.02888657,id34,6.874766601,9.161110471,7.148535688,2.720364995,3.683828534,2.218873078,1.082307717,1.43201694,3.347883201
,id35,9.370879227,8.059777512,6.513710121,19.26645272,14.86400534,12.91349613,16.06846794,9.148117831,15.12647934,id35,5.423640022,5.627412394,3.213161133,14.06836482,10.54740745,7.555224578,8.451212083,6.212878405,6.372076204,id35,6.99250778,7.988586363,3.918456262,12.05988778,12.56031712,7.769380072,6.782330331,4.445412894,8.179248241
,id36,1.26083175,7.593436349,26.2420861,7.672732242,9.282338507,2.053743379,6.562953898,13.12462518,15.1048152,id36,1.003828645,4.253627449,10.7735595,6.880743508,7.499965055,2.116692879,2.387350238,9.441772513,9.273803315,id36,1.068080565,4.339024224,13.90582867,7.084824919,7.590735378,2.080143204,2.867946845,10.35004968,10.74378925
,id37,5.333053854,14.83660712,10.67946411,15.6778242,1.230542878,7.050894289,0.9599593747,13.48903986,13.04876745,id37,2.654342538,7.813022357,5.986503538,9.843023938,0.565291178,7.84010172,1.216096805,9.623262946,11.17969929,id37,3.360111701,10.76835424,6.714377161,12.7688,0.6225982229,6.670613108,1.619800444,11.62018296,13.67764363
,id38,0.03922163158,3.884411685,1.645159146,7.519098162,2.191930919,0.9240799865,0.5778396317,1.786656566,0.00002667262675,id38,0.04912155704,4.076392848,1.908921153,8.795386919,1.288682292,1.113595551,0.5362627163,2.859496049,0.00003153198241,id38,0.07540774059,4.727866653,2.357938353,12.53199186,2.147141728,2.444520351,0.7297117566,4.227658028,0.00006201086049
,id39,15.93371415,4.666446389,0.4498143799,15.97827476,7.746578287,14.39565437,8.995834109,8.71769609,8.934044239,id39,10.52768278,6.044206073,0.6812230934,15.42437501,9.313415717,11.97452963,11.31946247,7.029053601,7.649978676,id39,11.26329307,7.664556093,1.008982171,13.66140033,12.76552514,13.79478817,8.835046774,6.732319781,6.801825057
,id4,20.23862745,16.34434072,2.786954183,10.31816914,0.9176582107,18.58217587,3.187683218,19.0803036,13.90534109,id4,13.2868988,8.775308158,2.303476387,8.786559121,0.8032024569,19.10510541,2.953510712,12.90563924,9.844187135,id4,18.37171481,15.50395806,2.38733831,7.89528837,0.6787242734,22.50798571,3.22830096,12.66761124,10.99413912
,id40,2.4545636,10.52065454,0.02954418256,4.988042069,2.901924606,0.4727124825,6.095416984,0.9318240699,2.531204948,id40,2.095279525,7.21413196,0.03671137486,3.287288348,2.379646783,0.2001129436,2.750317855,0.5229287664,2.192490587,id40,1.884182767,8.229806027,0.05524421442,4.883820976,3.10444814,0.1999970465,3.302480111,0.6538030239,2.829886304
,id41,4.014568189,6.746309937,5.439871658,5.186744671,2.689048653,4.416011353,8.271889063,3.174328545,6.046901558,id41,3.709977064,5.030047357,4.908691246,6.008051291,2.479879752,2.53130876,5.454599352,2.389404397,5.640977335,id41,5.841280683,5.481507039,5.145498816,5.674274278,2.595329332,2.342501255,6.205559082,2.020396657,7.055028319
,id42,11.03967518,14.28928487,10.94042902,4.613701119,8.002490418,5.993667978,4.659379847,3.996778415,3.807995867,id42,7.470459579,17.31185955,11.46976325,8.973399397,8.613159476,4.929577351,2.584467723,3.357487789,4.191690937,id42,16.82088701,14.99990985,11.82538627,6.580203051,10.49718812,6.411971798,2.402780616,3.899032349,6.387033079
,id43,18.80198636,21.02414566,1.444907446,0.2464301106,2.455822364,5.662490412,1.588613499,13.89687375,5.79184826,id43,12.83226036,16.51383123,1.254495796,0.2004156927,1.982673402,4.950876965,1.252608311,12.25282145,4.410629731,id43,27.32812266,23.46056824,2.36188793,0.3117278588,3.379926939,6.580945573,1.003726894,15.6712048,9.01537781
,id44,0.0000003171859612,0.9255045178,0.09605108953,0.8480836331,2.382498168,3.794455557,1.2204423,15.55091903,9.5438481,id44,0.0000004316859168,0.5987717008,0.03930206986,0.4436263719,1.016285977,3.271154923,1.507081696,15.05477594,8.305416184,id44,0.0000006146004961,0.6535874122,0.0365182022,0.5356431224,1.355990755,4.111625166,1.733057214,28.9443246,15.41958746
,id45,14.88703233,12.54479668,8.750372299,13.76050852,13.93808077,0.9130684313,13.53701331,11.94100452,15.76949271,id45,13.21018827,10.90422311,7.125222927,13.09268196,14.15035024,0.951678545,11.41403416,8.298103113,12.131213,id45,15.70322773,14.88861105,7.987703981,15.08127691,15.92524666,0.9671690207,12.8483544,11.7305207,15.99499601
,id46,8.898578068,9.581933253,8.060577976,6.43607751,3.140819398,0.09008046571,0.00007143973818,0.6011643528,14.77880574,id46,7.321046375,7.294957835,5.065009028,6.189167371,3.851119471,0.09381706568,0.00007716351749,0.5245461558,10.84954273,id46,9.348057825,10.36091891,6.913416073,5.644544159,5.397600271,0.1560864857,0.0001301795404,0.642904941,9.809613726
,id47,12.43858453,10.11949198,6.409434414,6.258681029,18.99618936,10.94329874,11.86648852,12.84403004,12.30843428,id47,8.201110624,6.10776358,4.961321156,4.288209671,14.47014067,7.163758481,7.365309454,7.803696335,8.371739527,id47,9.47608036,6.649237461,4.59652571,4.399484418,17.049586,7.572761317,8.702740345,9.258126653,6.768794745
,id48,2.486953641,9.366564046,12.07635196,12.2431614,12.13741961,11.75530367,14.10749753,11.11752671,10.18570003,id48,1.923030853,5.496601467,7.191292406,7.586681582,7.563289773,6.015753966,8.986196426,6.94954015,7.687503404,id48,1.240428628,6.739642372,7.552781608,8.238117825,8.658047474,6.265764813,8.066167115,7.275447065,6.413615618
,id49,23.39426122,18.52040023,16.73563183,16.55738638,1.12214666,5.312984693,9.862287641,0.4076760315,27.18476772,id49,15.32008487,12.53885304,9.365797058,9.663967188,0.8328383257,3.892222308,6.776604522,0.3862032535,21.08245839,id49,17.98454889,14.06806029,10.41136286,9.578552905,1.112614226,5.757278859,8.260484066,0.3367838233,17.92996881
,id5,16.7592573,10.95497702,15.76579455,18.38441692,4.949734948,15.01408941,9.324574606,16.81312006,10.08815247,id5,18.32321624,13.10426719,11.2765992,12.95789324,4.112496342,12.94462229,10.60467403,20.02845308,8.634819602,id5,19.0479191,13.14278664,15.12640966,21.3627924,6.009463461,18.56225271,12.98160514,22.56409232,11.25032532
,id50,24.25277009,9.183791602,8.617591948,7.752595662,0.05888410522,0.004199279861,0.000248726764,7.318509395,6.165591943,id50,21.21299773,7.359372298,10.32279977,8.875357933,0.04277429042,0.00291977525,0.0002120026962,6.230750877,7.03051109,id50,27.02845474,7.755426788,10.93489946,8.35309507,0.04814797681,0.002729961178,0.0003277017458,6.526387903,8.618737874
,id51,7.421281085,5.374928254,13.88642915,5.478997099,3.802186845,6.326731659,8.375771567,9.235295952,10.6503969,id51,6.308455405,3.774130686,11.55774996,4.278252161,1.891765728,4.517634193,6.390061061,7.561658475,7.728468207,id51,7.025448086,5.031508158,11.54279492,3.950223254,3.413138382,5.140207204,7.56718389,7.920901127,8.008730276
,id52,14.38474085,13.24629304,16.06607215,10.07314185,18.24705791,9.028805679,9.59294051,15.83445428,22.5528043,id52,10.81855563,12.72662745,14.1454663,10.09911755,12.15170621,6.055505123,7.908836162,18.56463555,20.43697368,id52,10.24078593,11.63837195,15.39328341,8.116863016,12.15351391,7.104225063,8.056719824,15.36399984,22.76096603
,id53,16.24521193,3.281131661,9.685002161,9.97772422,7.364440516,0,7.224946695,0,3.677402375,id53,12.20581234,3.349206181,8.600371053,8.978651174,2.807401195,0,4.727308723,0,1.251690719,id53,14.49193828,3.323610628,11.06297902,7.818901595,3.293957821,0,5.015965771,0,1.282509152
,id54,15.71763658,12.10626675,11.85956311,18.84980768,13.24358363,16.99218268,20.05839616,19.95005098,21.3244337,id54,11.24904656,10.47881733,11.4394282,15.40798476,10.35883531,14.60969794,14.08857781,16.32585484,14.88860395,id54,43.10021782,25.92148298,28.82355612,40.1126264,31.16939897,39.83167911,40.65649062,38.5937563,49.31480251
,id55,14.15270402,2.865467414,10.84973793,12.99145037,2.814324367,24.40983473,21.83782733,18.79816994,18.74853739,id55,16.22276771,2.975727813,6.842486455,12.00633032,2.038734624,22.77434295,20.93116701,23.19571723,16.76118578,id55,17.62260127,3.475416405,24.7635676,21.36993138,3.320288268,39.46003282,37.08841302,36.29415945,26.91796737
,id56,4.709700147,0.7922919188,0.6946045697,0.1984742151,0.3484549982,2.321188998,3.53181684,18.84310362,0.7040643602,id56,3.117640638,0.6760932595,0.6606024135,0.1741237009,0.2784862806,1.22738854,2.601662176,13.88166938,0.5621411803,id56,5.553115126,0.7999598609,0.9476304415,0.3174029171,0.5440091546,3.759901905,2.955289817,38.27651502,0.8669217667
,id57,15.47501754,10.98834757,9.773776934,16.48519016,7.333968308,15.85330302,13.79875911,8.818978354,12.99155181,id57,10.34043641,7.530928249,8.553993277,14.84476064,4.620578841,14.54220847,11.98287796,6.383161598,9.803690548,id57,14.14398343,14.67113847,9.877910811,15.35229403,6.479798843,13.75239071,18.83026695,8.647449108,13.08781632
,id58,15.37353954,9.977862035,5.019879105,7.438163186,20.8521651,2.318060491,10.09109145,17.03263396,12.33079678,id58,15.67741933,12.00245172,6.031514639,6.732380101,18.9408647,2.982905952,8.795003651,16.61887651,14.70907164,id58,21.62859915,18.03946158,11.37470034,12.0767611,35.12982204,4.234853872,13.30116119,30.91290381,19.01632562
,id59,4.888587808,12.66073429,19.10858084,13.85393518,19.0166484,5.320593822,18.4003613,5.168424698,17.33829339,id59,3.33784224,11.45060656,14.92292995,10.66296494,14.24514168,5.28903932,17.57457593,5.247571376,11.86506735,id59,9.658072657,30.98013518,51.30036722,28.15750255,50.49245947,8.444913285,35.59606072,8.32940005,40.37980248
,id6,0.1482048661,9.43392202,2.011794919,10.74364662,3.799862938,14.09109382,14.70250518,2.012325392,0.8161065604,id6,0.1819734368,7.842585611,1.413959951,6.685214406,3.3987992,9.69889258,13.20542098,1.43750698,0.7378171294,id6,0.2708468261,9.938354088,1.68127742,7.506033015,4.126390744,12.84692744,15.2311364,1.568371316,0.5701148181
,id60,10.82563206,0.6126115955,5.996252453,9.784535017,25.98040071,21.04927601,19.06765631,18.54158777,13.29410988,id60,7.273709859,0.5065805272,4.802635188,7.29178477,18.48023692,17.22178404,13.06841699,16.40857412,8.054961002,id60,15.10382719,0.6895662778,8.087590553,16.33033937,42.31937395,43.80830495,47.33090013,40.4350691,27.9014952
,id61,24.86982165,15.44154386,14.05455558,15.33363354,4.44086225,19.76111129,13.17841108,15.46983898,16.23244134,id61,17.12181162,13.88373793,14.36079684,13.1173045,4.41013932,23.9415595,14.16306872,15.71838622,16.25995083,id61,18.68334037,14.51056917,15.75806085,13.37635257,4.03792431,19.42516088,15.78111384,17.57229578,20.443444
,id62,14.39609098,16.7489064,9.889514561,1.221240638,0.6694611106,22.1336326,20.29244427,16.57532205,11.33430368,id62,15.79309458,15.05257021,10.91784347,0.6914433322,0.48271938,17.35371176,14.69140559,18.74823967,10.91090996,id62,16.31204641,25.24745759,14.15750698,1.247021014,0.6805017493,27.5231378,29.55593897,23.23279087,12.51671998
,id63,13.77663277,7.66584411,3.803823291,7.807244222,8.505035202,14.17682658,11.44970133,11.2276667,1.933707409,id63,11.10938986,6.305707176,3.051411744,6.614823914,6.133213202,17.15109354,8.833030168,10.93594066,2.536092708,id63,15.55710064,12.43874772,6.372498484,9.568365794,14.03418547,28.72265291,20.20217328,24.30830158,3.965588074
,id64,21.40067129,18.18907412,3.366585536,3.304988557,14.84047547,25.37473516,12.44035979,22.46280771,17.239882,id64,13.51214899,10.08673833,2.25860397,2.103501163,9.808543503,16.14896292,9.112548841,13.39444381,9.708202533,id64,28.31847968,21.14197973,3.046723966,4.354727312,19.65464725,34.41434908,29.0988522,26.34635648,33.71358748
,id65,17.99154323,11.40438301,21.44401077,19.65490086,18.98930146,15.92613448,7.029488817,18.56472746,19.46299571,id65,16.94396042,8.816120736,17.15941592,13.82653792,17.42045227,18.74598072,7.981706146,19.44302421,19.45018584,id65,34.79206548,21.64542888,36.9333508,32.85194857,32.88750273,25.19007231,11.41529365,44.52681136,50.78912976
,id66,18.18910602,16.76913999,18.01225593,22.75090572,17.55290929,12.14756302,17.13471534,0.7967854369,9.614646836,id66,12.31417001,13.01089461,15.08268354,16.14941989,16.13629783,6.451358204,12.22720215,1.98242468,7.586763729,id66,45.15196131,38.89597662,49.14037766,47.23910627,47.49567619,16.46933954,42.5233591,3.287093811,12.74311783
,id67,0.1294342071,0.2463184383,5.45660021,0.3941203601,0.536378463,0.9801774057,0.1021371537,1.117904679,8.331101018,id67,0.1024265022,0.124033359,4.36305981,0.2712034954,0.3509550288,0.7416583074,0.08383599894,0.7758137577,6.509751849,id67,0.08689680507,0.2301832421,6.83775049,0.2897881551,0.4016824313,0.8234689935,0.09660703395,0.7194425796,9.672040571
,id68,18.44049827,21.05583805,8.496170848,16.19875607,2.358449727,5.853201248,12.17750008,8.174759362,14.01268994,id68,23.85815993,21.54858642,12.23864476,18.94534936,3.883050156,7.297658352,11.95486919,10.98224878,23.34898556,id68,29.8958074,22.39036216,12.70733557,20.96936249,5.350083684,8.332436246,11.82297208,8.254415398,23.10292583
,id69,19.18062561,18.02586357,19.64017175,16.29979959,8.213499051,6.757672557,15.54554546,18.29019377,8.807385936,id69,13.72053169,12.52546765,12.24826785,11.87980543,10.20789764,5.60846057,11.10245498,13.95582176,6.758704176,id69,20.12763275,27.19191982,24.7144672,22.59268213,12.11678766,9.046786314,17.5032838,22.54326681,10.88726272
,id7,10.83098578,15.81104023,17.08775204,3.742457232,21.19197656,14.70871855,15.22323345,10.3372134,17.37338242,id7,6.642116402,13.68083476,12.13853584,3.17252127,17.75815709,13.14150811,10.07054473,8.934321458,11.85564233,id7,7.518396284,11.96380227,15.15619227,3.506605416,25.09130027,16.48133619,13.43651572,11.12960375,21.31398081
,id70,21.62511125,17.74395164,22.63186915,24.41063243,16.45727449,22.38403664,22.795044,16.83213824,18.07294899,id70,15.87352175,11.16656158,22.56118342,20.98750178,15.50272267,19.0758087,19.76437565,18.42513523,19.60816972,id70,30.10141555,20.58208826,20.22069505,25.50075238,18.93567402,30.94845233,24.75703336,17.66998033,30.52387395
,id71,16.13777138,0.2474045797,4.728906264,8.513065214,11.99117957,9.547803141,10.25362376,0,9.942484942,id71,16.54113133,0.1340252752,5.281351567,7.049037106,11.61406844,7.799005967,6.111632977,0,6.696468075,id71,32.61513152,0.06532464801,11.94076938,12.94785864,16.48691125,14.13002614,23.74048411,0,17.19936318
,id72,2.396120869,7.320582542,6.040035189,9.845703744,22.95985785,11.39209136,16.24481537,15.96556512,24.7331093,id72,1.562778453,4.055880524,4.042237898,7.964733771,15.40299816,9.621570735,11.72026468,15.46689418,18.42897298,id72,2.91101568,7.586823127,9.500842629,16.5927872,42.78283142,14.01844147,42.25076813,23.21452675,51.94210783
,id73,12.28645028,19.06334324,16.17324107,20.29855495,15.45334121,12.37308066,13.44485482,21.14778986,22.66387384,id73,7.005399382,16.08644386,12.26079634,14.22955218,12.75371755,10.272254,11.30665978,12.87966415,14.03846923,id73,8.331070631,23.22647825,22.25195753,28.94387491,23.85930577,20.52045388,24.58680408,27.11186314,32.92970489
,id74,18.0150401,6.158092293,14.49384653,8.624970127,16.14372263,23.45138809,5.885481879,14.13142405,20.98584677,id74,12.8602526,4.263445208,12.75586964,8.328688581,13.39568372,19.24364013,6.292533976,11.63756026,18.47862147,id74,29.65320256,10.19623862,23.77974093,8.03131827,26.11961285,36.79159998,10.72416584,19.05628999,38.98473749
,id75,4.204260115,5.02901002,16.01104956,18.37314761,3.444914211,10.01205778,16.99833884,17.00854695,21.94225581,id75,3.437007752,3.683312397,13.530222,17.09907804,2.189876545,8.838620045,14.33435011,14.96295862,14.79061881,id75,4.570339648,10.82084281,39.48359586,32.88275032,3.997026381,19.37773748,47.49855269,36.58905766,50.89723738
,id76,18.65829038,10.55509959,7.226287698,4.846499723,5.918123177,2.682913768,14.9378123,4.087865984,12.95880841,id76,19.24000008,9.876707541,6.986972358,5.603875127,6.57068779,4.058137157,11.70772505,5.097275228,9.365783688,id76,44.04367195,20.4864439,15.03987887,7.918227379,10.27846793,4.943621089,25.50727737,7.251349866,25.33739942
,id77,13.62243515,23.6640993,18.77265033,11.54328588,11.24607168,6.634180209,4.359533818,5.689026212,5.392230731,id77,14.594345,14.26886502,14.93326709,9.586045386,11.08631316,8.016173562,6.540666691,5.238765851,5.62684418,id77,24.22091727,39.77860874,34.51335781,18.94999977,16.950354,12.40473444,8.480427178,8.443072281,7.601165482
,id78,8.364672792,6.424170756,0.7411024483,8.456973644,1.835598927,8.017894816,15.94736505,7.185877467,10.97238609,id78,7.629244602,4.254546431,0.6277738431,7.981063282,1.711004421,8.526939821,11.18928714,5.644144674,8.886938897,id78,9.678989956,7.741332704,0.6949431977,13.23414079,3.562357063,16.02350777,38.12285784,10.99293169,15.58692166
,id79,18.39257819,9.826931968,7.772221559,15.32257705,18.99146552,16.73814779,1.045585413,18.08647577,3.757095887,id79,15.39680808,6.60242932,6.987161739,17.81661552,20.45358863,16.6441366,1.475337522,23.40277746,4.053523451,id79,39.9071335,13.60931674,9.038252655,18.80618163,39.98720414,18.75589361,1.603772633,24.15004627,6.158080324
