,High_Beta,mav (µ),,,,,,,,,Low_Beta,mav (µ),,,,,,,,,Mu,mav (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id140,18.71010965,15.96730134,15.18384914,14.46889652,21.29289507,19.29416002,9.623401431,15.38757124,16.51021008,id140,17.06343715,19.09241132,15.11835326,12.92565913,17.96458136,22.82506893,10.15959991,17.6391311,13.32791475,id140,15.35379838,14.7082248,14.60722993,12.65379654,26.47875625,15.76576979,9.174559028,14.5195484,14.3489392
,id141,19.12674864,18.13257672,16.50546119,19.72355079,21.24981634,17.57362153,18.44712259,15.15764612,20.36298578,id141,16.04637995,15.94000814,16.66514551,16.03371922,17.99324395,14.45184343,15.73402878,10.59946739,15.34923469,id141,18.17317488,21.44560891,14.64094775,25.77541934,24.44963279,20.73163403,21.39674674,12.29875211,24.28191768
,id142,16.732331,19.01976268,13.67143884,16.03595956,7.122823639,20.62419837,14.91748433,8.118542581,14.33951794,id142,15.10891546,13.60010335,12.31662125,14.59359387,8.173762245,16.95011234,15.65328781,6.668296682,14.14602143,id142,23.09606737,26.34080305,15.38104829,23.8511683,10.06064476,25.07890778,19.09902875,9.660707495,23.1404709
,id143,14.55746169,20.12571298,18.4090981,17.58776517,21.45268628,15.17334207,15.01508844,18.1182374,14.75035625,id143,8.92395008,15.30333613,13.85311663,16.65279605,15.05569654,15.14991426,13.94223969,16.3792482,19.55339975,id143,17.79492801,21.74850174,17.72568126,23.54317437,21.08672021,17.35636927,21.44953781,23.78672045,22.63003755
,id144,17.36914408,9.929102385,18.94973927,20.00181225,17.94691581,16.46794151,10.67908665,15.69614177,10.52107871,id144,18.44591718,10.44107917,16.6680534,18.56034838,19.20016278,17.83950864,9.639204995,13.15053122,12.61853945,id144,23.82711995,16.37708651,20.82347298,29.55185576,25.23134472,23.28752486,11.44515614,16.33503696,16.21784346
,id145,17.95070492,23.76715206,12.72352026,13.71402629,12.01719978,13.30030094,11.83815792,9.608680128,16.80269983,id145,18.27193941,17.83471242,18.27107337,14.38292878,13.05372751,13.71474775,12.10711655,13.96636385,16.34113,id145,20.57040173,20.52287787,18.48619214,15.7426944,14.84145981,19.78051847,19.71194559,16.25825156,25.22191863
,id146,19.07261684,11.16245312,15.0816875,6.511909439,16.43239855,19.39524059,16.89709381,16.52384561,15.39361148,id146,15.79285655,9.195358323,12.7684348,4.583960933,10.50172521,15.57899367,17.55123841,17.39077623,13.65816268,id146,15.39028855,13.96243404,16.74673723,5.381164365,18.69947728,18.814744,17.16981844,22.42016279,19.22484294
,id147,9.664673135,4.069292432,13.47672533,10.94917951,14.28951669,14.16587411,14.59612559,12.85804353,12.9068443,id147,7.615717185,3.959530579,13.65712441,10.75800234,11.4200958,14.359854,14.55259992,9.296634688,8.958726459,id147,14.41537237,7.17044141,28.26738507,24.66013195,39.02384313,24.81587477,35.13426206,16.85412276,36.33388112
,id148,22.29615877,16.28215978,17.85181651,24.64842619,14.04589081,7.762158518,13.72729468,10.36198732,4.511367492,id148,20.18510693,11.68011384,14.87184729,15.76111357,13.12004784,10.60329703,10.59347115,8.285901177,7.44400307,id148,23.31104139,12.58089475,9.695155034,13.72889644,15.53988665,13.48492401,17.18207501,17.99576329,6.318859112
,id149,19.76102468,15.80281294,16.52534099,21.03999752,24.81463059,11.23518092,17.08582979,13.97972008,14.59092041,id149,16.99778655,12.6804942,16.43615693,20.80059519,24.01953903,6.091469583,13.41791243,9.429420841,14.45643453,id149,17.28471708,17.26478322,17.12252625,19.08401768,16.16968909,8.234558181,12.03488478,16.26161398,19.921652
,id15,5.017309586,10.40753172,4.326273497,15.63269149,12.93404037,15.32184395,15.25522861,12.87037863,18.19330308,id15,3.269805312,7.132383365,1.866871405,13.33181775,10.17300657,12.4487947,10.24229738,6.963779733,18.43993524,id15,4.567773873,7.574510087,3.698856986,17.91811376,11.06595124,16.85880634,10.74252399,9.92572043,14.57317027
