,High_Beta,variance (µ),,,,,,,,,Low_Beta,variance (µ),,,,,,,,,Mu,variance (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id139,0.0007311691564,0.000744273539,0.0007439832186,0.0007029265009,0.0008071801235,0.0007867779366,0.0007091672883,0.0004908232386,0.000726471208,id139,0.0003952231075,0.0002645979909,0.000371766907,0.0003269290627,0.0003038544078,0.0002529337074,0.0002992262887,0.0003201743999,0.0004085885731,id139,0.003170349347,0.004288156169,0.00475309258,0.001860185348,0.004648790446,0.003895487418,0.002451164793,0.001374436037,0.003253860869
,id14,0.00005716768519,0.0002310752949,0.000104356667,0.0004634458018,0.0009138957866,0.0008825863496,0.0009974529476,0.0004963655533,0.00036196139,id14,0.00004647822627,0.0000659298613,0.00002545780028,0.0003089558204,0.0004544627415,0.000798225393,0.0007232298683,0.0002922613129,0.0003005259293,id14,0.00006892634317,0.0003214516915,0.00002850934205,0.0005392552641,0.002990280921,0.001675125644,0.002073374388,0.0006339120941,0.0007621752211
,id140,0.0007415780222,0.0003960670982,0.0008368880384,0.0007402553034,0.00002457208715,0.0007261585102,0.0004154137093,0.0005266902246,0.0008045465604,id140,0.0005830654215,0.0002965576499,0.0007804120801,0.0003268614996,0.000011832273,0.0004238979098,0.0001921408543,0.0003527029325,0.0002451029723,id140,0.001628751604,0.001020784975,0.002376686338,0.002396364334,0.00001269779468,0.003035504387,0.001208395789,0.003100359424,0.001684069437
,id141,0.0009463187938,0.0005872739342,0.0008980578373,0.0005406807032,0.000549003068,0.0005399863949,0.0004281867326,0.0005579565454,0.0004658289123,id141,0.0007304263848,0.0005449366474,0.0003452310431,0.000559769362,0.0006541283238,0.000926558054,0.0004660983679,0.0006550727002,0.000498077008,id141,0.0009996108828,0.0009638846911,0.0005274739765,0.0006787127141,0.0006039856773,0.0006152223249,0.0004799393785,0.001098061343,0.000982630034
,id142,0.0008737193642,0.000665510339,0.0006960507465,0.0008013290106,0.0006135395639,0.000596121034,0.0005721709277,0.0005322912604,0.0006790117158,id142,0.0003876802184,0.000293859575,0.0005737434143,0.0004580407989,0.0002919143468,0.0002735670512,0.0004095634838,0.0004129825661,0.0002564046292,id142,0.00342721174,0.002255853375,0.00218524589,0.003906743896,0.003473831576,0.001325654958,0.001413526244,0.001245381455,0.003851850715
,id143,0.0005157327564,0.0007720971217,0.00077340596,0.0005100411211,0.0006661444491,0.0008166361971,0.0004417204308,0.0006771764558,0.0005827557761,id143,0.0005620882568,0.0005683812083,0.0004708160617,0.0004768790655,0.0004245819572,0.0004599070037,0.0002774752099,0.000539341682,0.000716541201,id143,0.00136395647,0.002287921661,0.001994759108,0.001874964372,0.002176384311,0.001596158636,0.001099496287,0.002883881377,0.001526090233
,id144,0.0004490928377,0.0004793180156,0.0006542122512,0.0005618997389,0.0006281369827,0.0007627871015,0.0006791835417,0.0008479533113,0.0006602498552,id144,0.0003213512815,0.0002977586712,0.000423584661,0.0004443425703,0.0004301099239,0.0003030307205,0.0004041015042,0.0003729175091,0.0003730843489,id144,0.002598330013,0.001649097816,0.00366258916,0.002905002301,0.002067869845,0.003748299681,0.001062441591,0.003322894375,0.002363971759
,id145,0.0007530653911,0.0006673542663,0.0007719414335,0.000754391175,0.0007170767484,0.000779516808,0.0006934271885,0.0005057827749,0.0005630295047,id145,0.0004806517229,0.0004965816144,0.0007354713475,0.0004493823247,0.000690887625,0.0006839394357,0.0004749102007,0.0003846718975,0.0004718149431,id145,0.001940658596,0.001297022048,0.002284059408,0.00184052785,0.002054722335,0.001420143159,0.001442191482,0.0008974555319,0.0009926687752
,id146,0.0003368263017,0.0007605516224,0.0003690561118,0.0005040847944,0.0005561456086,0.0006126077648,0.0004532067466,0.0007948561636,0.000403961695,id146,0.0002994790503,0.0003328014148,0.0002345781641,0.000249474385,0.0002340918566,0.0002577359702,0.0002309838831,0.0003347008435,0.0002275657068,id146,0.0003849272672,0.002043901716,0.0008577121703,0.001936838922,0.001444136009,0.002250339252,0.0006141062278,0.002187069311,0.001304564527
,id147,0.000304490989,0.0004402820563,0.0004045267303,0.0004962154689,0.0001857972998,0.0003678501242,0.0002267186486,0.0004286773238,0.000416558028,id147,0.0002234257531,0.0003116100423,0.0002927174592,0.000208818342,0.0001699483632,0.0002239156732,0.0002350087386,0.0003472210488,0.0003065425633,id147,0.001464555383,0.002150411287,0.00230961072,0.002075567444,0.0005388085689,0.002207560566,0.0009551690066,0.001247215246,0.001723403294
,id148,0.001005424024,0.0003157044268,0.0005406461117,0.0001123804967,0.0005882318711,0.0007567765458,0.0005187119929,0.0007986877551,0.0004158441154,id148,0.0004505392824,0.0001576295997,0.0004048877234,0.00006260649027,0.0004055171991,0.0005007276708,0.0003010094422,0.0004228514406,0.0006061028192,id148,0.001337964148,0.000434630982,0.0006526196714,0.0001175272217,0.0006555334679,0.001421063345,0.001152829912,0.001752238532,0.0008178446242
,id149,0.0007356044914,0.0007230987881,0.000690624768,0.0005293154659,0.0006767421007,0.0005530838236,0.0009258240965,0.00007462695005,0.0006233649346,id149,0.000757362743,0.0003823495933,0.0005421475101,0.0003360945854,0.0005175104369,0.0002593156901,0.0005492986894,0.0002817439628,0.0004600859864,id149,0.001510546053,0.001034843228,0.002265692256,0.001451788164,0.001868188607,0.001229141599,0.002483168651,0.0002536329278,0.0008605700746
,id15,0.0006370102174,0.0008896518661,0.0007395610444,0.001102338034,0.001036461282,0.0006735922949,0.000745401426,0.0007845544202,0.0009820980151,id15,0.0003944804415,0.0003279101112,0.0003782783102,0.0004921630804,0.0002303070624,0.0002463659665,0.000410032622,0.0004251125818,0.0006687604264,id15,0.0005551666259,0.0005683503984,0.0006257443575,0.0007444651537,0.0007932858808,0.0005627362859,0.0006987850237,0.001011407331,0.001109201364
,id150,0.0002459963126,0.000579009203,0.0004842361735,0.0008764778893,0.0007982997302,0.0003818560741,0.00100784866,0.0005458370861,0.001153010286,id150,0.0001746228114,0.0004135324923,0.0003890046848,0.0004172776654,0.000733658825,0.0001957059732,0.0005774114386,0.0002251159749,0.0006691898274,id150,0.0002534355266,0.0005078632816,0.0004423148726,0.0006824222954,0.0005979542314,0.0004002093475,0.001086392453,0.0004250133119,0.0008337753518
,id151,0.0002148195428,0.0006116160247,0.0004883658473,0.000597869169,0.0006478366027,0.0004680627991,0.0005734556675,0.0007832069128,0.0007396248636,id151,0.00006773918193,0.0002956706998,0.0002612994924,0.0004149694201,0.0006458786394,0.0007176618303,0.000728516354,0.001092567045,0.0003810728448,id151,0.0001136639044,0.001346458228,0.0008241193917,0.0005762912539,0.001305256217,0.0006992855583,0.0007553998928,0.001650847492,0.0005516154165
,id152,0.000001486530345,0.000009554423195,0.0000905548925,0.0007800801622,0.000001167736005,0.00001670566348,0.0009350166033,0.0006945403042,0.0006434526251,id152,0.0000004293906008,0.000005444915265,0.00003975527614,0.0004543800335,0.0000002367080163,0.000005044723752,0.0002954906062,0.000563482794,0.0001817650336,id152,0.0000006523021824,0.000005190618122,0.00006182950382,0.001058036808,0.0000004721916274,0.00000595774623,0.001323083963,0.001721346408,0.0009318015933
,id153,0.0007916493946,0.0008801907086,0.000555406289,0.00001335311029,0.0007478528958,0.0006456699864,0.000581869321,0.0005795899848,0.0006650446786,id153,0.0003112685185,0.0006499970095,0.000355124599,0.00001326883553,0.0006035670413,0.0005748820694,0.0003766367136,0.0003452009927,0.0005258690471,id153,0.001314806516,0.003282769589,0.0008783208915,0.0000398788777,0.001633654632,0.002045407014,0.00192689726,0.001062260471,0.003272828752
,id154,0.0006080014217,0.0005254183184,0.0006440208059,0.0008363689307,0.0006802794147,0.0006750721304,0.0005021520955,0.0005910078439,0.0006328371128,id154,0.0002712430327,0.0004007439173,0.0003755126628,0.0002750256191,0.0002951263379,0.0004285749053,0.0003183366665,0.0003375428895,0.0002663460456,id154,0.001780616269,0.002140803187,0.002266670925,0.003147654254,0.00323228714,0.003510873198,0.002158452152,0.003750007524,0.004597808104
