source_file,task,feature_type,channel,source_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31
resting_mav_normal - C4.csv,resting,mav,C4,114,,id46,9.471902967,4.984534744,9.032092187,7.095299964,11.55969783,0.00002535425223,0.06075613681,7.145620592,16.91168774,id46,6.108519741,2.698827228,5.396435797,9.195745985,8.419240343,0.00003025271577,0.0310740509,5.671953893,12.14248627,id46,6.414519425,3.33355748,5.469172512,8.468379952,7.057938704,0.0001052780418,0.07541113215,5.839107373,15.52481035
resting_mav_normal - C4.csv,resting,mav,C4,115,,id47,11.45485218,8.984577367,12.00107104,9.856262171,10.14797609,11.79398774,9.746413869,11.94595981,9.968637065,id47,9.309546198,6.870237493,8.51573412,6.771722558,5.933409385,7.237066998,5.919081187,9.249728584,4.599410513,id47,8.527881853,8.860678883,6.52865407,9.346066953,7.281291574,7.425454655,5.710242252,9.187704669,7.400728561
resting_mav_normal - C4.csv,resting,mav,C4,116,,id48,2.28301219,9.053452994,10.91245258,11.27647449,9.421158953,15.66031327,12.45942625,8.749051713,13.57770692,id48,0.9851724289,5.278690715,7.889604397,6.430865656,5.50956565,9.998071162,8.712492415,4.826012102,8.287828817,id48,1.379480716,5.452038924,6.912535825,7.79423624,7.086435437,8.166044217,8.89458739,5.368784577,8.231505671
resting_mav_normal - C4.csv,resting,mav,C4,117,,id49,11.47933268,15.19355783,17.31449642,11.22423345,6.25247645,7.207982619,7.076408137,8.273777304,21.59882121,id49,6.694608264,12.59962733,13.25532402,8.782114499,4.759535068,5.807355567,4.623639641,6.39438185,15.97607802,id49,9.774906129,11.57375967,16.5515943,7.468542508,7.461999976,5.265557292,6.195316647,7.607371332,19.86365294
resting_mav_normal - C4.csv,resting,mav,C4,118,,id5,14.88978714,8.60104268,14.64992814,15.1802169,0.574641915,11.81544198,8.010564406,13.44264554,10.43295771,id5,14.69137142,7.779198115,10.03100203,8.495200577,0.6655993809,10.6219293,7.844161342,13.61815067,7.834833748,id5,15.66380019,9.030045455,14.19108269,9.169814169,1.411829175,15.49576602,7.958478958,19.80445543,10.31154789
resting_mav_normal - C4.csv,resting,mav,C4,119,,id50,23.67945278,16.83702098,7.049132103,13.33084526,1.471026877,10.27419061,11.34225987,19.42845845,20.81078884,id50,16.01261207,14.72344631,9.858349726,11.39210746,1.301296927,6.351822016,7.497411884,18.60333351,19.91706909,id50,17.64729677,10.70961339,6.600879332,12.72621866,1.294657533,7.963434098,10.69468614,19.41319472,21.60635895
resting_mav_normal - C4.csv,resting,mav,C4,120,,id51,7.869690861,9.05509849,16.43202264,9.408235243,7.484687406,6.822225098,5.781888767,7.93148111,11.76880994,id51,4.756896683,5.452216048,8.367499503,6.445545826,3.742776868,4.996304166,5.24448813,6.7108275,8.871186793,id51,5.737245071,6.631725387,10.00856839,8.482767258,4.966070726,6.549101638,3.674206182,7.237795506,11.95566238
resting_mav_normal - C4.csv,resting,mav,C4,121,,id52,15.09570007,3.3257998,22.02298469,10.44969263,12.89995557,6.773650556,5.130334887,10.73671091,17.88907779,id52,12.12888099,3.772848436,12.74081309,9.146470953,8.001352442,4.359964452,3.855346532,5.597669206,21.46331444,id52,10.69084227,2.571627231,13.89531516,12.04096444,7.983254006,4.694044274,4.872190509,6.807821324,12.95580562
resting_mav_normal - C4.csv,resting,mav,C4,122,,id53,13.12309836,1.676278369,9.921198354,12.13938973,3.921928635,0.00000006546516237,11.97151845,0.00002117969526,2.773892164,id53,7.310866152,1.99964131,8.579083162,8.532421566,2.719568809,0.0000001478103643,7.215687101,0.00001543029654,0.7700029833,id53,12.40167115,1.987345569,10.73299492,9.925793146,2.653201227,0.0000003212626931,12.56483874,0.00003759999079,0.9253325075
resting_mav_normal - C4.csv,resting,mav,C4,123,,id54,5.009464129,5.726630412,9.94724493,12.11132454,18.53979109,13.50866547,11.65807694,14.64432279,11.77743967,id54,5.738180685,4.360345557,10.89619434,14.67659029,15.81878215,11.54496577,11.22863178,10.15985213,10.30999743,id54,7.016469958,6.977749698,13.5976288,16.40417043,17.0437014,16.85549663,14.74119391,14.8330626,15.80037389
resting_mav_normal - C4.csv,resting,mav,C4,124,,id55,5.790709956,2.895315029,13.50432018,12.68189742,9.536695282,20.55945711,18.6744806,15.79606368,18.51759774,id55,4.892705828,2.465366046,12.48302568,13.01262474,9.548305531,18.63078965,14.3574144,13.77740431,16.34943571,id55,5.894660345,2.361016204,24.33554687,14.19837776,11.0866731,19.11644696,16.5769773,18.60584201,27.25133414
resting_mav_normal - C4.csv,resting,mav,C4,125,,id56,13.87116127,1.320831524,1.764112311,0.223995962,3.227474782,13.17860414,13.9239192,15.01735933,4.547215455,id56,11.2168598,2.191149318,1.820902418,0.2000975028,3.185924818,9.580952185,7.972498967,13.3711944,2.712306439,id56,12.05719862,2.815040199,2.651512488,0.3099686247,4.248132753,16.14181673,6.988661182,22.32608906,4.550627752
resting_mav_normal - C4.csv,resting,mav,C4,126,,id57,9.398906067,8.358322101,11.55553097,14.38808839,12.95859766,14.43811884,4.188726086,10.40428941,11.79113113,id57,6.12239179,4.275870451,13.37249415,10.8387984,8.803911691,12.33709287,2.19029103,8.821199428,11.59543017,id57,9.647344982,8.168872713,11.68747286,19.00636364,13.59473617,15.46773082,2.692789327,11.02441934,12.86071863
resting_mav_normal - C4.csv,resting,mav,C4,127,,id58,14.01650198,11.32468148,10.35061254,3.583551687,14.09551542,5.398968795,2.774860451,6.622620112,2.831581084,id58,14.05598898,11.05590218,8.758369453,4.718504157,14.31665128,8.37916308,4.030182111,7.056814573,2.524385439,id58,18.20607592,16.85819859,14.1107257,5.974005639,22.99045001,9.06091761,5.394434429,10.16765178,4.020776374
resting_mav_normal - C4.csv,resting,mav,C4,128,,id59,4.826345091,12.12389063,16.02488661,11.33967064,16.26633773,3.969207363,14.44728725,1.839259226,11.28995505,id59,5.032437932,8.81694215,13.89945953,8.342274072,15.63158987,3.365112989,12.99654047,2.358433096,13.33270797,id59,5.040457617,15.20786183,16.53823671,13.7035275,15.4784727,5.027834071,14.32862053,2.505460129,14.97169347
resting_mav_normal - C4.csv,resting,mav,C4,129,,id6,1.361641021,5.924997321,3.675773975,12.28624473,8.625533988,7.578108109,8.972095151,7.260713689,8.544924632,id6,0.9660035731,4.520006925,1.90765725,5.255158239,9.297007351,9.134580463,8.032192088,5.14902031,5.906760725,id6,1.240527779,4.480345284,2.787430395,8.528092403,11.19278725,6.530467865,10.62862209,7.304274969,4.401929142
resting_mav_normal - C4.csv,resting,mav,C4,130,,id60,9.934232513,1.470513812,16.92375826,6.588667635,12.57778555,13.02071129,14.15918604,17.44827138,14.45903862,id60,7.733629084,1.669377475,10.22915426,6.459460205,12.32295141,11.33647267,11.04229912,13.37424948,10.27579754,id60,10.52669546,1.593771434,13.00727482,6.285562792,15.13800996,8.474642587,14.00153071,17.6678479,23.58054626
resting_mav_normal - C4.csv,resting,mav,C4,131,,id61,16.50036893,22.07981028,20.93709011,17.29571639,5.567977384,20.45852652,20.99644509,21.75132404,22.24470086,id61,13.52429478,19.84859761,17.10810513,15.35231497,4.167089672,17.87691222,19.36916768,20.15665902,18.36926845,id61,14.2844173,20.64975805,23.05043711,20.01329221,4.437851434,18.03186758,23.69783565,22.79056984,20.16762542
resting_mav_normal - C4.csv,resting,mav,C4,132,,id62,12.12102145,4.620401149,11.36359022,4.328431706,4.50741814,9.817124928,13.29664125,10.58025275,11.80715265,id62,10.22423509,6.03932993,13.77893489,4.941113034,4.618774838,9.415223053,10.5196064,13.29862284,10.03326176,id62,15.79045014,8.230001569,16.07350515,4.701009052,5.190941568,14.66456177,17.83326664,11.88488212,13.76603681
resting_mav_normal - C4.csv,resting,mav,C4,133,,id63,8.668552771,4.331811661,3.823521982,0.8048905141,15.73733201,6.931232396,1.40548844,18.62044259,3.704282443,id63,8.650179562,3.566487778,4.576232085,0.9034958481,16.24237484,5.990757059,2.163613209,14.79865789,5.666990814,id63,10.01037346,7.107709101,5.664466042,0.9321649036,21.46951534,8.572829451,2.974141411,20.77904754,6.161432373
resting_mav_normal - C4.csv,resting,mav,C4,134,,id64,15.69946075,17.80506484,13.93651201,17.43172166,15.52068847,8.168950036,10.72787375,13.77520975,12.78245401,id64,7.86252069,11.95820997,10.76516422,16.9075449,11.98729834,8.359788761,11.58785887,13.26660746,11.98919856,id64,22.81059861,14.94753423,14.81505282,23.76122489,24.75518732,12.64537058,22.49357787,15.30489389,25.99887182
resting_mav_normal - C4.csv,resting,mav,C4,135,,id65,12.70383137,10.08807354,7.827021464,20.41876754,20.16245557,2.660467755,0.00007019038974,7.895355191,11.65158613,id65,27.94652683,5.282236982,16.24828461,8.620802521,12.45095593,2.385034727,0.0007705238585,9.441982943,12.30894398,id65,35.91061713,7.239081269,21.30952627,11.53768761,30.03860415,2.443671421,0.001720229991,8.880638067,12.75113077
resting_mav_normal - C4.csv,resting,mav,C4,136,,id66,21.82603313,17.82767111,15.08809694,7.657265706,19.0842337,19.07409849,15.30758483,4.335225732,15.52258336,id66,22.75137158,23.5998352,8.659976568,13.48001567,15.44632751,13.78250553,5.979862284,3.257471929,15.48385268,id66,33.68068298,40.02633327,18.47875359,18.01722773,36.35333386,51.72142387,31.32793413,8.206008422,30.32894937
resting_mav_normal - C4.csv,resting,mav,C4,137,,id67,2.433923175,0.2028420521,0.2008811839,0.7722415334,1.948491827,2.390494699,0.01762423911,0.2333908556,2.789991234,id67,1.974421645,0.1109894646,0.1192010754,0.5542771667,1.167619423,2.097613293,0.01897676533,0.1378502278,3.570711159,id67,1.67341359,0.2460914085,0.2285866405,0.6142488861,1.259172212,2.220881947,0.01294355832,0.1678536839,3.866918295
resting_mav_normal - C4.csv,resting,mav,C4,138,,id68,2.399352242,1.438209703,0.0007997761667,6.517488645,5.265673136,12.43299988,4.356421983,3.580196998,6.777144746,id68,2.553689945,0.439566366,0.001837226809,3.690194587,1.430127602,8.088070858,2.930351444,4.818270283,5.270212654,id68,3.50585139,0.3933467331,0.00311945435,7.701347618,1.059973476,9.611106639,3.279566877,5.036261684,7.627329689
resting_mav_normal - C4.csv,resting,mav,C4,139,,id69,8.050113912,13.36568056,3.673153874,8.196349806,14.53227923,4.305432934,4.02174028,11.59947573,12.00109664,id69,5.729507778,11.82955861,3.119409768,8.919432154,10.88689814,4.71861232,3.232056592,8.893501989,9.454635487,id69,6.593870701,15.08500126,2.125414237,8.40735974,14.04527709,10.79804402,3.19553498,12.63615337,15.27480095
resting_mav_normal - C4.csv,resting,mav,C4,140,,id7,10.02861248,7.363687075,8.635553498,5.548665181,20.68933925,11.17013352,8.250617341,18.99831256,9.937521284,id7,5.890470413,6.28800598,3.894104452,6.190396645,15.99875163,8.284048241,5.339584951,13.93310524,7.504071579,id7,7.282064568,7.228571173,8.539558429,4.226956894,24.24055209,12.17775912,4.550367603,15.41448359,9.998520061
resting_mav_normal - C4.csv,resting,mav,C4,141,,id70,15.99786521,2.971884729,18.05437785,22.02479089,9.358890113,6.860787014,11.510875,11.75268471,16.99925168,id70,10.6310014,0.88288486,14.83598595,15.84297088,16.23945007,9.129161844,8.532085039,9.544920891,14.93706883,id70,24.7576386,2.931585041,18.44944647,17.31592539,13.53724964,5.714247817,8.008871922,12.8970044,17.46464755
resting_mav_normal - C4.csv,resting,mav,C4,142,,id71,17.89209829,0.9296491159,1.86002557,12.41350351,1.131371148,0.0006025166045,0.1393879882,1.544073414,0.9191846203,id71,17.76140144,0.9191692203,2.106445523,11.64865336,1.838414867,0.001409905924,0.08316249605,0.9638491692,0.6972902468,id71,20.45906234,0.9236644929,2.175357917,11.29936921,2.629456841,0.002020322771,0.1565764786,1.043339546,0.8035279878
resting_mav_normal - C4.csv,resting,mav,C4,143,,id72,9.4174638,4.592889433,10.47450592,3.914009428,13.36506094,6.109642083,3.217229107,12.06023987,16.02378284,id72,5.421196603,4.124927314,7.282506495,0.7753278773,8.223077369,5.341652517,3.908520565,10.0876785,9.841466114,id72,16.91495939,4.379870838,13.49762721,1.351048742,17.04624632,5.343891928,4.225514758,13.46193548,9.141740874
resting_mav_normal - C4.csv,resting,mav,C4,144,,id73,12.45255122,10.19498855,17.83475578,16.5045183,8.589551408,16.7176315,17.3339246,21.82039681,15.80398396,id73,8.423025531,8.260701379,15.29897139,11.99413954,8.900385472,13.86009054,11.52092025,14.81757196,10.15257251,id73,12.00030375,11.1778537,16.52506642,20.99164044,13.10965686,17.68255539,17.2104291,18.68445253,13.48528519
resting_mav_normal - C4.csv,resting,mav,C4,145,,id74,13.08135921,6.343367205,15.27130378,16.83987941,16.60742726,19.65161518,9.787065762,12.00249048,17.17372899,id74,16.3743984,6.129325312,11.64073967,13.26412982,13.5681323,13.28634703,8.043305409,9.1519962,11.85086951,id74,17.36043228,6.009113016,13.98054777,18.15441618,20.28793259,17.69340289,9.685701696,14.17660089,15.91394356
resting_mav_normal - C4.csv,resting,mav,C4,146,,id75,5.043152623,18.27090101,16.47610008,13.71985262,2.378526132,13.43632698,14.40990528,17.0932056,15.17794523,id75,6.277601357,19.65180528,13.20494475,10.4259034,1.702330061,16.76249668,17.54247113,11.86393214,13.92919197,id75,6.957379367,17.01011094,16.97471267,13.05628439,1.849283272,12.8598176,24.35196518,18.44425288,13.49084188
resting_mav_normal - C4.csv,resting,mav,C4,147,,id76,20.38625736,13.91929284,0.4331185789,5.688389618,7.146498475,8.699929702,5.229565057,2.085987775,5.284963145,id76,19.53402352,11.76186938,0.9915520277,3.743451568,7.253989426,14.83837037,5.473639687,2.575898251,4.430544688,id76,22.85685917,18.16384835,1.939160186,5.261454328,9.648394318,17.120846,5.672039328,3.106907911,8.021231932
resting_mav_normal - C4.csv,resting,mav,C4,148,,id77,17.80627214,19.51329031,12.19681783,11.90119461,10.66526309,10.26012035,13.38423486,6.157304254,2.295343906,id77,16.03042815,14.2193771,10.74010008,12.71020404,9.790235294,10.40440084,12.40407195,7.951649173,2.412547033,id77,23.94078772,19.81286543,15.40852833,13.35685291,11.668004,11.78375087,16.68391825,9.669988759,2.971985225
resting_mav_normal - C4.csv,resting,mav,C4,149,,id78,13.26316024,11.15495205,8.706039922,13.06360308,5.319061648,15.91498355,0.2354295793,14.37879706,7.941754262,id78,12.48339244,8.831021534,8.512933505,12.9235014,5.108778095,15.18197796,0.1646480686,13.2007063,7.996191634,id78,17.40727345,9.64980156,8.862486958,12.1931151,6.696253314,21.86096849,0.2166903444,13.36115728,6.394915346
resting_mav_normal - C4.csv,resting,mav,C4,150,,id79,15.80435151,8.328740481,15.70578828,8.940926437,23.24002935,18.75713581,1.748158181,15.27676974,2.090790481,id79,13.87938427,3.729394322,13.39200422,8.652192141,20.78814594,10.52226724,4.462024141,13.51622048,2.550345646,id79,18.61857511,3.906647895,26.17738351,10.99094636,40.48465236,20.96227458,7.399141546,19.95889612,3.232062364
resting_mav_normal - C4.csv,resting,mav,C4,151,,id8,20.06458311,5.608516896,,1.79561261,13.34835718,18.14039439,24.94950158,11.9173514,13.1767472,id8,10.70708661,5.629026731,,1.884873379,5.014164528,10.49780065,9.99204796,8.938788207,7.435902537,id8,23.21104846,6.294650675,,1.891945374,11.03367644,11.56106306,13.53322649,7.996600968,11.8655147
resting_mav_normal - C4.csv,resting,mav,C4,152,,id80,0.001056001791,1.499113165,11.01936845,2.800521934,0.009115418659,17.84965035,2.865970011,8.567282332,7.713334231,id80,0.002153019738,1.996727246,15.11866474,4.516416173,0.007116137237,15.54824061,5.134017743,7.232297524,5.275209444,id80,0.004681197354,3.126278696,20.15029956,5.673648212,0.009773649354,30.76942542,6.144748884,15.60144396,14.28239842
resting_mav_normal - C4.csv,resting,mav,C4,153,,id81,3.809840991,0.1072085754,4.523819387,10.07679289,5.696480969,0.9358099589,1.531063388,7.179252318,4.361845048,id81,5.782748336,0.09785483564,4.005993306,7.074961043,5.598474299,0.1675089849,1.631222203,6.952117407,2.37269958,id81,8.370293703,0.09785816508,4.476655352,10.46913945,6.662265405,0.245422834,2.643807332,6.930112029,2.664315496
resting_mav_normal - C4.csv,resting,mav,C4,154,,id82,16.75008945,15.31694041,12.00764337,17.17772301,11.82177562,10.39800676,13.44860975,11.92459429,2.709536911,id82,18.9859036,13.45378502,12.07210656,17.13746374,16.24615434,16.25392959,13.03446969,13.37297506,1.513316436,id82,17.3684395,31.68842281,25.49038442,23.77832915,30.08700371,15.62580101,21.87231048,15.35531509,1.721046663
resting_mav_normal - C4.csv,resting,mav,C4,155,,id83,18.56935262,3.701792572,6.958871805,10.84871038,11.14266869,8.819575131,11.87090343,2.145341699,9.627929282,id83,12.04922623,3.617045279,4.760678953,9.17652633,12.83838608,7.628989788,10.42186118,2.226775236,9.139242265,id83,16.89807245,4.047615275,5.06845708,8.867574474,18.30858586,6.641336651,13.89637969,3.326072834,10.66670483
resting_mav_normal - C4.csv,resting,mav,C4,156,,id84,14.40944603,4.321568115,8.090136947,13.75034464,7.099645359,8.033687458,5.891741419,6.598467528,4.445028405,id84,13.56281653,4.798635905,7.737801264,17.2214912,4.206546013,6.304551388,8.423963972,7.629636879,4.214649029,id84,15.80449181,6.230371033,9.162329022,14.61278069,6.588910433,5.855109969,8.678544023,9.79454376,4.952587376
resting_mav_normal - C4.csv,resting,mav,C4,157,,id85,8.619438628,6.549291411,4.043326615,0.9044402052,1.885968675,4.136651996,8.48924161,1.433112853,2.303573058,id85,7.844965507,6.000745212,4.661732119,1.167594524,1.921624351,2.945782632,5.346076613,1.809269367,2.430287149,id85,6.249098765,8.911963996,6.538848934,1.737310185,2.959051132,5.599627608,8.02229027,2.437263728,3.123735075
resting_mav_normal - C4.csv,resting,mav,C4,158,,id86,2.19004675,12.22763611,9.491038085,9.087243585,8.650165651,12.25699156,14.28754826,7.198573464,16.49612856,id86,1.505553336,16.04715117,8.445086359,10.26356451,8.460085683,13.43556458,15.23307507,6.13563637,15.59974237,id86,1.740883708,28.36417733,10.40002745,17.71237891,12.66758201,17.95368688,23.54488099,8.758048506,23.04896829
resting_mav_normal - C4.csv,resting,mav,C4,159,,id87,10.9168337,9.748477944,10.18735088,13.66710285,16.33653086,19.6626923,12.4306584,16.18320117,13.48365656,id87,8.347742143,8.77662807,10.73757855,10.06216977,13.18188228,14.3188221,9.914826262,15.28701999,13.12136738,id87,14.34688492,7.664795314,13.53423451,17.97522356,24.06076303,24.71548963,13.92496272,18.91155942,16.20565868
resting_mav_normal - C4.csv,resting,mav,C4,160,,id88,16.59963017,6.543809594,21.16135238,2.931236824,9.932280778,18.39092892,8.446158145,10.66826342,13.68177695,id88,18.67316657,6.544321746,17.54664063,2.647558786,8.428295579,19.14088697,8.404378704,9.621537125,14.91627588,id88,18.86685141,6.623057005,22.29361935,4.149106848,8.625363869,20.98995,12.56972032,11.14755789,16.9199686
resting_mav_normal - C4.csv,resting,mav,C4,161,,id89,2.055886414,10.90647863,1.789305214,10.1720311,0.0001177041678,1.63225235,10.38561473,1.473383846,5.312445845,id89,3.043322855,10.53074371,2.675944392,12.1469988,0.0003288470702,9.322658067,28.43126849,2.301566988,7.781767241,id89,6.308516076,13.58439443,3.787482214,14.60970824,0.0006379593603,10.76535442,20.50817142,2.563881796,10.65420983
resting_mav_normal - C4.csv,resting,mav,C4,162,,id9,16.54863393,15.22594833,13.89620137,15.36603806,2.180091653,3.268506489,2.063625713,7.447032242,7.940566998,id9,8.816776385,9.398565818,8.57292633,9.892477644,1.574751814,2.507183286,1.653131468,5.945086974,5.550704217,id9,8.241712242,9.429990823,9.587450742,11.50301877,1.947421602,3.293112258,1.684062636,8.338774011,7.792359268
resting_mav_normal - C4.csv,resting,mav,C4,163,,id90,11.8676222,8.681595934,11.468235,10.54044396,0.5018707671,9.947336039,10.30151048,7.821121379,1.130055355,id90,10.015568,3.744152097,10.9773997,7.479213516,0.6561326234,8.47982085,16.20919923,11.28857554,0.4968178918,id90,9.626745878,3.698062496,13.76647374,7.034947028,0.9278409166,8.72780256,16.73028859,9.550858345,0.5298867805
resting_mav_normal - C4.csv,resting,mav,C4,164,,id91,0.2582229788,0.02621128174,4.57023074,8.677580576,0.5614762018,1.112990511,9.099244166,5.931571157,2.577549432,id91,0.1691489612,0.03774767302,4.95196567,8.83794258,0.08636802302,0.5196215271,5.616756011,4.133428073,2.146663082,id91,0.2709507404,0.05364580858,5.478212437,11.81441862,0.1006965356,0.3726026486,24.54456528,4.475250501,3.494071584
resting_mav_normal - C4.csv,resting,mav,C4,165,,id92,11.84744298,9.571757175,11.58825565,16.08541149,8.402872288,13.97873384,11.1671744,0.5451344657,11.2054166,id92,11.20683636,13.6670069,9.740471347,10.61978304,13.4132527,13.94004347,8.986231139,0.1830029084,8.884236227,id92,10.5736317,10.53425693,15.59841886,13.91271352,11.77203686,18.18214165,12.6758834,0.1926081022,15.29364204
resting_mav_normal - C4.csv,resting,mav,C4,166,,id93,22.25461087,16.52274202,1.445117583,26.58410859,12.84731552,17.02835098,25.82860501,17.99700106,5.656896805,id93,29.4080391,10.95710848,0.9082594721,32.88646867,8.744615549,19.0276675,23.79811302,14.45828318,6.113457355,id93,30.26936889,20.60799408,1.403180813,42.85973861,10.50995746,46.16097235,28.04399249,17.70759241,4.705945082
resting_mav_normal - C4.csv,resting,mav,C4,167,,id94,17.6563234,13.13089049,8.64110253,9.37935674,7.210915275,8.954669144,13.14566739,6.71737027,13.35862558,id94,11.50358597,10.56756186,6.376919838,8.446733706,9.141650562,7.279804563,11.77003982,7.69664065,7.300025748,id94,17.12994527,18.60618362,9.51482168,11.22676819,12.10631552,9.823263626,13.71211316,9.168828076,9.369251317
resting_mav_normal - C4.csv,resting,mav,C4,168,,id95,16.43662055,5.270678872,15.80108847,4.097177595,6.867619225,1.459365665,8.206086717,4.473695856,7.999985279,id95,13.2373332,8.128677228,17.31419294,5.133102295,8.923759325,1.881453705,7.579572348,4.7717966,8.873257501,id95,23.473058,11.66657544,28.86836544,7.62127563,16.23429096,1.802187018,12.87199773,8.222051424,8.2045055
resting_mav_normal - C4.csv,resting,mav,C4,169,,id96,5.204966536,2.398985239,0.1764346385,4.720053405,4.092431697,2.421149747,15.67142372,5.475265835,19.46087013,id96,5.354307384,2.415000017,0.3513588561,4.370598192,2.54574126,2.772612823,14.31193879,5.812510196,16.9761558,id96,5.251719953,2.568409828,0.7328534218,5.142978674,3.413009702,2.497556188,17.66530425,9.026109965,24.65868125
resting_mav_normal - C4.csv,resting,mav,C4,170,,id97,15.84357942,17.57713513,16.72716381,8.095094178,12.34957654,0.001695279181,15.44129431,15.46419321,11.63859397,id97,13.83826983,11.88358931,16.78775383,6.149926298,9.652331817,0.002762473719,14.95661047,12.91269573,10.58195362,id97,11.78645068,17.18538863,20.24044528,5.814007064,12.80866492,0.004033170951,18.79129751,17.71222258,12.52562567
resting_mav_normal - C4.csv,resting,mav,C4,171,,id98,7.642056539,6.988823809,16.45680152,9.093398864,3.578085795,2.198892965,1.615638669,16.81080854,11.08213356,id98,4.771889194,8.379069024,14.10154858,5.528882034,4.459252092,2.050789425,1.52433333,18.09214473,8.389508713,id98,7.331441576,7.125772974,17.45120474,6.901817998,4.67841669,2.255175808,2.40884386,15.82882605,8.292019965
resting_mav_normal - C4.csv,resting,mav,C4,172,,id99,19.15671706,7.506093843,23.03803353,16.26160854,16.55211797,4.062225576,8.62978595,18.66274121,17.07491113,id99,15.81422378,5.25026421,17.69498426,15.45971321,14.4669651,2.068483751,5.791862053,15.64712615,17.45817895,id99,27.30109546,7.532249005,27.57124092,32.63392675,24.59199666,3.023311974,5.85236518,22.88548101,24.52827793
resting_mav_normal - CZ.csv,resting,mav,CZ,1,,High_Beta,mav (µ),,,,,,,,,Low_Beta,mav (µ),,,,,,,,,Mu,mav (µ),,,,,,,,
resting_mav_normal - CZ.csv,resting,mav,CZ,2,,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
resting_mav_normal - CZ.csv,resting,mav,CZ,3,,id1,6.597785932,4.79895066,11.3250744,4.092029418,3.686032756,1.14346254,0.7880823363,0.02423315403,5.295953878,id1,2.703202638,4.849762331,8.119140781,4.156824376,3.18568422,1.022043489,1.255922943,0.03032261586,2.543457121,id1,3.467530577,5.932599444,8.995475626,4.048733507,5.494267,1.122526312,2.182166075,0.03068141858,2.937543515
resting_mav_normal - CZ.csv,resting,mav,CZ,4,,id10,6.409969733,15.06914056,11.17738296,3.767130258,16.03224908,22.24081665,1.252909439,9.028218403,15.16486246,id10,3.562445402,11.29872609,10.16349841,0.8687427192,14.3175004,16.25784542,0.4164605418,5.488391142,10.51348015,id10,6.114231863,15.18424183,11.85198581,0.7999744856,21.40025378,18.83884502,0.3865945927,7.9283795,10.93710585
resting_mav_normal - CZ.csv,resting,mav,CZ,5,,id100,8.174608412,10.37126745,17.30113112,14.845634,18.98155075,17.72244539,11.10723315,13.79958672,5.675169786,id100,9.534005644,7.129755822,16.93382471,11.67737677,11.09658393,16.09002269,9.985333529,9.037557083,5.437376607,id100,12.22599781,12.82090163,19.18895345,15.78077382,17.1952138,27.19361072,10.67569651,12.54064625,8.319432466
resting_mav_normal - CZ.csv,resting,mav,CZ,6,,id101,13.60964266,12.1721876,8.005984801,13.00303635,10.83475474,15.80087084,17.66773604,16.47429472,15.41694524,id101,10.47300115,9.539280483,7.374428195,11.96950119,8.455654552,13.0874317,12.15925357,11.28836067,11.01770435,id101,13.93780609,12.56579195,9.530713889,16.8362441,10.44240584,14.34445794,18.83164628,13.29369116,15.96663541
resting_mav_normal - CZ.csv,resting,mav,CZ,7,,id102,16.1577027,16.12445584,22.07642272,16.50604488,13.08228137,19.16438532,20.67915699,17.47291519,16.46037189,id102,18.10963246,14.28785594,18.48788073,11.75638544,8.668694913,15.68672028,16.25872067,9.736219131,10.97763162,id102,16.55691788,18.03494341,23.02391692,15.72474882,14.09412416,12.65309384,17.93148566,13.31246687,13.76835126
resting_mav_normal - CZ.csv,resting,mav,CZ,8,,id103,14.66908917,19.40590245,11.63767255,10.59493334,15.7374287,21.82998055,18.30833337,12.27047157,12.55301089,id103,13.63999229,20.01561134,11.6235523,10.62886914,18.37438106,19.91926778,13.80751644,9.942737998,11.25712181,id103,14.46226287,21.22185521,14.40331735,14.88348539,17.15995523,29.73363084,26.15330384,11.6269599,16.29303961
resting_mav_normal - CZ.csv,resting,mav,CZ,9,,id104,13.03127216,13.92985403,5.838261835,11.15925957,4.519040396,8.600535006,12.31631537,14.62690723,14.77301445,id104,12.28285635,9.797019151,5.535693575,13.59914274,5.641608919,7.748420971,13.46287146,15.34352844,17.32651633,id104,25.50224675,20.06531371,9.193917381,20.98685783,8.430899222,15.71899162,22.48256187,18.94778456,18.38258369
resting_mav_normal - CZ.csv,resting,mav,CZ,10,,id105,13.35215976,13.03323598,9.29760585,12.06727219,17.19462047,21.04458709,18.1033463,19.60568516,19.07490661,id105,9.4680491,9.166687188,6.564011647,8.798786289,9.956366897,13.40657444,10.87441659,11.73448768,19.73745263,id105,9.677496944,9.453515598,7.68046168,11.33671262,10.53481005,11.78510716,11.69120705,15.28682021,15.97686807
