source_file,task,feature_type,channel,source_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31
resting_mav_normal - C3.csv,resting,mav,C3,41,,id133,11.65797005,7.510684163,9.646632571,4.188944813,11.12443613,11.4547236,3.487110685,5.664759705,4.927613314,id133,9.911050344,4.57409488,8.690058301,3.936462796,7.944863943,8.508872704,1.960454486,7.389384029,4.821747428,id133,11.56180171,6.26506813,7.720042296,4.049105577,9.633477872,8.090656174,3.616425554,8.389565037,4.199529946
resting_mav_normal - C3.csv,resting,mav,C3,42,,id134,9.169259015,8.80447942,15.05726646,12.75612218,12.7845742,14.06736468,12.94372046,14.56989028,9.634588134,id134,7.76947837,7.130517005,11.88232295,10.47094903,9.210515139,10.07891196,7.759170579,10.88411103,3.672484809,id134,8.144362272,7.748565179,10.18379618,9.182464064,11.26804101,13.10437626,8.424104057,10.95293377,11.18599114
resting_mav_normal - C3.csv,resting,mav,C3,43,,id135,12.29572562,15.09981462,12.2580638,14.21899232,12.7725862,14.06008078,9.083094791,11.44539733,18.15415373,id135,11.51568408,13.10761937,12.26341736,11.48653981,11.22774251,12.49760726,9.46709396,13.16164519,9.338302559,id135,17.76525341,22.85180973,14.07995448,17.6144667,16.17325484,18.0610101,11.46648942,20.15304853,21.09202247
resting_mav_normal - C3.csv,resting,mav,C3,44,,id136,13.3684844,13.78899414,14.10561464,14.08754374,12.91150886,9.660037131,4.120976746,8.025833693,11.9487126,id136,12.25657627,11.50095653,12.74216176,12.90163743,13.13904892,8.850924868,4.340931407,7.697110784,11.56416243,id136,20.24887832,16.01770567,17.20899292,14.37491438,25.69758075,15.05159412,7.174382518,13.66087524,30.3520853
resting_mav_normal - C3.csv,resting,mav,C3,45,,id137,8.310725717,13.18887971,0.8632079094,9.877015202,9.592651214,6.714403511,6.250324933,8.669507338,6.308841977,id137,6.410312761,8.363212946,0.3921957407,5.647182841,5.104224909,3.743633631,3.994094819,5.735872202,4.393179234,id137,6.668590426,7.495494392,0.3881106577,7.83095489,5.567149423,3.511505996,4.471723544,4.303982093,4.846051441
resting_mav_normal - C3.csv,resting,mav,C3,46,,id138,16.30888314,16.98855049,20.77844333,18.82143624,18.42012397,14.93871616,8.477701226,14.23587222,17.04501658,id138,14.54604887,15.26947595,12.55166588,12.88967322,12.31878597,13.2362863,6.757375301,13.55640693,15.02835167,id138,14.74152434,17.51064078,19.37658773,18.73091331,14.82266871,13.87802917,9.421287745,15.87380473,14.58648253
resting_mav_normal - C3.csv,resting,mav,C3,47,,id139,17.8517719,20.89193452,21.60709284,20.06476972,17.25442081,17.63914013,16.68431209,20.80445984,14.94000779,id139,14.6883079,15.54929435,17.7137715,18.42195653,13.83504744,14.76035474,11.61014827,18.79616114,16.29269259,id139,14.51519689,15.17585962,19.02537216,20.36314163,16.13184372,18.34800749,21.83418026,26.30288593,21.26132465
resting_mav_normal - C3.csv,resting,mav,C3,48,,id14,0.00007636291867,1.417115491,2.381906206,3.741310493,0.3386540901,2.953822994,5.566910101,3.505017962,0.6692977162,id14,0.0001267023677,1.593244959,2.730513397,3.431907995,0.1883365554,2.06749395,4.768680988,3.480857489,0.6355602261,id14,0.0000636500666,2.339825048,3.571202068,2.724577294,0.3248298731,2.450602577,6.364127504,4.608112059,0.6372358058
resting_mav_normal - C3.csv,resting,mav,C3,49,,id140,15.8670065,15.3359287,16.83758442,14.22516887,13.21787212,13.47860442,20.17703994,14.03509851,7.693821748,id140,13.618288,15.72611887,16.86771469,18.15962,12.56662645,13.11704296,21.89974821,14.72158594,9.416924105,id140,12.55450226,12.33925688,15.73689685,14.25000821,19.17152118,13.78367577,23.68270782,14.82569804,12.22030039
resting_mav_normal - C3.csv,resting,mav,C3,50,,id141,18.11935813,19.96575082,18.36269896,17.95035817,19.22926005,18.90080066,10.09760497,12.18311089,12.94604507,id141,12.73534276,16.46799063,13.39989991,15.41782334,16.34094451,16.27098098,11.91065304,11.48225073,11.17689872,id141,14.05267912,16.3821593,15.30760511,16.41566621,16.86517049,21.78186709,13.22539737,11.54722103,15.16976411
