,High_Beta,variance (µ),,,,,,,,,Low_Beta,variance (µ),,,,,,,,,Mu,variance (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id14,0.00009914221539,0.0001486855924,0.0000384061923,0.0002163007564,0.0002066620963,0.0007864451473,0.0007006805344,0.0003619153415,0.0003696198511,id14,0.0003551270718,0.00007185496385,0.00003420080766,0.0001727442436,0.00006454548382,0.0010431885,0.0005527623326,0.0003175843271,0.0003898289738,id14,0.0001719978815,0.0004662009335,0.00003847662487,0.0004088047956,0.0002554860927,0.001477634979,0.00187271599,0.0004488877137,0.0008587091306
,id140,0.001094821388,0.0008018804199,0.0006498676185,0.0006568945802,0.000902371996,0.0007485637279,0.0003179984161,0.0006828416732,0.000857329207,id140,0.0008155666274,0.000832582979,0.0007136657559,0.0004176614235,0.0006295641418,0.0004112328923,0.0002353106165,0.0005148061724,0.0004021280109,id140,0.001573798335,0.001228768967,0.00253114974,0.001637676428,0.003617256142,0.002609529581,0.0005259727979,0.004079288033,0.001209948828
,id141,0.0005996061661,0.0004947754285,0.000577771156,0.0005164606746,0.0006660079192,0.0003692814026,0.0003185204613,0.0007311930117,0.0003992190503,id141,0.0004066904077,0.0003694632829,0.0005217319873,0.0005281317892,0.0005258777004,0.0004375216424,0.0002900496116,0.0006134934817,0.0004002252263,id141,0.001456664115,0.0009371173329,0.001082830416,0.001030724044,0.001057506722,0.0005340158274,0.0006911122557,0.001266839001,0.0009868935938
,id142,0.0009654621508,0.0008370198228,0.0004492488853,0.0009203556268,0.0005582443995,0.0006040331715,0.0004582556121,0.0003371077857,0.0007196807681,id142,0.0006201846777,0.0004287726901,0.0002816877061,0.0006445933298,0.0003507705114,0.0003942306322,0.0003994641213,0.0005534922898,0.0002917167099,id142,0.003458835159,0.001959504258,0.001009988811,0.003853653215,0.003108304356,0.001333002619,0.001168165924,0.0004938078124,0.002826225252
,id143,0.0005709106007,0.0006905438455,0.0004131444148,0.0005105344165,0.0008199650812,0.0009367221848,0.0006794745977,0.0007142991544,0.0009086575969,id143,0.0004293544093,0.0005194918642,0.0001967633208,0.0004403088666,0.0005828470399,0.0005963652631,0.0003441552477,0.000588722917,0.0005381395786,id143,0.0008824106312,0.001748512285,0.001450056832,0.00164289945,0.001708663754,0.001272838447,0.001524320662,0.002538981689,0.001525340807
,id144,0.000470457391,0.0002152827263,0.0007819510062,0.0006443596933,0.0008946490033,0.0005447977456,0.0003006457766,0.0005355423022,0.0007283825714,id144,0.0002667363617,0.0001887442599,0.000380735706,0.0003134988611,0.0005293445469,0.0003488360785,0.0001617037274,0.0004002526211,0.0004194870012,id144,0.002954852882,0.0009639701959,0.00410668659,0.002777734427,0.002791976411,0.005124083822,0.0004252182461,0.002530290026,0.002624523454
,id145,0.0007265066454,0.0006384135907,0.0009245784211,0.0005492452853,0.0007882071454,0.0007378529337,0.0007836263941,0.0002167634643,0.0003412903825,id145,0.0004805256015,0.0005549269297,0.0006536831886,0.0004934378838,0.0006879452149,0.0008094077021,0.0006773454855,0.00009200454489,0.0002483421396,id145,0.001579688957,0.001146867399,0.001666196129,0.001504481082,0.002073837532,0.001471790184,0.001412276075,0.0001822874159,0.0005502705935
,id146,0.0003394009264,0.0006462864397,0.0006007348558,0.0007060507207,0.000550316153,0.0004726691832,0.0006890504891,0.0008950580197,0.0004182753001,id146,0.0002073013103,0.0003878175662,0.0003848686995,0.0001950232405,0.0003023443454,0.0002233660494,0.0004056469006,0.000371817717,0.0002120867325,id146,0.0008117696975,0.001942453608,0.0009033298331,0.002338697905,0.0009595522653,0.001839193053,0.001033262979,0.002422717097,0.0007324437484
,id147,0.0003952533007,0.000365593449,0.0005159459131,0.0004504185534,0.0001746777145,0.0004279672231,0.0002842961629,0.0003682349848,0.0004817363395,id147,0.0002213430595,0.0003803335307,0.0002850090193,0.0003021387876,0.0002087511563,0.0002417279926,0.0003118446746,0.000326522677,0.0003455657626,id147,0.001445707887,0.001568091145,0.002403439657,0.002240063635,0.0005994945489,0.002178785237,0.001020215964,0.0009836351619,0.002443645602
,id148,0.0008361584303,0.0006652636442,0.0004305842963,0.0003769889871,0.0006305499012,0.0001930642385,0.0004824249522,0.0007657301817,0.00009274081744,id148,0.0006684201288,0.0003892083407,0.0002715210335,0.0001446196715,0.0005230261598,0.0001021154694,0.0002484732187,0.0004089792175,0.00005900805458,id148,0.001345877123,0.000603571613,0.0004890206728,0.0002943844976,0.0005977189512,0.0002280189983,0.0005364431183,0.001534225459,0.0001615940412
,id149,0.000864311574,0.0006083527918,0.0009046536792,0.0008900334741,0.0005240337561,0.0005080195585,0.0008593862053,0.00101206999,0.0006217102963,id149,0.0003393722133,0.0004753109558,0.0005012324334,0.0003071163361,0.0005947310814,0.0001999635422,0.0008236628893,0.001045420866,0.0004372313024,id149,0.001402137664,0.0008793959306,0.002288284481,0.001649989117,0.001317979691,0.0005766444992,0.001913622988,0.001972005077,0.001325684215
,id15,0.0005579290999,0.0008013914081,0.0007826966847,0.0005540141225,0.0007024176668,0.0005662349661,0.0004636898946,0.000428650058,0.0007843321866,id15,0.000156425206,0.0003410230968,0.0005806330317,0.0003232528368,0.0003824403857,0.0002006661703,0.0002099831335,0.0002491751063,0.0004696490294,id15,0.0001209589606,0.0009804011294,0.0008166108084,0.000666544145,0.0007028157973,0.0006571912753,0.0005905887323,0.000563483338,0.0009244145369
,id150,0.00008162663703,0.0006755348449,0.0006792538277,0.0004820656057,0.0008143232976,0.0006914434086,0.0008928034202,0.0004492187993,0.0007982638365,id150,0.00004022246753,0.0005018356371,0.0003342037474,0.0002318457889,0.0006030591111,0.0004543598382,0.0005930642204,0.000368737639,0.000764486934,id150,0.00001721534245,0.000540972852,0.0005857482968,0.000385004195,0.0008027591913,0.0006553307996,0.0008709029035,0.0005062589444,0.0007833894448
,id151,0.0002383168142,0.0006549441208,0.0005754480489,0.0001314026791,0.0002299975026,0.0004119448111,0.0007472291386,0.0007141681506,0.0006609356863,id151,0.00008950923582,0.0002961564995,0.0002644537436,0.00008387629056,0.0001982247705,0.0004425603065,0.0008791399137,0.0007156053102,0.0003336740186,id151,0.0001245322588,0.0007873662123,0.0006129508928,0.0001295447883,0.0002187696656,0.0008944156627,0.0008239070105,0.001760186323,0.0006048043182
,id152,0.0000006398083861,0.000001050977039,0.00003265819679,0.0002234900916,0.000001115496468,0.000003518298739,0.0008268818596,0.0003939263042,0.0002251933265,id152,0.0000004520928906,0.000001203319653,0.0000114530397,0.00008837938275,0.0000002618356993,0.000001097103774,0.0003341855558,0.0001993187863,0.000177298568,id152,0.0000004047467627,0.00000113846819,0.00002698659254,0.0002260400464,0.0000002365014158,0.000002055608923,0.0008213046739,0.0003589602623,0.0002325275407
,id153,0.0005258968315,0.0008172815316,0.0003478684517,0.000008784186327,0.001113289034,0.0008303803345,0.000766784662,0.0007184949958,0.000782333384,id153,0.0001864096507,0.0006944946062,0.0001827070565,0.000009565742814,0.000688330419,0.0005758761345,0.000387373799,0.0004045571359,0.0004756980987,id153,0.0006338997878,0.001425282797,0.0008520975185,0.00003405963097,0.002212446226,0.002166571725,0.0008492192152,0.002202879633,0.002964076923
,id154,0.00062543417,0.0007079744793,0.0005125349461,0.0008682232625,0.0007686295568,0.0006135740928,0.0004836408467,0.0005644280337,0.0007936499145,id154,0.0002740427527,0.0003875746932,0.0005182964786,0.0003920729233,0.0005421855332,0.0004131154489,0.0002830192595,0.0004656437621,0.0003050504134,id154,0.00178035088,0.002565286302,0.00147105997,0.003308707056,0.002866145825,0.003109140249,0.001216699721,0.003001135822,0.003923042846
