,High_Beta,variance (µ),,,,,,,,,Low_Beta,variance (µ),,,,,,,,,Mu,variance (µ),,,,,,,,
,id107,0.0003623011673,0.000408470677,0.0005727824299,0.0006465207517,0.000682037032,0.0007498134058,0.0008681528799,0.0004737803422,0.000486531333,id107,0.0002084131773,0.000187073142,0.0001765584868,0.0003457500192,0.0005568167611,0.0008797944753,0.0006139643822,0.0005107628449,0.0005258277431,id107,0.0002738210678,0.0003998912751,0.000339878008,0.001019456466,0.001116009803,0.0006693857728,0.001108071046,0.0005851423356,0.001030311727
,id108,0.000199143273,0.0002839973778,0.0002116230652,0.0003547254134,0.0004039542367,0.0002765699766,0.0001363995673,0.0007101896494,0.0001889884644,id108,0.00009417512531,0.0001392699341,0.0001092529343,0.000148674726,0.0002680486185,0.0001105646555,0.00005108173408,0.0002204910776,0.000114115918,id108,0.00008223240613,0.00006410354464,0.00009668866104,0.0003194368629,0.0003478280796,0.000116986233,0.00005729536671,0.0003900126446,0.0001180453603
,id109,0.0002420468756,0.0003511470972,0.0002217019414,0.00008106902915,0.0002463599511,0.0002610780035,0.0003718953894,0.0006205635621,0.0004636503036,id109,0.0001850529872,0.0002545698513,0.000169896174,0.00006432958209,0.00008386170847,0.0001541308882,0.0002510655697,0.000431458506,0.0003664942757,id109,0.0001918541332,0.0003405569022,0.000276148666,0.0001004689619,0.0002198139613,0.0004156151224,0.0003194551922,0.0008788455983,0.0003596651687
,id11,0.0001689843307,0.00008118227853,0.00004323233784,0.000000004827607607,0.00004690081684,0.0001916187529,0.00009963495648,0.0002159023873,0.00002410570304,id11,0.00005856078754,0.000118187766,0.00005651369564,0.000000005161133471,0.0001207251803,0.0001567889714,0.0001144070049,0.0003337682731,0.00001225192227,id11,0.0002733304664,0.0001043491397,0.0001114024007,0.00000001160110774,0.00008458188696,0.000624476334,0.00018959468,0.0005506815415,0.00002219087937
,id110,0.0003950774253,0.0001409976488,0.0001177853292,0.00009672717321,0.0005194606081,0.0002215108727,0.0001983016891,0.000341337785,0.0005055529431,id110,0.0002359012595,0.0000881698571,0.0000590224499,0.00008735284988,0.0001301079512,0.000144743665,0.00008476834608,0.00008271506265,0.0003364292891,id110,0.0002626536466,0.00009915658507,0.000136537994,0.0001088944572,0.000570093592,0.0002798947606,0.0002954032189,0.00008226618475,0.0005109675799
,id111,0.0002049252334,0.00003376634914,0.0001967643801,0.0002695908701,0.0002913125186,0.00001642056631,0.0002128025643,0.0005159020469,0.0004821199683,id111,0.00008874585953,0.00003287066236,0.00006304407176,0.0001048115717,0.0001317032057,0.000009358794224,0.00005792024856,0.0001293231961,0.0002063035031,id111,0.00009256310447,0.00002336988407,0.00004802671651,0.00008677968779,0.0001221580978,0.00001005687274,0.00005802384293,0.0001369157012,0.0002599782745
,id112,0.000008045931857,0.00005640584797,0.00003480282411,0.0003976925335,0.0002107134026,0.0001158205026,0.000489096629,0.0001994127656,0.0001801463799,id112,0.00001046165106,0.00003332095597,0.00002181804326,0.0001639152526,0.00009307702197,0.00008307594699,0.0001765185082,0.0001149260381,0.0001205025098,id112,0.000009540838936,0.00001887191575,0.0000239527645,0.0001959259399,0.0001433795754,0.00005088708234,0.0002840579772,0.0001226491679,0.0001549153271
,id113,0.00005326382473,0.0003864380406,0.000151452048,0.0001568357373,0.000292792607,0.0005182181791,0.0007546416794,0.0003169383241,0.0002842173741,id113,0.0001174737719,0.0002126577569,0.0001087750496,0.0001263335409,0.0002391224499,0.0004776764289,0.0003645543827,0.000211594293,0.0001395378577,id113,0.0002448525817,0.0005993947087,0.0005768130377,0.0002472924763,0.0003286800167,0.000664921394,0.001143480727,0.0005111279609,0.0002756148758
,id114,0.0002522632114,0.0001564860011,0.0002105696451,0.000356924613,0.0005133095687,0.0008116886401,0.0002288079253,0.0001834063402,0.0004678027314,id114,0.0001151733678,0.00006298666885,0.0001058781865,0.000316246573,0.000209905442,0.0003258694115,0.0001116366583,0.00006580915274,0.0003241716393,id114,0.0001273180108,0.00007707790678,0.0001043009826,0.0003661640072,0.000312064058,0.0004685007572,0.0002584380632,0.00006690717857,0.0004956276362
,id115,0.0003852632407,0.00007415824079,0.0002714375896,0.0002464868247,0.00008832449785,0.0001707741751,0.00007698486301,0.00067876388,0.0005290331083,id115,0.0001754383283,0.00004199826684,0.00005227508906,0.00005838862735,0.00005104488518,0.00008826750837,0.0000262212601,0.0006449961112,0.0003026218383,id115,0.0002572339229,0.00002777267905,0.00008992016351,0.00009692761174,0.00005054995089,0.0001246891328,0.00006813752743,0.0004128783485,0.0002676201932
,id116,0.0001433179178,0.0001885198193,0.000367097399,0.000159615404,0.000308209816,0.0001811373687,0.0002351736999,0.0003681245601,0.0001889625247,id116,0.000136058583,0.0001171224654,0.000288217596,0.0001480871006,0.0001963291618,0.0001542241372,0.0001526280581,0.0002409646765,0.0001803143566,id116,0.0001613921754,0.000729810355,0.0007021441858,0.0005012279719,0.0007001554213,0.0002743724496,0.000380016207,0.0004615420242,0.0007065592726
,id117,0.0002223027158,0.0005275025471,0.0008829393029,0.0008268920048,0.0002662150065,0.0001156467611,0.0004143503293,0.0003301328563,0.0003192664916,id117,0.00002733397685,0.0003199476242,0.0004537550547,0.0004069960123,0.0001296754124,0.00001811701359,0.0002285654981,0.0001491759673,0.0001111891059,id117,0.000148758729,0.0002972061936,0.0008327149325,0.0007142076839,0.000358419886,0.00001891322606,0.0004399157566,0.0002440758372,0.0001405518768
,id118,0.0001826462628,0.0001021398963,0.0001353139827,0.0001267412458,0.0001439268379,0.0001490762661,0.0001089784821,0.0001604557237,0.0001467696869,id118,0.0001117051447,0.00005446869765,0.00006950842795,0.00005200493283,0.00004818564514,0.0000761846339,0.00004648046249,0.00009979314731,0.00007893061306,id118,0.00009939077237,0.00005773967245,0.00005998369823,0.00007189282404,0.00009884421099,0.0001525115459,0.00007679151579,0.00006346961382,0.00009700637926
,id119,0.0004294073506,0.000407305384,0.0005241165558,0.00024227692,0.0005335722834,0.0004455388106,0.0006170686638,0.0005587897378,0.0002589446913,id119,0.0005643436329,0.0003272659771,0.0004877659838,0.0002172823313,0.0006110125544,0.0002575961462,0.0005025716737,0.0003485369028,0.000128088701,id119,0.001031004577,0.0005822612002,0.001342361998,0.0009453641947,0.001275101412,0.001498274812,0.001434908046,0.001458248273,0.000919975966
,id12,0.0002326948607,0.0002558799193,0.000088583066,0.00008818098882,0.0003495235156,0.00008123835277,0.0001635532878,0.000192883123,0.0000424584303,id12,0.0001114361692,0.000109499869,0.00004312162054,0.00007382407616,0.000188558785,0.00004204745247,0.0001057685136,0.0002077670962,0.00002696559175,id12,0.0001327834607,0.0001693469376,0.000193313623,0.00007211321272,0.0002400232243,0.00003207579473,0.0001686970466,0.0002742347856,0.00005268104092
,id120,0.0005287177814,0.0003386667039,0.0000714242535,0.0002694198455,0.0004311206071,0.00009858051834,0.0005927374189,0.0005279753836,0.0002742987157,id120,0.0002938741945,0.0002135473218,0.00004754175668,0.0003917460063,0.0005160506989,0.0001640680945,0.0002418464398,0.0001500648759,0.0002877733284,id120,0.0003279205071,0.0003083367502,0.00005951246912,0.0004728576696,0.0006396836862,0.0007189373479,0.0004564402895,0.0005458227124,0.00142247715
,id121,0.0004563926547,0.0004449962458,0.0004545722325,0.0003757403384,0.000392876467,0.0004206032455,0.0004423609514,0.00001170987675,0.0002998059526,id121,0.0002285710657,0.0001880505397,0.0003443031642,0.0002149050141,0.0002535810509,0.0003507071194,0.0004108420144,0.00003713343293,0.0001527802272,id121,0.0003359442946,0.0002529017744,0.0003597291177,0.0003227468952,0.0002420829827,0.0005050433112,0.0006576373493,0.00008835936961,0.0002690151703
,id122,0.0004655970397,0.0003790305427,0.0004400492792,0.0004236808452,0.0002406636383,0.0001513303574,0.00005158992756,0.0002837137301,0.0002433343688,id122,0.0002524895485,0.0002554586653,0.000265041287,0.000258278356,0.0001323688005,0.0001157819838,0.00002327730637,0.0001494207476,0.0002182351626,id122,0.0004122504302,0.000439467971,0.0003315263958,0.0005123903548,0.0001165781803,0.0001184151981,0.00003185059784,0.0001943953858,0.0004405110648
,id123,0.0005067040076,0.0002404941186,0.0007148364906,0.0004103568116,0.0005701727953,0.00008772616815,0.0007695250037,0.000644114979,0.000474339022,id123,0.0003089074194,0.0002263610521,0.000612851991,0.0002043672009,0.0002737768458,0.0001109014754,0.0002950217285,0.0004207816465,0.0002400867733,id123,0.0009194787278,0.000260347219,0.0009933786522,0.0007515772964,0.0006299799826,0.0001290717373,0.0003640092041,0.001241709378,0.0004601999531
,id124,0.0006457531144,0.00003713472872,0.0002671327219,0,0.0001430228676,0.0004575505332,0.0001203133752,0.0000731806259,0.000008066854636,id124,0.0004260426171,0.00001385105664,0.000133174184,0,0.00003621647713,0.0001839975786,0.0000501494853,0.00002940247133,0.000006452367388,id124,0.0004715477968,0.0000158908627,0.0001175653216,0,0.00004066524206,0.000450717604,0.0002020244119,0.00001184400621,0.000008961955577
,id125,0.0004298759573,0.0005434467831,0.0004547768013,0.0001874170368,0.0004125974082,0.0002451297159,0.0003680335135,0.0005261982896,0.0003475738702,id125,0.0003932436435,0.000194045051,0.0003168132697,0.0002618587773,0.0005195439397,0.00008177096166,0.0001990064229,0.0004676846456,0.0002919559548,id125,0.0003629401145,0.0004181393627,0.0006336925373,0.0001460558402,0.001108569029,0.0001281624195,0.0003009587077,0.001178103934,0.0004038927184
,id126,0.0002297472319,0.0006242747941,0.00007239793606,0.00005502092477,0.000383714744,0.0003761316447,0.00005606894556,0.000297663674,0.00002458156622,id126,0.0002140194589,0.0005142298214,0.00002165640143,0.00002616890466,0.00009342038636,0.0003457806507,0.00005432941363,0.0002490843364,0.00001059355235,id126,0.0003882558405,0.0004880091438,0.00002383491482,0.0000651152535,0.0004304656361,0.0004339437122,0.0001024924937,0.0002302216448,0.000008942624766
,id127,0.0005719944878,0.0005641121621,0.0008468876109,0.0007031808669,0.0005743714225,0.0001092415958,0.0004727818708,0.0002264601897,0.0002791966468,id127,0.0003062569969,0.0003018181905,0.0003930599922,0.0003999823186,0.0003615132702,0.00009276530454,0.0002869361471,0.00009299376184,0.0002909224232,id127,0.0008154523591,0.0003728430918,0.0006653661198,0.0003448707222,0.0006021094688,0.00006824188414,0.0002863091144,0.0001674626728,0.0004218750663
,id128,0.0007246365628,0.0004744514072,0.0006956081528,0.0008045985021,0.0007787709185,0.0002505249494,0.0003100544691,0.0001329952617,0.0006583290767,id128,0.0003643555737,0.0001946278254,0.000239089116,0.000355127313,0.000318914612,0.0001745980632,0.0002480327029,0.00005270540496,0.0004236220553,id128,0.0005680585274,0.0001888149074,0.0003850319364,0.0006481902687,0.0003705662156,0.0006402359361,0.0004002375951,0.0000677690807,0.0003550006903
,id129,0.0004599561311,0.0003684671849,0.0001748078226,0.0001035024248,0.0001388478252,0.0002408743006,0.0001513716728,0.0002417381543,0.00005466703244,id129,0.0001789957246,0.0001981466925,0.0000799397471,0.0000526952938,0.00009612846666,0.0001141232103,0.0000598445732,0.0001174099816,0.00001746234529,id129,0.0003464577451,0.0002729616152,0.0001093048135,0.0001244040311,0.0001590345885,0.0001763947603,0.00007325534197,0.0001989350183,0.00003356099336
,id13,0.0000526462755,0.000283999537,0.000000001590417787,0.0001162412933,0.00002380338097,0.00004995212442,0.000000001471000195,0.000149401519,0.00002975558673,id13,0.00005379569463,0.0002053222607,0.0000000009657880635,0.0001203303504,0.00002617281569,0.00006709101888,0.0000000007472785594,0.00010990164,0.0000279869935,id13,0.0001353208011,0.0001644178718,0.000000001562479951,0.0002342428128,0.00005192786632,0.0001139005863,0.000000001569174616,0.0000753794205,0.00005750641375
,id130,0,0.000510150493,0.0000993964415,0.00003922610713,0.00005191696356,0.0001570846873,0.0004170911722,0.0002257622977,0.0002383129871,id130,0,0.000229058373,0.00008256048617,0.00007586647092,0.00004707075434,0.0001256506533,0.0005761382346,0.0001378229183,0.0001570137516,id130,0,0.0003330383448,0.0001789905937,0.00005619413807,0.0001249244672,0.00005186567714,0.000498707408,0.00009602792016,0.0001290637436
,id131,0.00002863874131,0.00003471093248,0.0004394303302,0.00048590874,0.0002695705551,0.0005082368701,0.0001686554849,0,0,id131,0.00001305403874,0.000003090404975,0.0002684027185,0.0001855492534,0.0001644240318,0.000732135977,0.0001004231638,0,0,id131,0.00002423812212,0.00000702159009,0.0003287800116,0.0006368739328,0.000350248624,0.0006908227328,0.0001013074275,0,0
,id132,0.00007686219568,0.0004339571658,0.0001591067648,0.000784957063,0.0001177103632,0.0006593204768,0.0003137641066,0.0003075405647,0.0004739990333,id132,0.00001642513716,0.0001664100721,0.00006494552347,0.0004421212061,0.0001266995447,0.0004578273292,0.0002598345372,0.0001916037111,0.0004444168614,id132,0.0002019410768,0.0007735072812,0.0007063521444,0.0008412348076,0.0006772828916,0.0009885486902,0.0007540815435,0.0007314647463,0.001619781132
,id133,0.0003094271215,0.0002528684665,0.0001936887984,0.0000846696543,0.0003626764267,0.0004269757918,0.000079648787,0.000162080795,0.0001209184106,id133,0.0002031518249,0.00005827218413,0.0001472224411,0.00004303093841,0.0001225946316,0.0001898757599,0.00001297732119,0.0001762029593,0.00007015009315,id133,0.0002660317798,0.00015439831,0.0001014006002,0.00004779759563,0.0001941294935,0.0001981428343,0.00005675348185,0.0002739815056,0.00004485107492
,id134,0.000153223086,0.0001348103798,0.0003814077229,0.0002643428336,0.000308579166,0.0003738358547,0.0002899382098,0.0004615532417,0.0002894835463,id134,0.00009834184129,0.00009351912043,0.0002151023408,0.0001766414501,0.0001387858266,0.0001835183551,0.0001009464177,0.0002236443408,0.00002804996471,id134,0.0001125471781,0.000100238101,0.0001677670356,0.0001402014385,0.000210543114,0.0003039881774,0.0001125846112,0.0002354793414,0.000360963278
,id135,0.0003596047699,0.0004771481277,0.0004017755454,0.0005052693291,0.0003809948038,0.000432568235,0.0002550409506,0.000323624515,0.0007095368254,id135,0.0002338095852,0.0003258584646,0.0002761807503,0.0002572765983,0.0002391047835,0.0002641641549,0.0002129181418,0.0003044848926,0.0001358652955,id135,0.0006461274719,0.000979761657,0.0003565897439,0.0005528442526,0.0004795193904,0.0005780871912,0.0002895237806,0.0007738024457,0.0008494286848
,id136,0.000401395541,0.0003437274775,0.0003559026545,0.0004812794671,0.0003471340564,0.0002163710513,0.00009050103844,0.0002160359627,0.0003243246671,id136,0.0002581335582,0.0002372129142,0.0002915031875,0.0003679781345,0.0002915376414,0.0001457737871,0.00007301511242,0.0001299517775,0.0003233559811,id136,0.0008508589392,0.0004586237454,0.0005380399709,0.0003481478585,0.001205118491,0.0004650042262,0.0002197437997,0.0005303255128,0.002061078432
,id137,0.0001469217277,0.0002785939752,0.000002388232181,0.000168284182,0.0001491880788,0.0001204641605,0.00006270558746,0.0001462782061,0.0001625913143,id137,0.00008152980981,0.0001105414878,0.0000004900380049,0.00005204433548,0.00004464681306,0.00002770716356,0.00002727501346,0.00006972560617,0.00006165956847,id137,0.00009288716774,0.000105571484,0.0000004770884332,0.0001007469129,0.00005444396406,0.00002671259533,0.00003210388116,0.00002886027147,0.00007896310661
,id138,0.0005243467888,0.0005834004935,0.0007383520626,0.0006696504611,0.0006827722819,0.0004142997296,0.0002424516185,0.0004559005371,0.0005596071745,id138,0.0003794479916,0.0003980274195,0.0002721381893,0.0003024435775,0.0002627115855,0.000323544098,0.000112897539,0.0003850112042,0.0003948879777,id138,0.000380243969,0.0005817524578,0.0005651087927,0.0005771586058,0.0004180006268,0.0003442609373,0.0002912848326,0.0004681705572,0.0003876727591
,id139,0.0005965000751,0.0007900500119,0.0007975271024,0.0007989368433,0.0005637231956,0.0005595945012,0.0006556869235,0.0007848527925,0.0004540542478,id139,0.0004119262918,0.0004374729565,0.0005052336052,0.0006331150891,0.0003202404872,0.0003626362201,0.0002171443866,0.000568833076,0.0004644633115,id139,0.0003602325596,0.0004185196208,0.0006517501702,0.0007313324986,0.0004793541346,0.0006267785304,0.0009237484537,0.001138279703,0.0007828567259
,id14,0,0.000005310742112,0.00001162544762,0.00002642842232,0.0000002099279284,0.00001365125586,0.00005721201353,0.00004086648584,0.000008937948141,id14,0,0.000004648447823,0.00001365467626,0.00001871107787,0.00000005798731105,0.000007620125638,0.00003491791012,0.000027612108,0.000003563948206,id14,0,0.00001008276039,0.00002089871896,0.00001230863829,0.0000002325137924,0.000008808459528,0.00006551237308,0.00004636692028,0.000003553547265
,id140,0.0005302216371,0.0005610478254,0.000644158725,0.0004452493805,0.0004612597556,0.0004168829519,0.0007840791369,0.000520810218,0.0002013523867,id140,0.0003681790437,0.0005039396153,0.000568771403,0.0007097902523,0.0003465176043,0.000424746494,0.0009070520707,0.0005526820615,0.0002372777163,id140,0.0003147607435,0.0002946132212,0.0004643839853,0.0004538882818,0.0008540718644,0.0004087834793,0.0009436357289,0.0004619602259,0.000431615564
,id141,0.000642389826,0.0007216640251,0.0006659936837,0.0005958767374,0.000704932014,0.000655116026,0.0003509361053,0.0003678979355,0.0004117995927,id141,0.0002795487843,0.000461607842,0.0003480797245,0.0003917845475,0.000456357512,0.0004379832914,0.0003551121228,0.0003195069082,0.0002554126681,id141,0.0003492272088,0.0004800313047,0.0004199451319,0.0004527531375,0.0005194011681,0.0008099535891,0.0004728847218,0.0002576720007,0.000513367648
,id142,0.00057302682,0.0008739565298,0.0004682119942,0.0005524507217,0.0001675270437,0.0005283486281,0.000461520655,0.000248113565,0.0004574938247,id142,0.0002692478974,0.0003049164273,0.0004231866851,0.0002258750326,0.0001320605893,0.0003020379309,0.0003436003346,0.0001031118884,0.000449892434,id142,0.001331176596,0.001106539977,0.0004839152863,0.001031559207,0.0003464593198,0.0006298297216,0.0005821856932,0.0002701155006,0.001192819348
,id143,0.0004665118118,0.0007214984221,0.0005706644576,0.0005023808701,0.00065494037,0.0006545260071,0.0002877471293,0.0006090760366,0.0003654316324,id143,0.0002156417383,0.0004429959152,0.0003824189475,0.0004150863384,0.0005175590243,0.0005623439897,0.0002121274696,0.0001740717292,0.0004375970626,id143,0.0004540770194,0.0006654630102,0.0004916617558,0.0008269027531,0.0004277607576,0.0008407378454,0.0002824135329,0.0003928575343,0.001419862361
,id144,0.0005730513156,0.0004367467147,0.00081100001,0.0006156908661,0.0009071527676,0.0004320126206,0.000536669434,0.0002006866496,0.0005446195898,id144,0.0004966921753,0.0005150077534,0.0005969066056,0.0005709095521,0.0006947076731,0.0003824311211,0.0003997921587,0.0001804704548,0.0006576468888,id144,0.0007960526792,0.0003487572932,0.0006972724489,0.0007059854078,0.0008483365997,0.000488342263,0.00115241504,0.0001268576094,0.0007046395756
,id145,0.0005532894518,0.0005275771368,0.0006508289164,0.0004330203417,0.0004927300445,0.0002606890237,0.00034408293,0.0002737855302,0.000518607642,id145,0.0002589435328,0.0006532506416,0.001035246578,0.0002960417399,0.0005070168159,0.0003277750885,0.0003383178631,0.0004065780949,0.0004828496778,id145,0.0004230259938,0.0005657349156,0.0005073402542,0.0002325518624,0.0008152823151,0.000455142512,0.0005861114941,0.0002487164453,0.0008336989024
,id146,0.0004729394523,0.0003945876759,0.0005661867867,0.0003688872992,0.0003264520593,0.0006419102183,0.000315281574,0.0001961952947,0.0004757089491,id146,0.0002803318825,0.0004141644792,0.0004913867382,0.0003935156442,0.0001359534146,0.0004706440283,0.0002277027594,0.00007411000691,0.0004548434931,id146,0.0002057455308,0.0004178542606,0.0003029677383,0.0002618971065,0.0003639007898,0.0005446068831,0.0004417152124,0.0001295277422,0.0009450328127
,id147,0.0002840752474,0.0001249283778,0.0003315008882,0.0001479416713,0.0002788389828,0.0003317521426,0.0001546048887,0.00002885587871,0.0004623654286,id147,0.0001504410873,0.00008114586606,0.000176156036,0.00007928987817,0.0003194688326,0.0002930402008,0.0003026192055,0.00008945321684,0.0002596351609,id147,0.00091669761,0.0001440915914,0.001415463335,0.0002093959797,0.0006191868466,0.001433048619,0.0008677137814,0.0001294475607,0.001977561162
,id148,0.0008241614532,0.0004751340147,0.0002517739706,0.0003754150694,0.000599146339,0.000532057246,0.0005764686756,0.0006354008748,0.0003415434607,id148,0.0003856907559,0.0002220915877,0.0001007763336,0.0001638789832,0.0002158241032,0.0003812233257,0.0001858269,0.000406709396,0.0004038429468,id148,0.000381759549,0.0002906558589,0.00008035745253,0.0001760802981,0.0003475563724,0.0002685214156,0.0003356924189,0.0006457417368,0.0002694306286
,id149,0.0006545595669,0.0005000743505,0.0005064523169,0.0007878368781,0.0008036427329,0.0006646028614,0.0005347165245,0.000534278326,0.0004188387242,id149,0.0007137885562,0.000310294388,0.0004059699143,0.0006565683499,0.000501656512,0.0002020358438,0.0002595503994,0.0003875061441,0.0004227277222,id149,0.0007127800518,0.0004318099626,0.0006098877143,0.0008336623211,0.0005264522406,0.0002236565885,0.0004956646401,0.001027964001,0.0005500593701
,id15,0.00003962948268,0.00001948674769,0.00005366149577,0.0001816747382,0.000223386644,0.0001607861721,0.0005030026925,0.0002090492534,0.0001651904243,id15,0.000009983996099,0.000006997256265,0.00004426410208,0.00006937473713,0.0001306665302,0.00006213047314,0.000141011177,0.0001312684683,0.0002383889121,id15,0.00002172040609,0.000008415123096,0.00008571715252,0.00009311302451,0.0003099017966,0.000327269133,0.0002272989092,0.0001271329904,0.0002314027399
,id150,0.0002573357492,0.0005028982421,0.0005352143528,0.0002014036102,0.0004255591743,0.0008282494725,0.0008045534061,0.00038539934,0.001102558022,id150,0.0001490400217,0.0003948414419,0.0003194440552,0.0001936219135,0.0002190783351,0.0003043728709,0.0003964072646,0.0005560578645,0.0006125734778,id150,0.0003837600765,0.0003964503072,0.0004589511885,0.0003410698763,0.0002334731777,0.0003291181797,0.0006483556372,0.0002849938433,0.000840670847
,id151,0.0002976985417,0.0007753897472,0.0004490179617,0.0003277003468,0.0006111893035,0.0009984024118,0.001023294954,0.0004836135323,0.0005323708746,id151,0.0001083902685,0.0002369239327,0.0002550653042,0.0001902086394,0.0003327675919,0.0004591327302,0.0005356789651,0.0002766685565,0.0002002007889,id151,0.00008324579138,0.0002826599058,0.0004190821735,0.0003154668948,0.0004266299114,0.0008866045669,0.0007691393319,0.0003523066567,0.0002868194956
,id152,0.000005063276628,0.00009014592867,0.0004051254702,0.000373130953,0.0000003940226171,0.00006390926104,0.0001218573829,0.000122445171,0.0001321163994,id152,0.000000678927449,0.00006583896505,0.0001413060098,0.00008606890164,0.0000001243183281,0.00001892144692,0.00004937339418,0.0000431618943,0.00009335851632,id152,0.000001141983415,0.00004593666574,0.0001480002315,0.0002558893056,0.00000006093354132,0.00002489271815,0.0000454391422,0.0001471845411,0.00006281829635
,id153,0.000433576704,0.0003170649761,0.0003485309058,0.00003240548561,0.0005375783279,0.0006025200589,0.0006539830388,0.0005108578379,0.0004277815208,id153,0.000323934514,0.0001574440994,0.0002258687208,0.00004077981196,0.0002368690732,0.0003109209708,0.000286295993,0.0004932538275,0.0003647836572,id153,0.0004708748477,0.0004222850626,0.000297700935,0.00006036890546,0.0004441983781,0.0006175414685,0.0005929561934,0.0004720055964,0.0005625890078
