,High_Beta,mav (µ),,,,,,,,,Low_Beta,mav (µ),,,,,,,,,Mu,mav (µ),,,,,,,,
,id107,12.89033393,13.96749667,13.89425422,18.97634985,18.94520948,20.08534006,21.09224351,15.29648862,14.64695927,id107,9.653378498,10.3741625,9.051159419,14.99656056,18.64096149,22.79499273,19.05690665,16.56018922,16.35191522,id107,11.6337553,14.30109643,12.21281417,24.01547401,25.32748069,20.03259926,23.35723249,18.09593956,20.16892525
,id108,10.9049973,12.36561552,10.53961472,14.6611028,15.56514915,12.22786112,8.577625035,20.76650829,10.72469654,id108,7.541683326,9.151357604,7.723673087,9.589700447,12.61323279,8.242346185,5.180375354,11.71666736,7.852232348,id108,7.171267877,6.280561396,7.334995339,12.92831555,15.1292648,8.514037364,5.693076465,14.82271796,8.930349191
,id109,9.222820857,11.77206497,8.881284475,3.570180236,9.194837044,10.11537038,11.70297197,17.314517,13.67827888,id109,9.301300725,11.83526383,9.176444961,3.585350212,6.56423558,9.129232855,11.61466129,16.3382705,12.84259655,id109,10.0939145,13.15958281,11.26146569,4.469462195,10.05019182,14.15186145,12.26239637,22.80248121,13.33479769
,id11,8.434141822,6.175175684,3.64566083,0.03131403127,3.56753694,11.2835923,7.116142172,8.937573651,2.734903804,id11,5.652132681,6.532496288,5.047240833,0.03777665154,6.024515421,9.595448511,9.010522931,13.07088218,1.671341527,id11,11.80854495,6.819348784,7.561662363,0.06389715891,5.595912143,18.3555366,11.2499464,15.01507288,2.077103369
,id110,12.59877536,5.507880093,6.62863836,5.083357755,14.09271828,8.728620421,6.684919085,9.709808919,16.23618399,id110,10.6093149,5.381540221,5.534704842,5.47377125,7.81761362,7.282603262,5.162292203,5.966423378,13.63388568,id110,10.92881352,5.357084735,6.420517445,6.653184268,14.98887036,10.97609568,8.029361055,5.858891573,15.92454241
,id111,9.701473557,2.979842214,10.47474471,9.092635575,12.09569866,2.994984927,8.765918586,16.0495969,16.39661653,id111,6.817199889,3.021042613,6.086053195,6.328893157,8.453719624,2.511649916,5.188003641,8.695242821,10.54766682,id111,7.054112845,2.55747596,5.4965331,6.025331342,8.246555466,2.52956025,5.496259098,9.184284971,12.12879173
,id112,1.428622253,4.263859689,4.581844249,15.18414362,6.928169829,6.559597617,14.77474117,10.2316699,9.597384311,id112,1.484127318,3.461053124,3.621379954,10.30120863,5.420807261,5.946208301,8.956817615,7.773885927,7.940953989,id112,1.375454545,2.649803769,3.819094861,11.05216431,6.978347928,5.280842276,11.11164644,8.353745892,9.576820874
,id113,5.11686953,13.43165266,5.552585257,7.833366792,10.7707528,15.76967172,19.49932648,11.80109858,10.27870136,id113,6.710442713,10.94940934,5.824853957,7.921714586,10.81799302,16.65443925,14.43094236,9.837911415,8.45280825,id113,8.798703883,17.53716433,10.48245246,10.12964015,12.61232593,19.09866329,23.5993244,15.15804806,10.79909234
,id114,10.62512932,9.24039356,10.90622688,11.86107006,13.32731837,20.49613471,10.87797609,8.359429647,13.52432445,id114,7.207393429,6.085790771,7.832839307,11.69690187,9.935979284,13.75029002,8.145202935,6.05713976,12.37418467,id114,7.793571666,6.710033528,7.652830063,11.96363957,11.97265041,17.25252744,11.5337568,6.150843819,14.46212822
,id115,13.71598881,5.975903047,10.47790064,10.48482824,5.598558126,8.795026186,5.99527413,17.32116473,15.31612396,id115,9.672990933,4.444255482,5.084152582,5.731808226,4.417460722,6.331215516,3.764993819,17.00449586,11.99968776,id115,11.70261509,3.831830441,6.257375866,6.980088712,4.653202365,7.93914658,5.384107723,15.01997531,11.2946192
,id116,6.902661343,7.898464548,12.03555073,8.05717236,11.40126222,7.353880864,9.666738413,11.39476594,8.585015284,id116,8.172800055,7.943375253,12.47508131,9.272491836,10.1616193,8.246977588,9.187292832,10.96161279,9.351390315,id116,9.16301398,16.11211423,18.17057791,15.4664743,15.59123864,11.47672654,12.89583253,15.79096649,16.44135423
,id117,5.162371793,12.50257511,21.29937095,19.37812005,7.282134473,3.196259893,10.39813768,8.331258364,8.446378114,id117,2.506426593,10.65394318,16.08528171,15.02389939,6.328396406,2.004739637,8.083814025,6.829064117,6.101719734,id117,5.37474008,10.19309443,21.19155832,18.66346334,9.185711369,1.958316382,11.24667488,7.874113294,6.375698636
,id118,9.897109345,6.654839599,7.51170797,7.777643354,7.871760437,8.481934866,7.225118783,9.543224771,8.658391872,id118,7.823676748,5.274186292,6.111815863,5.242880602,5.314349584,6.601763748,4.827492868,8.001417722,6.987638987,id118,7.986385392,5.497312457,5.823375811,6.055874263,6.978259615,8.327498912,6.360964441,6.348498263,7.192376181
,id119,14.32690368,13.42226653,16.04021277,9.430020547,17.35406406,14.9042196,18.20977014,16.18558184,10.21676768,id119,17.45160876,13.24462217,16.03750364,9.182724126,19.33983976,12.43111289,16.69879886,14.28124535,8.244042452,id119,23.80311585,16.70731158,27.29758354,17.64588595,26.66016642,28.94936121,27.05591903,27.31357411,18.37608044
,id12,8.782261964,12.06088553,7.121838939,6.05464332,11.6719425,3.488073965,8.286705621,7.86462341,4.187516061,id12,7.1266147,8.469217852,5.482357388,6.402233622,10.23799268,3.505737061,8.072241128,8.51513539,3.735995734,id12,8.250587435,10.01551666,9.644252025,6.617162419,11.93547655,3.410126067,9.725788621,11.79434202,4.161160929
,id120,13.93382957,13.50388395,2.90945961,9.125336888,13.61330154,5.982466843,14.22181674,15.4792323,10.4705271,id120,12.13310289,11.45099848,2.669340176,12.92862293,15.07436824,7.562883844,10.27779511,8.795723414,11.71435155,id120,12.47797979,11.80868767,3.203048571,13.27881564,17.38544813,13.2279856,14.00437528,15.30006398,21.65936336
,id121,14.94036371,14.17615616,15.12823472,13.57972359,14.95121039,13.41831738,14.35942621,0.9368196331,9.639875935,id121,11.10301474,9.842214464,12.96426221,11.44996612,11.55548776,13.71551189,15.56283419,2.293378889,8.081713121,id121,13.12039791,11.20966386,13.90111801,14.15178791,12.24270709,17.27957728,15.91052134,3.486936848,10.05957277
,id122,14.46353034,11.97591497,13.30067272,11.42028738,8.636652854,4.241590285,2.833865436,10.34001403,10.30464129,id122,11.50202198,11.81904663,10.52027591,10.69122229,7.458326327,4.19086176,2.536267717,8.324636282,11.17133373,id122,14.16193509,14.64278381,13.068279,14.88153362,7.357104357,4.821458072,2.961852605,10.23074119,14.8953215
,id123,15.92974443,9.893969808,20.38358452,14.96857678,18.55195301,3.898029793,18.91799954,18.71922185,14.89412164,id123,13.46609447,10.15564637,18.47677344,11.17962297,13.70400799,5.131202141,12.58439852,15.94048578,10.20865612,id123,20.70830058,10.57945031,24.67917809,19.42350287,18.67869769,5.91656897,14.31574808,26.47026123,15.2673957
,id124,17.77640293,2.051518154,11.0427611,0.000002112485163,7.37005944,14.03741309,6.48113809,6.646048858,0.7384275188,id124,16.02286645,1.696878669,8.639586933,0.000002429659344,4.224428313,9.368283554,4.594573778,4.043023519,1.047896256,id124,16.27669984,1.920115353,7.86257367,0.000003899277212,4.442655688,14.22729473,8.250961512,2.747771379,1.1023896
,id125,12.24674165,13.89377885,14.24201483,6.724384487,14.15280728,8.142842394,11.79906695,17.24452977,10.81799126,id125,13.16290727,10.11810187,13.96526352,9.086710967,17.04950426,5.796060546,10.64177865,17.66889736,11.08760869,id125,12.7033589,14.15778017,18.97070173,7.050673606,24.94362971,7.108848568,13.54168468,25.53318655,13.9483773
,id126,9.140637445,18.36602578,5.365650514,2.741955558,13.59279245,13.34647586,4.04774205,10.05347181,3.827244845,id126,9.679142956,16.72972548,3.525307677,2.407629167,7.210147331,13.97628135,4.247989014,10.45685704,2.532234472,id126,13.46764366,17.55819794,3.964994823,3.489899213,14.04182032,14.51977451,5.649544377,10.37616562,2.377739864
,id127,17.35512448,15.70995178,22.45206733,18.6206011,16.35173918,3.93928211,12.44172179,7.954037503,10.22145536,id127,13.13898334,13.12401843,15.32302627,14.57170828,15.10236404,4.445311408,11.5795657,5.403571452,12.1539787,id127,20.20383302,14.12940429,19.84546807,13.40322198,18.77414216,3.635602299,11.78673015,8.138388616,13.18162742
,id128,20.54935304,16.5022843,18.98293695,21.66247537,19.18914161,8.778932026,11.92723117,6.087626285,18.019858,id128,15.53962443,10.51739001,12.19374771,15.00061702,13.30418056,9.231993876,11.37810786,4.945796293,15.07116039,id128,17.96903589,9.740857721,15.08659277,19.427998,14.053481,15.17602182,14.35697164,5.360545288,14.51462814
,id129,15.46982313,14.57648675,9.543315232,7.744923397,8.752757939,10.91422248,8.32482823,12.13089555,5.515436525,id129,10.12647494,10.85819801,6.141802236,5.056415527,7.647424486,7.394119159,5.461586759,8.493780868,3.28063214,id129,14.02319961,13.18438618,7.20570724,8.318290791,9.255400166,8.666264537,6.072521385,11.2159546,4.493955654
,id13,3.916348472,8.689181874,0.01203018751,7.870072525,1.799751918,4.125646389,0.03035980643,5.742043114,3.045116031,id13,5.31356303,9.459127517,0.01435625426,8.06761798,2.72443704,5.923650465,0.02125495723,6.235766015,3.265441695,id13,8.213816186,9.231029167,0.01917922959,11.45531751,3.91792757,8.05214749,0.02536709567,5.474321565,4.860825003
,id130,0.000001006978852,14.77095132,6.670476749,2.331200046,3.88865587,5.97150079,12.12165135,10.85607793,11.61819633,id130,0.000001630333872,10.5839223,6.108137183,3.782477997,4.314903641,6.468079258,16.77629393,8.21104552,9.398672552,id130,0.000002311627906,13.01493568,8.920411778,3.270434821,7.062275099,4.548599694,15.40415371,7.800098428,9.116339518
,id131,1.901160552,1.131709766,13.56175959,15.23717768,9.679972278,16.81064519,7.155555156,0.0001318354518,0.0002516770758,id131,1.701288429,0.6033992679,11.47206165,9.694741162,9.09558769,20.32587943,6.857260191,0.0004041401273,0.001054949857,id131,2.188039716,0.8757614308,12.59225107,17.24341234,12.44464721,19.97972015,6.827087212,0.0007350202573,0.002447984082
,id132,3.031828764,13.89818374,4.384043395,20.80516478,4.998978843,18.53403096,11.16963994,9.130557259,15.65372326,id132,1.966173234,9.343086432,3.074813084,16.61972019,6.556033772,15.32678853,11.31124775,8.763130538,16.15335619,id132,4.371581667,18.87801251,8.914110518,22.32585717,12.17419762,22.35697811,17.47857084,15.16544241,29.05408459
,id133,11.65797005,7.510684163,9.646632571,4.188944813,11.12443613,11.4547236,3.487110685,5.664759705,4.927613314,id133,9.911050344,4.57409488,8.690058301,3.936462796,7.944863943,8.508872704,1.960454486,7.389384029,4.821747428,id133,11.56180171,6.26506813,7.720042296,4.049105577,9.633477872,8.090656174,3.616425554,8.389565037,4.199529946
,id134,9.169259015,8.80447942,15.05726646,12.75612218,12.7845742,14.06736468,12.94372046,14.56989028,9.634588134,id134,7.76947837,7.130517005,11.88232295,10.47094903,9.210515139,10.07891196,7.759170579,10.88411103,3.672484809,id134,8.144362272,7.748565179,10.18379618,9.182464064,11.26804101,13.10437626,8.424104057,10.95293377,11.18599114
,id135,12.29572562,15.09981462,12.2580638,14.21899232,12.7725862,14.06008078,9.083094791,11.44539733,18.15415373,id135,11.51568408,13.10761937,12.26341736,11.48653981,11.22774251,12.49760726,9.46709396,13.16164519,9.338302559,id135,17.76525341,22.85180973,14.07995448,17.6144667,16.17325484,18.0610101,11.46648942,20.15304853,21.09202247
,id136,13.3684844,13.78899414,14.10561464,14.08754374,12.91150886,9.660037131,4.120976746,8.025833693,11.9487126,id136,12.25657627,11.50095653,12.74216176,12.90163743,13.13904892,8.850924868,4.340931407,7.697110784,11.56416243,id136,20.24887832,16.01770567,17.20899292,14.37491438,25.69758075,15.05159412,7.174382518,13.66087524,30.3520853
,id137,8.310725717,13.18887971,0.8632079094,9.877015202,9.592651214,6.714403511,6.250324933,8.669507338,6.308841977,id137,6.410312761,8.363212946,0.3921957407,5.647182841,5.104224909,3.743633631,3.994094819,5.735872202,4.393179234,id137,6.668590426,7.495494392,0.3881106577,7.83095489,5.567149423,3.511505996,4.471723544,4.303982093,4.846051441
,id138,16.30888314,16.98855049,20.77844333,18.82143624,18.42012397,14.93871616,8.477701226,14.23587222,17.04501658,id138,14.54604887,15.26947595,12.55166588,12.88967322,12.31878597,13.2362863,6.757375301,13.55640693,15.02835167,id138,14.74152434,17.51064078,19.37658773,18.73091331,14.82266871,13.87802917,9.421287745,15.87380473,14.58648253
,id139,17.8517719,20.89193452,21.60709284,20.06476972,17.25442081,17.63914013,16.68431209,20.80445984,14.94000779,id139,14.6883079,15.54929435,17.7137715,18.42195653,13.83504744,14.76035474,11.61014827,18.79616114,16.29269259,id139,14.51519689,15.17585962,19.02537216,20.36314163,16.13184372,18.34800749,21.83418026,26.30288593,21.26132465
,id14,0.00007636291867,1.417115491,2.381906206,3.741310493,0.3386540901,2.953822994,5.566910101,3.505017962,0.6692977162,id14,0.0001267023677,1.593244959,2.730513397,3.431907995,0.1883365554,2.06749395,4.768680988,3.480857489,0.6355602261,id14,0.0000636500666,2.339825048,3.571202068,2.724577294,0.3248298731,2.450602577,6.364127504,4.608112059,0.6372358058
,id140,15.8670065,15.3359287,16.83758442,14.22516887,13.21787212,13.47860442,20.17703994,14.03509851,7.693821748,id140,13.618288,15.72611887,16.86771469,18.15962,12.56662645,13.11704296,21.89974821,14.72158594,9.416924105,id140,12.55450226,12.33925688,15.73689685,14.25000821,19.17152118,13.78367577,23.68270782,14.82569804,12.22030039
,id141,18.11935813,19.96575082,18.36269896,17.95035817,19.22926005,18.90080066,10.09760497,12.18311089,12.94604507,id141,12.73534276,16.46799063,13.39989991,15.41782334,16.34094451,16.27098098,11.91065304,11.48225073,11.17689872,id141,14.05267912,16.3821593,15.30760511,16.41566621,16.86517049,21.78186709,13.22539737,11.54722103,15.16976411
,id142,17.32338175,21.21980574,16.02243638,16.04816124,5.613339418,16.1293059,14.01064795,9.363093881,14.52840433,id142,11.98985992,13.04206038,15.0907035,11.02182813,5.841734854,12.86756012,14.23134535,6.750863441,15.33014086,id142,23.75331791,22.62708299,16.25090695,22.49651258,9.314116248,19.21884425,17.43620192,9.547472427,23.46258587
,id143,14.56068727,19.77560042,16.95720833,14.86842211,18.48067008,18.44145307,9.027257031,15.41253145,13.9661515,id143,10.42025678,17.02795482,14.74996445,14.329972,18.05781396,18.10725507,9.30296685,9.763356891,16.60388594,id143,14.87263761,20.23290209,16.90509194,19.69862828,16.97253991,21.93886516,11.1705472,14.48734218,27.18579805
,id144,17.37809609,13.83201459,20.48429321,17.39371687,21.84007449,14.05867071,15.38237038,8.939520476,14.5091317,id144,16.23702286,15.74627789,18.2292099,17.87354552,20.75162698,14.15580439,14.64055548,9.153217034,18.16925346,id144,21.4970884,13.44822016,20.38864691,19.45676496,22.5698233,14.91989008,23.58901915,7.239732311,19.13943474
,id145,16.18286999,16.51113076,18.98266517,13.46465162,15.88370225,10.4633435,12.54306137,10.29078392,16.82905087,id145,12.07749672,20.19808554,24.36542979,12.4755645,16.86125968,12.40032563,13.46479032,11.44001011,16.83003941,id145,15.61745582,18.79616535,17.42038967,11.51845036,22.08048928,15.4932937,17.46789569,11.56882039,21.82129607
,id146,16.5285591,12.37471321,17.07787346,12.67035345,13.01525875,17.53559917,12.42439811,8.435047382,14.05469192,id146,13.05518638,12.81917151,15.07113741,13.88769455,8.628598556,16.05549852,10.91274725,5.643746878,15.80247209,id146,11.19128038,12.70555209,13.40132425,12.48533575,12.85266774,17.8625847,12.93704908,7.174926754,20.82761741
,id147,10.66321865,5.146231254,11.14418209,5.518581664,9.174948477,11.61799382,6.92992813,2.861474634,14.96768434,id147,8.601744959,5.045226308,8.910243709,5.751706714,11.79774988,12.65370735,11.6606378,4.77059185,11.42873612,id147,19.71038277,7.048499613,23.72748761,8.739414973,16.56485735,25.7127265,18.26384561,6.784704962,31.08903087
,id148,21.31401792,15.88222098,11.88914832,13.2729174,14.88846339,14.91232284,15.25124372,16.53054192,10.52922974,id148,14.65672445,11.64643529,7.934286993,9.055710627,9.929348362,12.48785196,9.516064307,14.52064479,13.66323006,id148,14.81789635,12.92994907,7.047596086,9.679874219,12.58634701,12.17224336,11.9056182,19.81453736,11.21472693
,id149,18.64419856,15.98278839,15.66155129,20.52949697,21.62737921,18.05658995,16.18069782,16.58910695,14.95266044,id149,19.75865355,13.79982626,13.96593126,20.46433562,18.1598652,10.35662516,11.30967203,15.14955366,15.40420697,id149,20.54343121,15.51205999,15.19228082,21.44806764,17.73368253,10.88147445,14.69516173,24.64839218,17.39746727
,id15,4.885735968,3.544335819,5.445857305,9.870920668,10.49371123,7.688023607,16.04365393,11.45829812,9.705788784,id15,2.488949842,2.180658155,5.604531747,6.481376115,8.936985097,6.098558746,9.105472394,9.396731852,10.07285975,id15,3.146101181,2.165011697,7.222742332,7.793950181,13.14495196,12.89677356,11.66058636,8.539776587,11.90162999
,id150,9.154295462,14.13533615,14.90518722,7.787904165,12.06727539,18.56406684,20.10552903,12.4835622,26.23634222,id150,8.369034564,13.58556373,13.48531258,9.168739049,10.76966367,12.75058863,15.48737618,15.28080415,19.23361427,id150,12.07227595,13.40332301,15.45655861,11.90188295,10.03534704,12.43978368,18.52964412,12.23143445,22.57921751
,id151,12.06367226,20.65153054,16.77051223,14.10013307,18.04946485,24.25635713,23.84355235,16.58826461,17.7067279,id151,7.730523166,11.84557627,12.78710419,10.5544298,14.11453339,17.29207346,18.34498366,12.66039993,11.41990692,id151,7.073047451,13.64169525,16.0872731,13.26512925,15.76083148,22.88394675,21.56832691,14.27960286,13.2712467
,id152,1.086672573,4.462876894,11.74244169,11.63996914,0.4751928636,5.157661069,7.307293821,4.938123216,5.237489215,id152,0.5271815214,3.943061856,7.753555376,6.644322354,0.2339973389,3.213023836,4.573260462,3.732964434,4.994389506,id152,0.6013480119,3.615862049,7.983865892,9.711162551,0.1918751374,3.246030464,4.351824098,5.136992197,4.667997589
,id153,16.35362367,12.29738777,12.78359634,3.762183097,17.04861973,15.22673029,17.14932352,15.01017557,12.86342059,id153,14.84768319,9.530592881,11.19587072,4.155360874,11.9211921,13.30227227,12.87879802,16.23605666,13.44969682,id153,17.18524932,13.13481472,11.54267623,5.020956266,15.64597,17.98474973,17.81439807,16.09876147,16.53288911
,id154,17.55060809,16.04584916,18.23919595,12.05914262,13.86350924,8.464246375,18.95014963,14.76564259,16.7156275,id154,15.94187147,8.805387891,12.49774696,7.509769338,8.837058796,9.994102161,19.512,13.20223616,16.06226121,id154,19.94428896,12.91327368,19.33058472,11.24146688,9.624775529,8.851064026,23.49428318,14.36348098,38.28074072
,id155,15.80940897,11.59564595,14.99782939,11.65659117,16.83265374,10.5946637,11.56671019,6.314047777,5.624669903,id155,14.97383489,13.61019596,13.49655868,7.249202934,14.12149272,5.536240723,9.698624481,6.591186366,3.297926825,id155,18.94312889,15.88099702,14.93752688,18.18643252,16.07038193,7.393570048,9.796880335,9.85926641,5.801448724
,id156,13.06162342,11.59660614,12.64071996,14.89260018,12.20562959,17.4170327,4.193632152,12.37084881,0.1859462935,id156,8.326709463,9.369894883,9.583064553,9.904683067,12.91670322,16.42706008,4.381945317,10.72616326,0.1420786769,id156,10.82412318,8.553447808,12.30976106,12.37126063,14.47211146,14.719187,4.559799435,11.76522067,0.1718760536
,id157,12.53416614,12.95716689,13.78233883,12.61840859,15.02347497,10.82878256,11.84000272,9.922772725,8.523011252,id157,10.25746418,9.37133479,11.25365965,10.66252726,9.820786955,8.422355298,9.013737231,8.183545093,5.200502824,id157,11.71909267,11.80236967,9.841357876,11.03854818,10.55342294,8.24944755,9.327035157,10.05580952,4.627627616
,id158,11.82746335,14.9091236,4.525146279,7.607147316,5.081852206,9.640752818,11.35562279,16.95814882,19.12696226,id158,9.00703807,11.43095552,4.052275856,5.664029838,3.686235509,4.761183217,6.423930505,12.97886874,13.33729477,id158,8.966613786,8.689698909,4.859167712,6.938548987,5.311582135,6.961468125,6.991953668,21.0831872,16.60297667
,id159,7.706177384,14.56328175,13.13239787,17.63017768,13.78144516,1.385860383,17.88653983,14.37982908,12.61344172,id159,6.842462989,11.81275026,10.9530086,15.26062553,15.82983709,1.103172277,20.90302003,12.36073159,13.205486,id159,9.05122862,12.79473545,14.41223158,13.83891987,13.07547035,1.283754325,21.08184257,19.14115673,10.45265953
,id16,10.432912,6.991455573,4.354553041,1.34529342,1.058525583,3.167763071,3.647811662,5.864771306,6.119226553,id16,6.237394026,4.306609905,2.694346219,0.8434037553,1.60257418,3.60213089,3.989842561,7.554604097,5.113559546,id16,8.184607154,6.922261974,4.127834415,1.339813486,2.265149322,5.39414488,5.254757274,9.268922608,6.21802666
,id160,10.70492936,12.7640483,11.6144049,13.34686067,6.254608276,15.65671905,16.48967967,10.69247495,18.81533539,id160,8.548539363,11.84244107,10.98692674,14.46748026,5.463877398,13.94957614,16.64156609,8.095695358,17.65078839,id160,9.46003319,17.44744532,15.22788547,15.77401019,6.085307441,16.21547277,22.40191974,11.54323858,35.94860045
,id161,11.92577362,16.05711387,10.99691605,17.41607813,15.87419574,16.42822427,16.92173029,9.170414846,17.13640566,id161,8.178391731,9.376552692,9.023142672,16.41444277,14.01535085,14.59099743,12.51216512,7.374420673,15.35917796,id161,10.14616159,17.36410358,10.28498878,16.27011376,20.90518869,19.3832069,13.39250394,12.01192564,22.36849273
,id162,7.496578633,9.713937751,11.63389371,4.605699288,11.11269944,12.02298199,15.36597303,2.374479943,8.749435853,id162,6.403556596,8.422941661,9.230174291,5.486194365,15.32538903,15.81336381,21.22102477,2.618855653,4.186810966,id162,9.815276618,12.31337334,13.91691309,5.649849435,7.712523537,15.37315434,20.55246649,3.221363034,6.628497307
,id163,14.83934379,17.54912816,9.000393557,9.987782477,14.02069159,13.81814303,15.71380424,9.00542452,11.12300088,id163,16.50423182,17.89253677,11.75973676,10.24413884,17.89987231,15.6934054,16.65662667,12.46776946,14.3797788,id163,20.56147883,23.92496926,15.74382369,12.85948493,21.76310751,25.53542396,27.31743447,11.89913778,15.93249833
,id164,8.268199291,6.725588043,15.88901593,18.70726701,14.85093946,13.94836146,14.96291089,20.84606879,17.88610855,id164,6.73007876,4.672755517,13.34538512,16.02248766,14.8787382,9.302799507,11.70122814,14.58675117,13.97818133,id164,6.810907301,4.0286859,16.29798039,11.46852647,16.49435911,10.3332163,11.84262332,13.55596475,17.97854565
,id165,20.52176608,22.40003898,9.053423242,8.785589518,13.15444606,12.69533275,1.576355218,11.46667373,16.43154895,id165,16.78285576,13.06560081,7.856811659,8.616750261,9.76870916,10.80336778,1.930781894,8.94058841,12.65153996,id165,20.36184843,21.63636069,15.79187342,11.51891317,15.28557179,16.79915485,3.02419202,14.82217317,27.22716913
,id166,19.34647762,1.999475943,2.290617486,4.213919284,18.65311907,0.6060218954,0.5698575866,1.2980034,4.651085381,id166,11.1173691,2.171962076,2.412263684,4.025666812,14.63887541,1.008862006,0.9528205204,3.002515396,2.200432096,id166,14.05642261,3.426312418,4.116601446,3.962660492,15.20001025,1.449669292,1.368275435,5.145556402,4.450000467
,id167,17.17601574,14.63455551,20.41286008,22.1634909,10.54230095,20.07396209,18.64443855,13.54026699,13.81336323,id167,10.16345582,10.80604266,16.02909871,17.34717916,7.46183116,16.91740933,14.91771166,12.5504112,11.11978703,id167,13.98541445,9.638333681,14.10371803,17.93138274,10.73102209,12.2546427,14.09890339,10.77340271,16.35035932
,id168,19.56294422,18.25753249,13.07415607,16.52294213,20.01713986,21.70905509,10.05555917,15.35934477,13.25836366,id168,17.27263461,13.57892487,12.56085319,13.13650538,13.1700564,18.86494432,9.387846888,15.82995925,14.88373908,id168,22.66790091,14.81327553,17.08663566,20.0318534,23.61337546,24.28222809,17.35397683,27.64299505,16.17084622
,id169,20.23447173,12.3448801,4.61166139,5.27986417,9.775862752,2.431087343,6.194471418,1.086975839,6.84677629,id169,17.83716778,9.33424463,4.745214763,4.880061149,3.828605957,1.566901393,4.228276069,1.565974569,8.518311457,id169,23.88729566,17.55072555,4.368596195,7.102739793,8.057764778,2.862970554,9.46818317,2.022893453,9.550232331
,id17,10.12851342,4.018927633,5.56698591,0.126143245,0.4776347438,9.038263956,4.332118947,7.947996119,0.06068767204,id17,6.037375705,2.586074024,2.950255318,0.129835294,0.536011937,4.632088729,1.770975268,3.262768412,0.05334761334,id17,7.227158899,2.805497894,2.579433288,0.134184865,0.4997805486,4.871519324,1.97016525,2.940208986,0.0556796753
