,High_Beta,variance (µ),,,,,,,,,Low_Beta,variance (µ),,,,,,,,,Mu,variance (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id143,0.000389777961,0.0006351897854,0.0005491128461,0.0005933150377,0.0005196591194,0.0005571427249,0.000411982832,0.0008127671895,0.0004292061414,id143,0.0002842804349,0.0002677761208,0.0005498529229,0.0005022031525,0.0003258587612,0.0003105604627,0.0003269764551,0.0007952263567,0.0005213735585,id143,0.0008477723048,0.0007961184574,0.000660370766,0.0006924733131,0.0007994783841,0.0007753650848,0.0005151449043,0.000953386057,0.001264953745
,id144,0.0005990540172,0.0004264964441,0.0004645200812,0.0005669065585,0.0006726795563,0.0003159574506,0.000302845668,0.0001714024375,0.0001406547359,id144,0.000467985386,0.0005199425204,0.0003019195197,0.0004447287028,0.0004361408732,0.0003479856555,0.0004235727783,0.0002313521155,0.0001412755346,id144,0.0007389491934,0.0007605287752,0.0007971132698,0.0008040034076,0.0007160761035,0.0003494996041,0.0006132635052,0.0001203982482,0.0004108760649
,id145,0.0004653292565,0.001110194171,0.0005576352819,0.0004763671104,0.0006301638809,0.0003617337664,0.0003823736275,0.0002084226103,0.0008281104334,id145,0.0004292243995,0.0007061242636,0.001060304757,0.0003865462709,0.0006457542487,0.0004796721334,0.0002411046284,0.0002320014079,0.0006358583203,id145,0.0004564209534,0.0009169689838,0.000409102757,0.0003168088494,0.000652313595,0.0006196137231,0.0004635848265,0.0003174426217,0.001084566156
,id146,0.0007516306224,0.0004136195383,0.0004441555301,0.0004885805065,0.0006519091345,0.0006608471171,0.0003246354732,0.0004861260244,0.0004145031893,id146,0.0003510854704,0.0001776171465,0.0003806609255,0.0002771712176,0.0003410160834,0.0005676635969,0.0003329757949,0.0003865510393,0.0004031830989,id146,0.0004595375201,0.0005121691454,0.0001980375171,0.0004274056641,0.0006841038137,0.0005942887533,0.0005290834828,0.0004330672861,0.0006390326251
,id147,0.0003687532825,0.0001411706762,0.0003016296114,0.0003933831685,0.0004982987645,0.0004015945134,0.0003952572717,0.0002911259721,0.0004011237329,id147,0.0001760461331,0.0001032384462,0.0003472142797,0.0001924259028,0.0003522183505,0.0002865415697,0.0003262613589,0.0002807632668,0.00008030752383,id147,0.0009030672119,0.0001643689681,0.001504846375,0.001373485131,0.002178210632,0.0009383005876,0.002151199462,0.0007638591086,0.002425435368
,id148,0.001214480382,0.0002898798128,0.0004045646784,0.001085184886,0.0005235869627,0.000687051142,0.0004360153442,0.0007743521244,0.0003939860897,id148,0.0003314752983,0.000237994802,0.000335949083,0.0002865538445,0.0003156412587,0.0003573070651,0.0002773307364,0.0002562817221,0.0006078865797,id148,0.0008986651175,0.0002817364071,0.000336229899,0.0003497452838,0.0004717400247,0.00061586044,0.0002608882373,0.0007766232797,0.0002385306708
,id149,0.000616333254,0.0005803830303,0.0001864444533,0.0002996052932,0.0009352799937,0.0002153998843,0.000181438452,0.000005177665862,0.0005238349719,id149,0.0002897922001,0.0004199279967,0.0001368741882,0.0003281744562,0.0007219993385,0.0001223019165,0.0001289361951,0.000002312375299,0.0002492133281,id149,0.0006303963583,0.0007278903289,0.0003856025211,0.0005668127805,0.00055459225,0.0001069073015,0.0001857486297,0.000002874835965,0.0004983412732
,id15,0.0003271574696,0.0005623730667,0.0004658823083,0.0004526973536,0.0005955563347,0.0007707676374,0.000584863025,0.0007814512509,0.00072560197,id15,0.0001126866822,0.0009012177579,0.0002545687271,0.0003633026532,0.0001460015302,0.0005662287288,0.0002154997107,0.0004818657933,0.0003221803011,id15,0.0004293026499,0.000387115952,0.0002831895361,0.0005894811847,0.0002368757423,0.0004899958428,0.0002732668408,0.0009878376072,0.0002112956813
,id150,0.000302328294,0.0004717940677,0.0004719117553,0.0002658166081,0.0003673784195,0.0007282515193,0.000506214302,0.0003850670814,0.0008514796936,id150,0.0001497970575,0.0002443422512,0.0004176648709,0.0001177834622,0.0002930501646,0.0003242324246,0.000201984257,0.0001960121118,0.0005192209965,id150,0.000382795666,0.0003316949413,0.0003457857429,0.0001873203686,0.000378168624,0.0005168489381,0.0004527466392,0.0002389590956,0.001081950615
,id151,0.0001490036691,0.000934828244,0.0006185285511,0.0004292606333,0.0004911840169,0.0007291770268,0.000697934518,0.0004669419691,0.0004918297805,id151,0.00005686815672,0.000274223287,0.0001460431416,0.0001666322182,0.0003677875346,0.0004911663674,0.0002749540044,0.0002477277355,0.0002893025729,id151,0.00005281686843,0.0002600438776,0.0002706741126,0.0002114063773,0.0003051028568,0.0005996652663,0.0004317350475,0.0004755990152,0.0005224384918
