,High_Beta,variance (µ),,,,,,,,,Low_Beta,variance (µ),,,,,,,,,Mu,variance (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id107,0.0005760122402,0.000554562328,0.0004503356981,0.0006471134493,0.0007428683708,0.0004895967385,0.0006085181631,0.0003302992064,0.0005149019238,id107,0.0003319449657,0.0003125671356,0.0003620797021,0.0004220744701,0.0005480744928,0.0004316149596,0.0004663229077,0.0003031350203,0.0006795205588,id107,0.001056426534,0.001189117448,0.0004432242741,0.001022131782,0.000831016631,0.001015086456,0.0009067189673,0.0002024799615,0.0008984708206
,id108,0.0006566202574,0.0007690540117,0.0001408329144,0.0002941245689,0.0004642445837,0.0004679853984,0.0004030772442,0.0006050513505,0.0003546487329,id108,0.0003340932237,0.0002192391481,0.00006891345303,0.0000874438769,0.0002243622656,0.0001225320306,0.0003197499398,0.0001805557546,0.0002377016127,id108,0.0003288652226,0.0001419343742,0.00006463578309,0.0002127493582,0.0002771171443,0.0001803937531,0.0001078287606,0.0003026464479,0.0002435312766
,id109,0.0005441114665,0.0004343191296,0.0003236603952,0.0001846041921,0.0003171563319,0.0003994435715,0.0005558435204,0.0002690280028,0.000300901797,id109,0.0003116079515,0.0002943894578,0.0002668758754,0.0002863941302,0.0001649756788,0.0002886746498,0.0002634801243,0.0001405571257,0.000179371134,id109,0.0007769574843,0.0004450439668,0.0003520021709,0.0004125664798,0.0003422512987,0.0005588337239,0.0009819865355,0.0001886781171,0.0003143479486
,id11,0.0006182989261,0.0003962551735,0.000005005838817,0.00000001060868409,0.0003126914178,0.0006908245335,0.0001842496681,0.0003440192646,0.0001028340664,id11,0.0003817159597,0.0002725338582,0.000002045914948,0.00000001134195379,0.000172156891,0.0002621479523,0.00004321993119,0.0002261336773,0.00001045253311,id11,0.001178823963,0.0001768596322,0.000002985621717,0.00000002549590435,0.0002052633306,0.0008052257875,0.000101428831,0.000790973532,0.0000107366547
,id110,0.00004482105544,0.000141193912,0.0006465650369,0.0003546523371,0.0003073679791,0.0002743378481,0.0001171986849,0.001080801697,0.0007318746161,id110,0.00001643740318,0.00007159977573,0.0006342550339,0.0002043180587,0.00008674615421,0.0001127527361,0.000128988215,0.0003859854365,0.0003569683821,id110,0.00003636077084,0.000131884203,0.0004692740395,0.0002415077945,0.0001426280407,0.0002078363698,0.00006991198423,0.0008253538868,0.0008980026902
,id111,0.0001888852814,0.00002664239305,0.000375464301,0.0001583117807,0.0002729707894,0.000503504766,0.0003210033655,0.00050294123,0.0004622634605,id111,0.00006260973213,0.00001562219779,0.00009906457731,0.00007236349338,0.0001140067418,0.0002638495928,0.0001181837562,0.0001266071451,0.0002016471759,id111,0.00007210036261,0.000009402915915,0.0001038271331,0.00008601595163,0.00008623746292,0.0003298027028,0.00008211178827,0.0001982042715,0.0001686994147
,id112,0.000001281395477,0.00009782220065,0.00004324502949,0.0005220226175,0.0002947043465,0.0004646777544,0.0004840795221,0.0004909980216,0.0006078787382,id112,0.0000003504302293,0.00003392995465,0.00003894065327,0.0004844080343,0.0001086264598,0.0002078853139,0.0002445631268,0.0002052421999,0.0002842576186,id112,0.0000007038192163,0.00006191853442,0.00004170354478,0.0005105918161,0.0002681308796,0.0002848369885,0.0001162217477,0.0001926679018,0.0002992097786
,id113,0.0006322321279,0.0008192359195,0.0003505680286,0.0004546852718,0.0005639131918,0.0005930718413,0.0008297956751,0.0005918935998,0.0005684597755,id113,0.0002685471675,0.00033571706,0.0002828759496,0.0005109836061,0.0003505704132,0.0002986246389,0.0004263036328,0.0003063701395,0.0003707058954,id113,0.0008584954808,0.0006427588248,0.0008070928145,0.000503734965,0.000520975348,0.0006857132484,0.001309467583,0.001152056825,0.001090996374
,id114,0.00008870348786,0.00006666086046,0.0002423766854,0.000374825845,0.0004233193883,0.0006637140029,0.0004328949717,0.0000694700366,0.0003918689562,id114,0.00004948331878,0.00002246664895,0.0001524580838,0.0004252653025,0.0001905737943,0.0005836250675,0.0003718890724,0.00004491416548,0.000493507198,id114,0.0001324047006,0.00002509172645,0.0003031946772,0.0003902088048,0.0005696927011,0.001498034271,0.0003177410007,0.0000772437424,0.0008585893223
,id115,0.0005936397677,0.00003085843121,0.00003461801427,0.00007758296115,0.0001238747757,0.0001461948033,0.00001047665542,0.0004854901443,0.000372421969,id115,0.0003753163524,0.00001178573474,0.00002008182652,0.00002413681393,0.00005617867852,0.000110900851,0.000002797211703,0.0001642612486,0.0001565876905,id115,0.0004450649363,0.00001433383053,0.000007267501344,0.00004727542029,0.0001294812984,0.0001554308325,0.000004961973897,0.0002214145278,0.0005151424163
