,High_Beta,mav (µ),,,,,,,,,Low_Beta,mav (µ),,,,,,,,,Mu,mav (µ),,,,,,,,
,id108,13.02327728,18.34083315,8.603774092,13.29337393,17.08625699,15.67870293,14.00981161,19.37479755,17.45320868,id108,10.27412663,13.4779418,5.00294133,9.348350195,11.7545006,9.527660927,11.14154992,16.19482814,14.08059476,id108,20.80453697,19.77666002,11.9518245,21.62584806,27.86283115,28.14190497,12.39907984,25.97581639,17.22803554
,id109,20.28460306,19.80785385,20.19115603,18.01182552,6.426820134,16.35052521,13.77354143,21.47546575,6.754524138,id109,19.44888561,17.53523328,21.29272744,16.53567703,4.700777241,19.82246001,11.5860848,20.29087336,5.689412839,id109,32.84537504,40.08748058,36.15438756,25.35347736,6.704681514,23.68901424,17.07056742,31.32073141,7.942281707
,id11,15.44759657,9.45520451,0.07217900005,0.00002609796251,0.04747605954,15.57934834,4.940720044,19.21688176,7.619590769,id11,13.48583831,8.390083852,0.04776379389,0.00006399404242,0.05454353936,14.71197554,3.745378215,17.76051989,3.503642408,id11,26.18789737,12.86852348,0.07712105886,0.0001309039438,0.06097965432,18.92512284,6.301735997,40.31094805,3.665956085
,id110,9.50757417,20.69930482,21.96744257,20.81518633,7.530842867,12.74760803,8.049320536,17.37210187,17.67374893,id110,7.851406883,16.36455172,19.8604876,16.47917792,7.360882403,13.54507186,10.2481196,13.79195151,11.05939505,id110,11.24738201,41.32379289,41.88524534,35.47728372,11.10903027,22.99357771,15.06584679,21.76275872,26.33425628
,id111,11.3325062,0.06169972156,8.984706622,8.64488605,11.8546527,17.03720009,7.186257198,12.13237656,11.06858147,id111,7.566366854,0.04029400871,6.961746808,5.359496015,8.326238298,12.08263915,4.566553836,9.380142794,5.854713599,id111,6.420134792,0.03232038074,6.896023248,6.190417871,7.199125332,11.71815786,4.602771159,8.656978939,6.773254502
,id112,3.085767215,10.19581446,6.118488562,18.60465302,19.28126804,20.51295571,15.63919207,14.87993538,21.05200298,id112,2.141044227,5.594505506,4.518580129,12.80195655,11.91586232,15.68710217,14.30360468,14.07581989,16.77695814,id112,2.703146019,12.33245365,10.97428721,28.22437423,26.55931227,19.61068138,20.77673158,20.95559835,34.12151443
,id113,17.98212643,23.12392746,21.83292523,20.1213993,21.13786839,22.28497859,20.78358617,17.07226642,18.69688423,id113,14.1943069,14.48051538,13.79182621,15.58063782,17.1849659,16.52035605,13.81494594,17.15221633,17.69949244,id113,39.69111497,45.5633156,44.27286805,45.86062845,44.68951345,48.2717177,42.08652266,37.95095526,40.04825517
,id114,5.775850474,6.74423209,14.79282414,18.13783581,4.890549532,20.9990492,16.08873095,6.693513986,18.42919992,id114,6.409620698,4.30101466,10.70036811,17.8008143,5.927002933,22.24939414,13.40709278,5.305654906,21.1340806,id114,6.44273715,5.793630835,19.60471771,30.64756293,7.252476003,36.65067851,23.19876437,7.586054835,37.76116888
,id115,12.59957724,5.179350876,3.852124034,4.893163165,10.46955733,10.2826008,1.519953756,8.13350158,19.9335612,id115,9.234097989,3.496534307,3.164374127,3.78868149,10.93211511,9.044611687,1.490060913,7.143975235,19.67883104,id115,11.49969397,4.051214427,2.936203008,4.725359908,11.882364,9.560080514,1.304614152,8.603707007,16.39543105
,id116,17.9697396,18.0784762,20.74355928,16.39689815,19.69912933,17.61931799,14.08582595,22.33910004,14.66931518,id116,18.82016278,10.68472878,17.48290636,15.23620612,16.00891543,14.00360349,13.85813353,15.27813378,11.38632828,id116,28.05901779,27.80717741,46.12321131,27.10589148,46.06679453,40.10122776,32.76408088,41.98357099,29.14972749
,id117,7.053262271,12.75218886,23.3523614,10.42436315,3.572083921,3.474301173,17.01206427,8.261133766,10.15610548,id117,8.355392622,15.4933499,27.81860581,11.57546052,5.792340822,4.052665606,21.03964199,11.16587722,13.00330141,id117,9.004147358,18.56880036,23.51670122,11.65918534,4.866308619,4.79609704,17.53134581,13.74906782,11.53816954
,id118,5.089625955,8.926255672,6.03356824,6.171402733,5.812871424,6.70373512,3.461924282,6.597688771,2.91209734,id118,4.477148704,7.947403432,4.550891102,4.91944981,4.16209491,4.584333115,3.305203997,5.423142948,2.020110352,id118,6.239914368,5.835684851,5.083487812,4.707703271,5.122863117,4.87609986,3.331354121,5.351786459,2.403922714
,id119,6.186026123,16.92315105,22.9729268,19.70784954,20.29120114,20.95410043,16.89395327,20.57009806,17.46646482,id119,5.621252566,15.96775391,18.14197902,15.79573477,17.93018287,18.04441292,15.16417714,17.37355312,15.33454167,id119,12.84551243,35.19113722,49.07862112,44.21770989,48.81127645,44.17938594,42.16201,45.3310295,24.89773443
,id12,18.16166801,3.587360443,5.717073007,17.8507693,3.99789862,0.0001182821245,18.01514567,15.97571805,2.94152751,id12,14.04597859,2.442880592,3.620594944,12.23212027,3.417660305,0.0001841574446,13.46066018,12.96449025,2.349064132,id12,18.0475118,3.126050463,4.069615545,13.15621585,4.051273244,0.0003821134514,20.0336571,14.98988633,2.487768806
,id120,20.54056052,15.09404627,4.726269448,19.88511778,21.77092727,22.08372886,15.87079912,20.60865095,17.52323871,id120,16.49320869,10.46847408,4.716928177,16.97111502,17.41141164,20.53976355,12.48574715,17.02661678,12.10596644,id120,43.43358027,20.27714075,5.894657429,44.99932038,43.32951972,49.66870569,31.47139648,33.76241197,25.090043
,id121,12.72330872,13.47078906,17.33830813,15.89806685,18.00607404,16.44876041,13.97630541,3.070565668,17.13680869,id121,10.50163782,10.2750225,12.94678086,11.71140588,12.07325007,15.03277511,11.55408605,2.413580684,18.12182447,id121,17.14267065,20.02807658,23.41099586,19.61686499,25.56138097,28.12347314,19.73162868,3.064282803,28.68321384
,id122,26.08440773,19.94706522,12.58235191,13.92348794,9.627212221,0.0320636466,12.77136566,19.61560729,13.92953009,id122,19.81867546,13.35383092,11.41024059,13.39122165,11.96849449,0.08468582356,13.68591825,17.93194412,14.29722689,id122,45.57398075,32.80493288,25.41534642,15.63038827,15.78528088,0.1140527764,24.67223756,31.62623213,17.82237044
,id123,22.18729436,3.944182528,14.21932544,21.91353247,19.77458389,0.7301653645,17.68886361,19.89061789,11.89478271,id123,19.67715734,3.292970297,11.25230069,20.08544843,15.47292987,0.6229341335,15.16113554,17.6389724,11.00462136,id123,30.17810911,6.485017178,18.89142245,35.4932554,26.72006354,1.565051283,37.56288772,33.35621251,17.36768688
,id124,9.284134466,0.03876594443,7.463049729,0,5.605028472,12.67327749,1.950146901,3.917229371,0.0000193951748,id124,7.115843497,0.06642147555,5.9441562,0,4.823888748,9.606743628,1.453354803,2.352403604,0.00004743405656,id124,7.02442245,0.04960052373,8.115351438,0,4.108615534,10.01050385,1.89906346,3.060196639,0.00004716891379
,id125,1.17486975,18.38144227,11.61909184,8.773033892,20.82911291,17.68248121,16.75549484,19.53517206,18.24472923,id125,0.9034859007,12.45605274,10.21092974,9.378036497,17.97791456,15.93840532,12.74102945,19.41070306,17.65448113,id125,1.327848156,27.57530475,16.79689425,15.3739133,32.75129624,35.39469968,30.00433185,39.47590009,36.92907459
,id126,13.64526086,13.01824019,18.92489842,14.1887213,15.29302962,12.58013998,12.91590136,10.38420153,5.810337606,id126,13.14278673,10.20222365,18.60055178,12.64543048,19.13203885,13.66747452,12.86780173,9.010831956,3.856587006,id126,14.73309715,8.637997938,17.75691627,13.2822537,14.54152527,13.3498523,12.79600549,10.39021817,4.233750723
,id127,18.73374696,23.52034313,16.10145816,20.92912124,23.76037836,0.0001786463361,13.99282147,1.677628919,8.932313994,id127,17.30076282,19.70667782,14.77976394,16.45963813,19.40402661,0.0003086680689,12.67880173,2.542303427,8.460894607,id127,23.29388626,20.03721878,16.84935034,24.79149412,34.83285388,0.0005749820855,13.98097492,2.351077664,10.78323273
,id128,20.75358917,12.30979183,15.02435944,22.35867725,16.2531374,19.51768164,21.55915925,4.910105358,22.78464373,id128,12.55226868,10.175028,9.549257326,16.74664409,11.85509322,17.26159782,17.73432452,2.760971216,16.47720096,id128,25.75416203,16.63509311,18.42138402,23.00848248,24.15585454,35.86225917,30.9240567,7.533191347,29.21374783
,id129,21.76406866,14.28115012,10.84038961,16.04660335,12.36097147,17.10702727,12.66103207,17.8081395,1.190335378,id129,18.68046263,14.58862256,11.3111455,11.70276613,9.882994068,11.64008404,9.16243233,13.97270706,1.261892582,id129,28.57645578,14.65457657,11.73399283,17.74864874,11.51844968,15.73408074,10.7023586,15.98760543,1.365224921
,id13,4.964703552,14.53598128,13.35219651,6.311615866,7.90851631,4.091545539,7.560733786,8.524568729,7.61353724,id13,4.833406184,13.19030689,8.366525975,6.060662032,7.807468315,4.482581185,5.843035203,6.975562972,4.932132918,id13,5.045392963,13.13985829,11.31022508,6.435417912,12.02456394,6.28926248,7.017320118,6.786626266,6.711003375
,id130,0.04455557512,0.1916820011,2.924535381,0.8311563327,17.40761,5.814229147,15.10249018,20.61004613,20.03579909,id130,0.06310444874,0.1890332886,2.845908318,0.7432958194,18.96130662,7.121053015,14.96430727,25.92967861,23.25971673,id130,0.0527623331,0.1870361672,3.297484087,0.7784179776,17.65060237,7.3837967,27.69867419,27.19093742,22.14408119
,id131,3.851610405,0.3665286779,4.985048339,4.963862998,0.7897433851,17.04046199,1.930599161,0.7219105734,2.715581715,id131,3.633542624,0.2924017769,5.833364083,3.740609256,0.8970416996,14.33486928,1.57997091,1.035232684,2.549092998,id131,5.101268638,0.3910933971,4.959316414,6.044013385,0.9209267051,18.80376696,3.545797532,1.639639491,3.342924059
,id132,8.321792922,12.22351943,17.43259285,8.322989652,11.6257088,20.78889468,12.10254525,21.05721487,20.50853614,id132,8.873511961,12.13868054,14.78790722,5.929822333,9.534878698,12.94389815,14.24761101,16.79064961,16.54946367,id132,15.55506416,28.20067823,41.60295724,14.44873951,28.48347642,55.53239456,28.24268469,52.74949769,53.74741472
,id133,20.60552342,19.57629696,19.37930386,19.37854216,15.25859807,18.88764117,16.57037403,16.74551933,22.61198251,id133,19.70599998,17.86222108,18.08209261,23.6103469,16.86135045,25.67842213,18.28610738,12.48613345,17.4903294,id133,30.90409491,20.85347866,25.08306312,20.69587509,21.92111225,33.25280485,30.18612103,27.31245025,33.75587292
,id134,12.49312373,9.696317219,15.65803048,11.24511201,13.46773083,11.91594175,8.935295034,17.69445654,16.01003177,id134,11.86248357,6.578710868,10.85070241,7.46361908,8.072282788,7.711279183,6.107747938,12.46513198,11.2314231,id134,10.31376053,7.50098028,14.60258487,7.015673375,9.413823704,10.80227546,7.861976538,15.96536913,15.56191106
,id135,13.94841263,20.90735786,17.72386861,16.70710329,16.91849905,19.00509825,18.91276485,17.89122485,18.72927171,id135,12.34814,18.3855758,15.30011758,13.32593535,18.33247258,17.80982671,18.42285843,18.99498071,16.81837752,id135,19.21971584,39.71618794,30.1899888,27.49483256,36.19515483,31.5973329,35.67893991,39.69624634,35.22071351
,id136,18.97166209,17.14229736,18.28429201,15.31465461,14.86887105,16.96731828,23.3153405,21.69062476,7.337765481,id136,19.1112781,14.4199626,18.75625631,16.25084278,12.28669463,15.02150623,21.00118202,20.28803902,5.948722317,id136,34.40408787,27.48576032,38.9096572,30.32647868,30.3663162,19.76732456,40.94080355,40.0338275,17.01911797
,id137,9.323073665,12.95035204,5.297842066,19.88246021,8.534643039,5.342367781,6.268069992,14.48349725,9.303463363,id137,6.640411766,7.743814623,3.68454146,12.0119131,5.264255463,3.527928256,4.70136527,9.808531515,6.495841582,id137,11.51877678,12.70074722,7.534715811,18.9489779,6.56097294,3.854010489,5.597889147,17.04547851,12.39539893
,id138,15.87501889,17.57048556,19.15176003,12.84086615,17.17592488,18.09690778,15.52303072,11.84013356,18.29121787,id138,14.43787456,16.98156034,16.08940383,13.33975122,17.87634254,16.22259487,14.62029515,11.63868395,11.78926399,id138,21.45778948,27.78317791,38.89555876,19.87753622,28.19190919,36.16275757,32.56074443,19.7640825,14.86380281
,id139,22.15752529,23.91864305,21.98828155,21.11903847,25.54727001,23.05197134,20.00451631,19.9964284,16.79534153,id139,16.95118294,17.5650411,18.77553104,16.07416166,13.11199041,17.87121453,18.45355435,15.26129672,13.85889724,id139,43.36382368,45.67290847,55.71363992,47.37371949,48.4765111,50.93790343,44.92374313,37.80388887,33.38396746
,id14,3.735318775,6.225477949,2.790733429,7.203383695,7.919170077,21.83539415,20.12280518,9.904774148,10.72391356,id14,7.646169889,4.859979147,2.51451426,6.642879634,5.29812439,25.56667298,18.7755569,10.23892426,12.24249788,id14,5.775851095,9.740686288,3.093202019,9.245346421,8.853135236,28.98955657,33.3051356,11.7005883,17.56197184
,id140,25.90824609,21.92182984,20.08922581,20.06754895,22.72807444,22.05523649,9.940904597,20.26715643,23.47934736,id140,22.93246422,22.76674907,20.15879341,16.01054441,18.49267115,16.05343159,9.637581241,17.99153418,16.01850363,id140,31.46170431,25.88511586,39.09326802,32.62568428,47.71721652,43.05660384,13.69163508,53.50999995,26.37766386
,id141,18.25466345,15.53105957,17.8371324,16.68035181,18.53526466,12.21468163,11.71553119,19.35910529,13.86218889,id141,15.57937773,14.19288894,17.63099001,16.68273941,16.02438197,15.4110562,13.07364462,18.7780795,14.85187977,id141,29.95628836,22.15516434,24.13176449,24.16048356,24.1048285,17.38820818,18.86177766,27.68615691,22.5357824
,id142,23.87772879,21.72134692,15.04244044,23.28005619,17.62460778,18.0639074,13.66790632,10.79846165,20.00083389,id142,20.59215614,16.04569039,12.89611516,18.98296454,13.04131856,14.87451123,14.35679058,14.73129997,13.27588089,id142,49.39380933,33.05654742,22.78976581,50.68665537,41.49716794,26.77085823,23.84361078,14.71341105,42.02168402
,id143,19.08853014,18.53927169,13.01397687,15.91672402,21.04185392,23.63417329,18.77819136,20.8721116,23.61335463,id143,16.52416395,17.31774132,10.74584488,15.68671963,18.15260554,18.94440655,14.57922538,18.22851456,18.7681513,id143,24.21335923,31.56348471,24.97218716,30.14968208,31.8548462,29.04141842,29.14858633,40.45771073,31.70568994
,id144,15.93907902,8.937502286,21.84073105,19.37282977,22.76809503,18.43764946,9.753126544,17.65010037,21.41873193,id144,12.89530138,8.650295195,15.67612309,13.77229165,18.10970271,14.2957717,8.443243542,15.76489259,16.08514177,id144,39.51759265,20.01764304,52.1009493,41.31400758,43.31285616,61.37324606,12.97244512,38.04958941,40.52584529
,id145,20.51723096,17.60470919,24.17837672,17.68325737,21.40927328,20.16828897,21.51155857,7.446829692,11.14033836,id145,17.03918202,17.1445694,20.16943266,16.80778468,20.65688589,21.78464978,20.01547339,5.944151634,9.931422934,id145,32.07933512,24.42355029,32.41752052,29.23331822,36.30584887,29.95723164,28.40312488,7.976591947,15.31083392
,id146,11.99266818,19.11813868,16.82957689,19.47800055,17.68492627,15.99850727,18.22702391,22.72668454,13.36172162,id146,10.22487529,15.27546548,15.14093919,10.85666983,13.51091614,11.82583401,14.78442529,15.20786296,10.49541517,id146,18.17870082,32.69645717,22.09907989,35.17223298,23.87980781,31.2003541,22.959923,37.44406967,17.87988118
,id147,13.69288538,13.3493477,16.11517712,15.52000286,6.253508782,13.57624895,10.35888787,13.46933969,15.62143793,id147,11.21904398,14.81933296,12.47156671,13.56312183,8.239855594,10.64812728,12.65046692,12.934525,13.24528448,id147,25.55164246,29.50072644,36.90112886,36.0292509,13.60328325,31.96010497,21.63777732,23.58453505,37.32064472
,id148,22.62110139,19.50025627,15.73246771,12.43823531,17.73927944,6.307102201,13.87030608,19.38758117,4.005300898,id148,20.09234294,15.53527047,12.33313676,8.358128021,16.12412422,5.102850376,10.98545667,14.68541927,3.905553185,id148,29.46793028,19.74740962,17.53140116,11.33672413,18.22874821,7.329461884,16.18826411,29.08076615,6.014234051
,id149,21.95372553,19.5056931,23.54167166,23.25308139,15.94571709,15.39061927,22.3490217,24.37896927,18.58627316,id149,14.25252873,17.67408522,18.18976716,14.00320373,17.39997318,11.42375633,22.48738968,25.54992713,16.73340062,id149,28.59740564,24.48371285,38.55439456,32.77330907,25.3541487,17.70645757,34.85339261,35.49424656,25.388696
,id15,14.26391155,21.41921161,20.45091684,15.08696443,20.87028799,15.22576462,16.54304877,15.51933013,20.48696849,id15,8.089032515,13.6827749,18.99574162,12.51958352,15.51711464,9.800386211,10.89233254,11.51094023,15.9347889,id15,7.799484018,23.93586989,22.38869185,17.29680223,21.02691117,16.96315967,17.55401129,17.52951919,22.2593332
,id150,1.723964477,17.50879396,18.57838978,13.15216884,20.71402119,18.32547,22.63543975,12.11699378,20.86258741,id150,1.772335743,16.37247237,14.10206891,10.62281533,19.18255735,15.19227844,19.01804126,12.54472837,20.66581215,id150,1.189938468,16.22968055,18.32308916,13.26990516,22.10803652,18.26601025,22.02039281,14.6309572,20.93287692
,id151,11.49466229,19.47580158,19.13087768,9.107739927,10.70919029,14.80335574,20.51742408,20.36379022,20.22264785,id151,7.236893407,13.45416295,13.31451642,6.91283292,9.665212009,15.12306479,23.22888466,20.83356172,14.87786887,id151,8.159259088,21.83778063,19.78339229,9.166827096,10.12756963,19.39120374,21.74901957,32.3951553,18.92467095
,id152,0.4641311298,0.6260326763,2.526938544,7.6900961,0.8310947139,1.37356513,21.41310163,12.17243153,7.036814974,id152,0.3857607638,0.590613953,1.721219702,6.045087268,0.3818603393,0.804007228,13.61620558,9.283173308,6.905774913,id152,0.3933849689,0.5536936932,2.306624375,8.254604262,0.3845166326,1.100701682,21.72808396,12.43764349,7.383989998
,id153,17.27976735,21.32831571,13.09914813,2.100042357,26.0317014,22.6055116,20.06539963,20.01617806,20.68685036,id153,10.54056088,19.06532462,10.03076609,2.369302587,20.44323719,19.19397599,15.47785223,15.62525324,17.13458262,id153,19.48885781,28.25177036,19.98930416,4.095335715,38.38727516,38.03587173,22.33488087,36.991606,42.81017905
,id154,19.10231323,20.1116837,17.01010959,22.95532296,21.99581159,19.04729597,14.57433007,19.23716271,22.28594113,id154,12.9531141,15.70152787,16.68905994,15.85345873,18.01633696,15.77939841,11.9286069,17.21617155,14.12758517,id154,32.82263248,40.18574194,27.10749342,47.24851446,43.11167835,43.6422211,22.32741073,45.93556071,53.17380459
,id155,19.62254955,14.0540297,16.22306187,13.33408068,11.8913917,14.32030307,15.93412519,9.005083241,9.872034499,id155,18.25784816,13.12547503,13.6072812,13.62423678,10.69485718,11.4813521,12.68054324,9.349789164,6.099401042,id155,25.35091613,20.0595389,21.39485801,17.14778714,18.36014917,17.76724569,18.15196105,13.37023194,6.959408493
,id156,15.9422273,8.161128877,18.24278506,17.00647462,13.87739648,22.44722469,18.84892463,14.2895793,0.4037920354,id156,17.24014054,7.869074978,14.92936242,12.31985531,17.32441476,29.38046532,22.02208153,16.91810101,0.442192727,id156,16.85009135,6.778653496,16.77901316,15.40560667,13.41801904,23.62301682,17.90683607,13.82920536,0.4852177254
,id157,15.99509362,15.3052347,15.48464256,17.2530291,14.73708878,12.34786391,19.75880515,22.19752305,15.65579488,id157,14.04280028,12.50141764,17.13214414,23.96850393,11.37004695,9.047893412,19.74227635,23.02922324,17.15986398,id157,12.85833386,13.24873309,15.72543454,15.21524643,14.42228747,9.75614809,22.08579369,25.5720304,14.3023217
,id158,15.61183211,13.17609224,3.162685561,12.00542887,17.0996248,17.5450871,18.74419223,11.67760171,12.2499972,id158,9.498380703,11.09783727,2.610478313,8.801787194,13.65631877,14.32876048,12.2121834,10.97585733,12.8717106,id158,9.443177233,15.11263292,2.830429943,10.5472001,16.54105949,14.14752415,18.28943814,14.70877254,15.89968705
,id159,13.23201619,18.9316103,16.40416079,11.9456965,19.35126241,0.08099070296,21.6602853,17.47937195,4.086356312,id159,12.26330035,20.36582775,15.7202091,10.09066878,17.92424199,0.05922562935,18.25998823,19.84891185,3.713447998,id159,16.04430405,32.18966998,38.61203044,17.28894888,32.56506587,0.07667721411,46.92672979,26.3874744,6.012734269
,id16,12.53499471,11.06534948,6.503705222,0.477855277,0.5286720965,0.6377770506,9.622132716,8.985775627,4.915883546,id16,9.792392219,11.59637657,4.250231084,0.2738747177,0.2794240016,1.140404391,10.16400762,7.07653554,4.157826873,id16,8.10722587,9.863159178,5.743760266,0.6826801025,0.7292454502,1.193948066,9.666804101,7.996818288,5.135611274
,id160,18.92065065,20.73403438,16.67646589,8.901489942,1.84678575,11.52559414,18.59601977,15.62630082,20.85313316,id160,15.18110751,16.0528072,14.86448638,7.962591602,1.486213421,11.47319467,15.79748861,12.56167561,14.91896102,id160,37.31960098,35.41437369,27.65765048,13.62008019,3.326312656,13.88526566,38.52024565,24.98802093,36.17846332
,id161,12.08263587,18.5761428,17.18546407,13.41165699,20.44950252,7.873014576,20.55569856,18.65784418,22.39409614,id161,8.824935116,14.02504653,12.34170475,7.961554538,15.8542638,8.520216984,15.63855722,15.19538671,14.50653014,id161,13.29405183,29.81681537,21.95728709,23.44921189,41.6333131,16.52397363,40.10615337,41.0576229,36.02327067
,id162,13.04719429,17.61720995,12.35302924,13.11225927,11.02742589,20.9927365,17.30757245,21.61713557,17.14061523,id162,13.85507592,16.33370351,11.55539089,15.95775972,8.023309402,24.54309466,20.07969834,23.87842934,19.62455661,id162,24.53753787,27.62922911,22.72201451,18.11759568,9.80683453,29.24300118,25.18008841,17.45589502,27.00341608
,id163,15.95082656,17.64127893,21.76861279,21.45290797,17.03855943,1.953571591,1.101405089,21.86848505,10.16590554,id163,16.61974732,16.03583947,22.23951276,15.90938274,17.3381751,2.195338713,1.665300677,20.44079769,8.476232637,id163,39.85258128,20.5363598,47.47045903,53.86457771,46.56125447,2.342487631,2.422849516,42.9115383,15.53717077
,id164,7.380857209,10.13754072,15.18902158,15.13200606,5.753048328,17.99299066,11.3970828,15.83286675,11.96630223,id164,5.146418195,7.411247726,11.9816701,10.49288776,4.308729819,15.08494641,12.85488289,11.89573733,8.383460471,id164,4.499585718,9.015203339,21.92919415,13.13390532,7.959142351,20.57807691,16.8218396,21.9062679,13.25761875
,id165,17.54404019,21.13314185,9.707285055,5.324790132,12.58522537,16.62408617,14.76603383,25.04537427,23.04347707,id165,11.77847962,16.5600736,9.753054803,6.577732162,9.592070543,13.44069297,14.3653094,13.1960749,15.40737304,id165,23.68474325,41.7958359,14.46141169,8.128341141,15.35823366,23.0274946,26.68892652,37.42128594,43.80089564
,id166,4.504768494,3.186291768,5.70663014,4.391958144,10.52425242,1.796539585,1.476737461,4.627688578,9.867563909,id166,5.22307057,3.285053822,6.399343634,6.334731034,8.729329099,1.871773505,2.176127029,6.710369515,5.046937724,id166,6.756351735,2.740415464,8.711525114,7.738460278,12.47459179,2.130253426,3.387647815,7.311698525,14.067299
,id167,16.33438866,19.63515902,17.40883573,21.81826659,23.1649556,13.57043449,21.57003821,22.23027283,22.14483596,id167,13.1438489,18.16414279,14.33462993,18.05734827,20.1564645,13.12199022,16.21601149,16.33928353,18.45234619,id167,28.54425468,37.17370494,29.72817635,33.95400472,38.91701743,18.74337119,25.0156872,23.34991684,29.02213588
,id168,17.05258996,21.5652477,19.9715155,16.12599024,21.96004016,18.29104896,22.87149213,22.06267651,25.2186505,id168,10.7494978,15.81360608,17.86524676,13.98949341,17.99179241,22.29549476,17.48548111,16.51557518,17.71772539,id168,22.79214633,28.83020823,27.1484379,24.93678741,30.92079397,25.51546163,34.62810141,34.35396415,38.57635035
,id169,22.31043191,17.98281663,5.167137912,12.36751944,15.59991441,5.486057253,3.858521618,5.310988713,5.04832208,id169,17.30711605,16.16242532,5.729098836,10.84381998,14.31046767,5.639644802,7.624025628,4.828790685,6.880426472,id169,41.05252158,33.3436512,7.113683881,25.67272265,40.89736592,12.96477012,10.75320142,9.226659355,10.06160876
,id17,7.927861935,1.403901114,11.81397661,0.3411381393,1.394544521,2.10074784,2.523548454,1.3735105,1.259586685,id17,4.751291932,0.9189721322,5.055478458,0.3058191343,0.7295674229,1.01325496,1.020788226,0.9368970044,0.7442680321,id17,5.818044688,1.263034984,5.416424573,0.2369931751,1.120582097,1.435701139,1.186656957,1.282766796,0.8335777665
