subject_id,task,channel,subband,scenario,scenario_num,mav,variance
id142,resting,CZ,Low_Beta,scenario8,8,6.708583098,0.0001063055046
id142,resting,CZ,Low_Beta,scenario9,9,16.34074192,0.0004717804896
id142,resting,CZ,Mu,scenario1,1,21.53554583,0.0009933615918
id142,resting,CZ,Mu,scenario2,2,23.68976499,0.00117320452
id142,resting,CZ,Mu,scenario3,3,13.16760072,0.0003301690542
id142,resting,CZ,Mu,scenario4,4,25.25264219,0.001300138705
id142,resting,CZ,Mu,scenario5,5,19.54084381,0.0007915281451
id142,resting,CZ,Mu,scenario6,6,19.24558902,0.0007057464984
id142,resting,CZ,Mu,scenario7,7,19.55367659,0.000692807702
id142,resting,CZ,Mu,scenario8,8,8.492173238,0.0001907821348
id142,resting,CZ,Mu,scenario9,9,23.90012632,0.001251671351
id142,thinking,C3,High_Beta,scenario1,1,25.22038371,0.001040039767
id142,thinking,C3,High_Beta,scenario2,2,17.82982591,0.0006266307169
id142,thinking,C3,High_Beta,scenario3,3,22.93045089,0.0008735722913
id142,thinking,C3,High_Beta,scenario4,4,21.07001746,0.0007691552704
id142,thinking,C3,High_Beta,scenario5,5,4.560814511,8.693231267e-05
id142,thinking,C3,High_Beta,scenario6,6,14.61831118,0.0004365133274
id142,thinking,C3,High_Beta,scenario7,7,18.07406737,0.0006105391732
id142,thinking,C3,High_Beta,scenario8,8,12.53897915,0.0004196548978
id142,thinking,C3,High_Beta,scenario9,9,21.00515676,0.0007318628611
id142,thinking,C3,Low_Beta,scenario1,1,18.23202529,0.0005726865211
id142,thinking,C3,Low_Beta,scenario2,2,14.98093318,0.0003980311047
id142,thinking,C3,Low_Beta,scenario3,3,16.8206504,0.0004537921425
id142,thinking,C3,Low_Beta,scenario4,4,15.54683504,0.0003978450061
id142,thinking,C3,Low_Beta,scenario5,5,4.592475493,5.791724862e-05
id142,thinking,C3,Low_Beta,scenario6,6,13.00229268,0.0003057533012
id142,thinking,C3,Low_Beta,scenario7,7,13.35944924,0.000270719327
id142,thinking,C3,Low_Beta,scenario8,8,8.820720034,0.0001710575178
id142,thinking,C3,Low_Beta,scenario9,9,15.51783358,0.0003713903632
id142,thinking,C3,Mu,scenario1,1,46.01901803,0.003150120724
id142,thinking,C3,Mu,scenario2,2,29.50364639,0.001829874919
id142,thinking,C3,Mu,scenario3,3,36.27470198,0.002077574104
id142,thinking,C3,Mu,scenario4,4,51.07181629,0.003917819896
id142,thinking,C3,Mu,scenario5,5,6.160526426,0.0001196296187
id142,thinking,C3,Mu,scenario6,6,19.55624391,0.0007501038435
id142,thinking,C3,Mu,scenario7,7,38.12977311,0.002373020342
id142,thinking,C3,Mu,scenario8,8,19.2310775,0.0009228054239
id142,thinking,C3,Mu,scenario9,9,53.47483339,0.004043452288
id142,thinking,C4,High_Beta,scenario1,1,23.87772879,0.0009654621508
id142,thinking,C4,High_Beta,scenario2,2,21.72134692,0.0008370198228
id142,thinking,C4,High_Beta,scenario3,3,15.04244044,0.0004492488853
id142,thinking,C4,High_Beta,scenario4,4,23.28005619,0.0009203556268
id142,thinking,C4,High_Beta,scenario5,5,17.62460778,0.0005582443995
id142,thinking,C4,High_Beta,scenario6,6,18.0639074,0.0006040331715
id142,thinking,C4,High_Beta,scenario7,7,13.66790632,0.0004582556121
id142,thinking,C4,High_Beta,scenario8,8,10.79846165,0.0003371077857
id142,thinking,C4,High_Beta,scenario9,9,20.00083389,0.0007196807681
id142,thinking,C4,Low_Beta,scenario1,1,20.59215614,0.0006201846777
id142,thinking,C4,Low_Beta,scenario2,2,16.04569039,0.0004287726901
id142,thinking,C4,Low_Beta,scenario3,3,12.89611516,0.0002816877061
id142,thinking,C4,Low_Beta,scenario4,4,18.98296454,0.0006445933298
id142,thinking,C4,Low_Beta,scenario5,5,13.04131856,0.0003507705114
id142,thinking,C4,Low_Beta,scenario6,6,14.87451123,0.0003942306322
id142,thinking,C4,Low_Beta,scenario7,7,14.35679058,0.0003994641213
id142,thinking,C4,Low_Beta,scenario8,8,14.73129997,0.0005534922898
id142,thinking,C4,Low_Beta,scenario9,9,13.27588089,0.0002917167099
id142,thinking,C4,Mu,scenario1,1,49.39380933,0.003458835159
id142,thinking,C4,Mu,scenario2,2,33.05654742,0.001959504258
id142,thinking,C4,Mu,scenario3,3,22.78976581,0.001009988811
id142,thinking,C4,Mu,scenario4,4,50.68665537,0.003853653215
id142,thinking,C4,Mu,scenario5,5,41.49716794,0.003108304356
id142,thinking,C4,Mu,scenario6,6,26.77085823,0.001333002619
id142,thinking,C4,Mu,scenario7,7,23.84361078,0.001168165924
id142,thinking,C4,Mu,scenario8,8,14.71341105,0.0004938078124
id142,thinking,C4,Mu,scenario9,9,42.02168402,0.002826225252
id142,thinking,CZ,High_Beta,scenario1,1,22.77163565,0.0008737193642
id142,thinking,CZ,High_Beta,scenario2,2,19.34997732,0.000665510339
id142,thinking,CZ,High_Beta,scenario3,3,20.66252821,0.0006960507465
id142,thinking,CZ,High_Beta,scenario4,4,21.39010989,0.0008013290106
id142,thinking,CZ,High_Beta,scenario5,5,18.48941943,0.0006135395639
id142,thinking,CZ,High_Beta,scenario6,6,16.49949515,0.000596121034
id142,thinking,CZ,High_Beta,scenario7,7,16.98873778,0.0005721709277
id142,thinking,CZ,High_Beta,scenario8,8,15.04361979,0.0005322912604
id142,thinking,CZ,High_Beta,scenario9,9,20.28484268,0.0006790117158
id142,thinking,CZ,Low_Beta,scenario1,1,16.10928287,0.0003876802184
id142,thinking,CZ,Low_Beta,scenario2,2,12.88054089,0.000293859575
id142,thinking,CZ,Low_Beta,scenario3,3,18.81971579,0.0005737434143
id142,thinking,CZ,Low_Beta,scenario4,4,16.5235859,0.0004580407989
id142,thinking,CZ,Low_Beta,scenario5,5,13.36943648,0.0002919143468
id142,thinking,CZ,Low_Beta,scenario6,6,12.22555342,0.0002735670512
id142,thinking,CZ,Low_Beta,scenario7,7,15.62793465,0.0004095634838
id142,thinking,CZ,Low_Beta,scenario8,8,14.69091717,0.0004129825661
id142,thinking,CZ,Low_Beta,scenario9,9,12.83186706,0.0002564046292
id142,thinking,CZ,Mu,scenario1,1,46.74435369,0.00342721174
id142,thinking,CZ,Mu,scenario2,2,34.56275967,0.002255853375
id142,thinking,CZ,Mu,scenario3,3,36.33934808,0.00218524589
id142,thinking,CZ,Mu,scenario4,4,50.02749505,0.003906743896
id142,thinking,CZ,Mu,scenario5,5,45.33805601,0.003473831576
id142,thinking,CZ,Mu,scenario6,6,25.48064051,0.001325654958
id142,thinking,CZ,Mu,scenario7,7,28.08604818,0.001413526244
id142,thinking,CZ,Mu,scenario8,8,24.07445056,0.001245381455
id142,thinking,CZ,Mu,scenario9,9,51.90735371,0.003851850715
id143,resting,C3,High_Beta,scenario1,1,14.56068727,0.0004665118118
id143,resting,C3,High_Beta,scenario2,2,19.77560042,0.0007214984221
id143,resting,C3,High_Beta,scenario3,3,16.95720833,0.0005706644576
id143,resting,C3,High_Beta,scenario4,4,14.86842211,0.0005023808701
id143,resting,C3,High_Beta,scenario5,5,18.48067008,0.00065494037
id143,resting,C3,High_Beta,scenario6,6,18.44145307,0.0006545260071
id143,resting,C3,High_Beta,scenario7,7,9.027257031,0.0002877471293
id143,resting,C3,High_Beta,scenario8,8,15.41253145,0.0006090760366
id143,resting,C3,High_Beta,scenario9,9,13.9661515,0.0003654316324
id143,resting,C3,Low_Beta,scenario1,1,10.42025678,0.0002156417383
id143,resting,C3,Low_Beta,scenario2,2,17.02795482,0.0004429959152
id143,resting,C3,Low_Beta,scenario3,3,14.74996445,0.0003824189475
id143,resting,C3,Low_Beta,scenario4,4,14.329972,0.0004150863384
id143,resting,C3,Low_Beta,scenario5,5,18.05781396,0.0005175590243
id143,resting,C3,Low_Beta,scenario6,6,18.10725507,0.0005623439897
id143,resting,C3,Low_Beta,scenario7,7,9.30296685,0.0002121274696
id143,resting,C3,Low_Beta,scenario8,8,9.763356891,0.0001740717292
id143,resting,C3,Low_Beta,scenario9,9,16.60388594,0.0004375970626
id143,resting,C3,Mu,scenario1,1,14.87263761,0.0004540770194
id143,resting,C3,Mu,scenario2,2,20.23290209,0.0006654630102
id143,resting,C3,Mu,scenario3,3,16.90509194,0.0004916617558
id143,resting,C3,Mu,scenario4,4,19.69862828,0.0008269027531
id143,resting,C3,Mu,scenario5,5,16.97253991,0.0004277607576
id143,resting,C3,Mu,scenario6,6,21.93886516,0.0008407378454
id143,resting,C3,Mu,scenario7,7,11.1705472,0.0002824135329
id143,resting,C3,Mu,scenario8,8,14.48734218,0.0003928575343
id143,resting,C3,Mu,scenario9,9,27.18579805,0.001419862361
id143,resting,C4,High_Beta,scenario1,1,14.55746169,0.0004431938785
id143,resting,C4,High_Beta,scenario2,2,20.12571298,0.0007562681886
id143,resting,C4,High_Beta,scenario3,3,18.4090981,0.0007457893962
id143,resting,C4,High_Beta,scenario4,4,17.58776517,0.0005625117268
id143,resting,C4,High_Beta,scenario5,5,21.45268628,0.0008016106186
id143,resting,C4,High_Beta,scenario6,6,15.17334207,0.000546953058
id143,resting,C4,High_Beta,scenario7,7,15.01508844,0.000459133464
id143,resting,C4,High_Beta,scenario8,8,18.1182374,0.0006752905647
id143,resting,C4,High_Beta,scenario9,9,14.75035625,0.0003813388661
id143,resting,C4,Low_Beta,scenario1,1,8.92395008,0.0001465132051
id143,resting,C4,Low_Beta,scenario2,2,15.30333613,0.0004163450007
id143,resting,C4,Low_Beta,scenario3,3,13.85311663,0.0003756655824
id143,resting,C4,Low_Beta,scenario4,4,16.65279605,0.0005344084443
id143,resting,C4,Low_Beta,scenario5,5,15.05569654,0.0003999038684
id143,resting,C4,Low_Beta,scenario6,6,15.14991426,0.0004558223523
id143,resting,C4,Low_Beta,scenario7,7,13.94223969,0.0003391109783
id143,resting,C4,Low_Beta,scenario8,8,16.3792482,0.0004473554306
id143,resting,C4,Low_Beta,scenario9,9,19.55339975,0.0006947620261
id143,resting,C4,Mu,scenario1,1,17.79492801,0.0006799547057
id143,resting,C4,Mu,scenario2,2,21.74850174,0.00083334241
id143,resting,C4,Mu,scenario3,3,17.72568126,0.0005780411356
id143,resting,C4,Mu,scenario4,4,23.54317437,0.001022971096
id143,resting,C4,Mu,scenario5,5,21.08672021,0.0007979666257
id143,resting,C4,Mu,scenario6,6,17.35636927,0.000587960293
id143,resting,C4,Mu,scenario7,7,21.44953781,0.0008975869018
id143,resting,C4,Mu,scenario8,8,23.78672045,0.001104290103
id143,resting,C4,Mu,scenario9,9,22.63003755,0.0009200807645
id143,resting,CZ,High_Beta,scenario1,1,13.41439075,0.000389777961
id143,resting,CZ,High_Beta,scenario2,2,17.58072733,0.0006351897854
id143,resting,CZ,High_Beta,scenario3,3,17.1236763,0.0005491128461
id143,resting,CZ,High_Beta,scenario4,4,17.27497977,0.0005933150377
id143,resting,CZ,High_Beta,scenario5,5,15.84522067,0.0005196591194
id143,resting,CZ,High_Beta,scenario6,6,16.72827418,0.0005571427249
id143,resting,CZ,High_Beta,scenario7,7,13.88119815,0.000411982832
id143,resting,CZ,High_Beta,scenario8,8,20.8395534,0.0008127671895
id143,resting,CZ,High_Beta,scenario9,9,15.39598914,0.0004292061414
id143,resting,CZ,Low_Beta,scenario1,1,12.38373839,0.0002842804349
id143,resting,CZ,Low_Beta,scenario2,2,12.63542354,0.0002677761208
id143,resting,CZ,Low_Beta,scenario3,3,18.45606056,0.0005498529229
id143,resting,CZ,Low_Beta,scenario4,4,16.53715078,0.0005022031525
id143,resting,CZ,Low_Beta,scenario5,5,13.74030109,0.0003258587612
id143,resting,CZ,Low_Beta,scenario6,6,13.92554907,0.0003105604627
id143,resting,CZ,Low_Beta,scenario7,7,13.64703308,0.0003269764551
id143,resting,CZ,Low_Beta,scenario8,8,20.18947678,0.0007952263567
id143,resting,CZ,Low_Beta,scenario9,9,16.84726234,0.0005213735585
id143,resting,CZ,Mu,scenario1,1,19.69453207,0.0008477723048
id143,resting,CZ,Mu,scenario2,2,20.95389128,0.0007961184574
id143,resting,CZ,Mu,scenario3,3,19.26559177,0.000660370766
id143,resting,CZ,Mu,scenario4,4,19.74333453,0.0006924733131
id143,resting,CZ,Mu,scenario5,5,21.94425466,0.0007994783841
id143,resting,CZ,Mu,scenario6,6,21.8606315,0.0007753650848
id143,resting,CZ,Mu,scenario7,7,16.49819971,0.0005151449043
id143,resting,CZ,Mu,scenario8,8,24.4052457,0.000953386057
id143,resting,CZ,Mu,scenario9,9,25.65651112,0.001264953745
id143,thinking,C3,High_Beta,scenario1,1,16.03286621,0.0004470062056
id143,thinking,C3,High_Beta,scenario2,2,20.17314785,0.0007427286187
id143,thinking,C3,High_Beta,scenario3,3,24.20049205,0.0009220237663
id143,thinking,C3,High_Beta,scenario4,4,15.23851215,0.0005238421491
id143,thinking,C3,High_Beta,scenario5,5,20.76052198,0.000739898601
id143,thinking,C3,High_Beta,scenario6,6,21.64244746,0.0007711951879
id143,thinking,C3,High_Beta,scenario7,7,0.6800362722,9.609770414e-06
id143,thinking,C3,High_Beta,scenario8,8,7.139717535,0.0002479893206
id143,thinking,C3,High_Beta,scenario9,9,16.95219099,0.0005039215189
id143,thinking,C3,Low_Beta,scenario1,1,17.00296153,0.0005116554199
id143,thinking,C3,Low_Beta,scenario2,2,16.56770727,0.0004599027072
id143,thinking,C3,Low_Beta,scenario3,3,19.55372069,0.0006018075851
id143,thinking,C3,Low_Beta,scenario4,4,14.15497092,0.0004353495047
id143,thinking,C3,Low_Beta,scenario5,5,16.79710213,0.0004366873707
id143,thinking,C3,Low_Beta,scenario6,6,17.746887,0.0004874132939
id143,thinking,C3,Low_Beta,scenario7,7,1.08480849,1.260744203e-05
id143,thinking,C3,Low_Beta,scenario8,8,5.681504129,0.000112099
id143,thinking,C3,Low_Beta,scenario9,9,16.70386709,0.0004320393504
id143,thinking,C3,Mu,scenario1,1,18.02565546,0.0006459969549
id143,thinking,C3,Mu,scenario2,2,33.85295651,0.001895316046
id143,thinking,C3,Mu,scenario3,3,40.47240442,0.002247545958
id143,thinking,C3,Mu,scenario4,4,26.63725701,0.001506040103
id143,thinking,C3,Mu,scenario5,5,28.92938465,0.001416499692
id143,thinking,C3,Mu,scenario6,6,30.92278341,0.001453335555
id143,thinking,C3,Mu,scenario7,7,1.166390714,1.720169036e-05
id143,thinking,C3,Mu,scenario8,8,11.03009948,0.0005509387575
id143,thinking,C3,Mu,scenario9,9,24.7027963,0.001009416026
id143,thinking,C4,High_Beta,scenario1,1,19.08853014,0.0005709106007
id143,thinking,C4,High_Beta,scenario2,2,18.53927169,0.0006905438455
id143,thinking,C4,High_Beta,scenario3,3,13.01397687,0.0004131444148
id143,thinking,C4,High_Beta,scenario4,4,15.91672402,0.0005105344165
id143,thinking,C4,High_Beta,scenario5,5,21.04185392,0.0008199650812
id143,thinking,C4,High_Beta,scenario6,6,23.63417329,0.0009367221848
id143,thinking,C4,High_Beta,scenario7,7,18.77819136,0.0006794745977
id143,thinking,C4,High_Beta,scenario8,8,20.8721116,0.0007142991544
id143,thinking,C4,High_Beta,scenario9,9,23.61335463,0.0009086575969
id143,thinking,C4,Low_Beta,scenario1,1,16.52416395,0.0004293544093
id143,thinking,C4,Low_Beta,scenario2,2,17.31774132,0.0005194918642
id143,thinking,C4,Low_Beta,scenario3,3,10.74584488,0.0001967633208
id143,thinking,C4,Low_Beta,scenario4,4,15.68671963,0.0004403088666
id143,thinking,C4,Low_Beta,scenario5,5,18.15260554,0.0005828470399
id143,thinking,C4,Low_Beta,scenario6,6,18.94440655,0.0005963652631
id143,thinking,C4,Low_Beta,scenario7,7,14.57922538,0.0003441552477
id143,thinking,C4,Low_Beta,scenario8,8,18.22851456,0.000588722917
id143,thinking,C4,Low_Beta,scenario9,9,18.7681513,0.0005381395786
id143,thinking,C4,Mu,scenario1,1,24.21335923,0.0008824106312
id143,thinking,C4,Mu,scenario2,2,31.56348471,0.001748512285
id143,thinking,C4,Mu,scenario3,3,24.97218716,0.001450056832
id143,thinking,C4,Mu,scenario4,4,30.14968208,0.00164289945
id143,thinking,C4,Mu,scenario5,5,31.8548462,0.001708663754
id143,thinking,C4,Mu,scenario6,6,29.04141842,0.001272838447
id143,thinking,C4,Mu,scenario7,7,29.14858633,0.001524320662
id143,thinking,C4,Mu,scenario8,8,40.45771073,0.002538981689
id143,thinking,C4,Mu,scenario9,9,31.70568994,0.001525340807
id143,thinking,CZ,High_Beta,scenario1,1,17.65623623,0.0005157327564
id143,thinking,CZ,High_Beta,scenario2,2,21.35928544,0.0007720971217
id143,thinking,CZ,High_Beta,scenario3,3,20.84092747,0.00077340596
id143,thinking,CZ,High_Beta,scenario4,4,15.72290393,0.0005100411211
id143,thinking,CZ,High_Beta,scenario5,5,18.76217094,0.0006661444491
id143,thinking,CZ,High_Beta,scenario6,6,21.43739263,0.0008166361971
id143,thinking,CZ,High_Beta,scenario7,7,14.30577622,0.0004417204308
id143,thinking,CZ,High_Beta,scenario8,8,19.60133195,0.0006771764558
id143,thinking,CZ,High_Beta,scenario9,9,18.60342155,0.0005827557761
id143,thinking,CZ,Low_Beta,scenario1,1,18.77810341,0.0005620882568
id143,thinking,CZ,Low_Beta,scenario2,2,18.38004076,0.0005683812083
id143,thinking,CZ,Low_Beta,scenario3,3,16.99061991,0.0004708160617
id143,thinking,CZ,Low_Beta,scenario4,4,15.42511837,0.0004768790655
id143,thinking,CZ,Low_Beta,scenario5,5,15.84627136,0.0004245819572
id143,thinking,CZ,Low_Beta,scenario6,6,17.34343791,0.0004599070037
id143,thinking,CZ,Low_Beta,scenario7,7,12.70797138,0.0002774752099
id143,thinking,CZ,Low_Beta,scenario8,8,17.57681311,0.000539341682
id143,thinking,CZ,Low_Beta,scenario9,9,22.12889018,0.000716541201
id143,thinking,CZ,Mu,scenario1,1,28.68779514,0.00136395647
id143,thinking,CZ,Mu,scenario2,2,38.41000755,0.002287921661
id143,thinking,CZ,Mu,scenario3,3,35.90819803,0.001994759108
id143,thinking,CZ,Mu,scenario4,4,30.9279567,0.001874964372
id143,thinking,CZ,Mu,scenario5,5,36.039087,0.002176384311
id143,thinking,CZ,Mu,scenario6,6,31.79669558,0.001596158636
id143,thinking,CZ,Mu,scenario7,7,23.89350603,0.001099496287
id143,thinking,CZ,Mu,scenario8,8,44.16456825,0.002883881377
id143,thinking,CZ,Mu,scenario9,9,31.10735327,0.001526090233
id144,resting,C3,High_Beta,scenario1,1,17.37809609,0.0005730513156
id144,resting,C3,High_Beta,scenario2,2,13.83201459,0.0004367467147
id144,resting,C3,High_Beta,scenario3,3,20.48429321,0.00081100001
id144,resting,C3,High_Beta,scenario4,4,17.39371687,0.0006156908661
id144,resting,C3,High_Beta,scenario5,5,21.84007449,0.0009071527676
id144,resting,C3,High_Beta,scenario6,6,14.05867071,0.0004320126206
id144,resting,C3,High_Beta,scenario7,7,15.38237038,0.000536669434
id144,resting,C3,High_Beta,scenario8,8,8.939520476,0.0002006866496
id144,resting,C3,High_Beta,scenario9,9,14.5091317,0.0005446195898
id144,resting,C3,Low_Beta,scenario1,1,16.23702286,0.0004966921753
id144,resting,C3,Low_Beta,scenario2,2,15.74627789,0.0005150077534
id144,resting,C3,Low_Beta,scenario3,3,18.2292099,0.0005969066056
id144,resting,C3,Low_Beta,scenario4,4,17.87354552,0.0005709095521
id144,resting,C3,Low_Beta,scenario5,5,20.75162698,0.0006947076731
id144,resting,C3,Low_Beta,scenario6,6,14.15580439,0.0003824311211
id144,resting,C3,Low_Beta,scenario7,7,14.64055548,0.0003997921587
id144,resting,C3,Low_Beta,scenario8,8,9.153217034,0.0001804704548
id144,resting,C3,Low_Beta,scenario9,9,18.16925346,0.0006576468888
id144,resting,C3,Mu,scenario1,1,21.4970884,0.0007960526792
id144,resting,C3,Mu,scenario2,2,13.44822016,0.0003487572932
id144,resting,C3,Mu,scenario3,3,20.38864691,0.0006972724489
id144,resting,C3,Mu,scenario4,4,19.45676496,0.0007059854078
id144,resting,C3,Mu,scenario5,5,22.5698233,0.0008483365997
id144,resting,C3,Mu,scenario6,6,14.91989008,0.000488342263
id144,resting,C3,Mu,scenario7,7,23.58901915,0.00115241504
id144,resting,C3,Mu,scenario8,8,7.239732311,0.0001268576094
id144,resting,C3,Mu,scenario9,9,19.13943474,0.0007046395756
id144,resting,C4,High_Beta,scenario1,1,17.36914408,0.0005634936018
id144,resting,C4,High_Beta,scenario2,2,9.929102385,0.0002683825102
id144,resting,C4,High_Beta,scenario3,3,18.94973927,0.0006326349107
id144,resting,C4,High_Beta,scenario4,4,20.00181225,0.0007588806897
id144,resting,C4,High_Beta,scenario5,5,17.94691581,0.000603294032
id144,resting,C4,High_Beta,scenario6,6,16.46794151,0.0004931473937
id144,resting,C4,High_Beta,scenario7,7,10.67908665,0.0003406879244
id144,resting,C4,High_Beta,scenario8,8,15.69614177,0.0005758718819
id144,resting,C4,High_Beta,scenario9,9,10.52107871,0.0002585654857
id144,resting,C4,Low_Beta,scenario1,1,18.44591718,0.0005333454653
id144,resting,C4,Low_Beta,scenario2,2,10.44107917,0.0002458664659
id144,resting,C4,Low_Beta,scenario3,3,16.6680534,0.0005235219435
id144,resting,C4,Low_Beta,scenario4,4,18.56034838,0.0005713803384
id144,resting,C4,Low_Beta,scenario5,5,19.20016278,0.0005909792939
id144,resting,C4,Low_Beta,scenario6,6,17.83950864,0.0005508595795
id144,resting,C4,Low_Beta,scenario7,7,9.639204995,0.0001919003468
id144,resting,C4,Low_Beta,scenario8,8,13.15053122,0.000388392571
id144,resting,C4,Low_Beta,scenario9,9,12.61853945,0.0002865964963
id144,resting,C4,Mu,scenario1,1,23.82711995,0.000971594567
id144,resting,C4,Mu,scenario2,2,16.37708651,0.0006701900245
id144,resting,C4,Mu,scenario3,3,20.82347298,0.0008541304907
id144,resting,C4,Mu,scenario4,4,29.55185576,0.001550679421
id144,resting,C4,Mu,scenario5,5,25.23134472,0.001023680677
id144,resting,C4,Mu,scenario6,6,23.28752486,0.0008937381513
id144,resting,C4,Mu,scenario7,7,11.44515614,0.0003103044229
id144,resting,C4,Mu,scenario8,8,16.33503696,0.0005966464736
id144,resting,C4,Mu,scenario9,9,16.21784346,0.0005436316857
id144,resting,CZ,High_Beta,scenario1,1,18.45429856,0.0005990540172
id144,resting,CZ,High_Beta,scenario2,2,14.839216,0.0004264964441
id144,resting,CZ,High_Beta,scenario3,3,15.67054332,0.0004645200812
id144,resting,CZ,High_Beta,scenario4,4,16.97138286,0.0005669065585
id144,resting,CZ,High_Beta,scenario5,5,18.60727518,0.0006726795563
id144,resting,CZ,High_Beta,scenario6,6,10.08897143,0.0003159574506
id144,resting,CZ,High_Beta,scenario7,7,10.94132132,0.000302845668
id144,resting,CZ,High_Beta,scenario8,8,7.82098662,0.0001714024375
id144,resting,CZ,High_Beta,scenario9,9,7.273627846,0.0001406547359
id144,resting,CZ,Low_Beta,scenario1,1,15.82609583,0.000467985386
id144,resting,CZ,Low_Beta,scenario2,2,16.265779,0.0005199425204
id144,resting,CZ,Low_Beta,scenario3,3,13.04529838,0.0003019195197
id144,resting,CZ,Low_Beta,scenario4,4,16.02670755,0.0004447287028
id144,resting,CZ,Low_Beta,scenario5,5,15.09674453,0.0004361408732
id144,resting,CZ,Low_Beta,scenario6,6,11.11071298,0.0003479856555
id144,resting,CZ,Low_Beta,scenario7,7,14.05156073,0.0004235727783
id144,resting,CZ,Low_Beta,scenario8,8,9.867800932,0.0002313521155
id144,resting,CZ,Low_Beta,scenario9,9,8.401849617,0.0001412755346
id144,resting,CZ,Mu,scenario1,1,21.52141066,0.0007389491934
id144,resting,CZ,Mu,scenario2,2,18.95304786,0.0007605287752
id144,resting,CZ,Mu,scenario3,3,20.39737444,0.0007971132698
id144,resting,CZ,Mu,scenario4,4,21.42668951,0.0008040034076
id144,resting,CZ,Mu,scenario5,5,20.2549619,0.0007160761035
id144,resting,CZ,Mu,scenario6,6,11.81609477,0.0003494996041
id144,resting,CZ,Mu,scenario7,7,17.55602921,0.0006132635052
id144,resting,CZ,Mu,scenario8,8,7.408980152,0.0001203982482
id144,resting,CZ,Mu,scenario9,9,13.12022849,0.0004108760649
id144,thinking,C3,High_Beta,scenario1,1,16.51785645,0.000522236032
id144,thinking,C3,High_Beta,scenario2,2,19.77010604,0.0006763590234
id144,thinking,C3,High_Beta,scenario3,3,19.66830234,0.0007034493195
id144,thinking,C3,High_Beta,scenario4,4,19.90478018,0.000758958423
id144,thinking,C3,High_Beta,scenario5,5,22.05261722,0.0007924235263
id144,thinking,C3,High_Beta,scenario6,6,21.27473923,0.0007485728595
id144,thinking,C3,High_Beta,scenario7,7,16.75604194,0.0005823478922
id144,thinking,C3,High_Beta,scenario8,8,22.86731165,0.0008397836842
id144,thinking,C3,High_Beta,scenario9,9,16.61836737,0.0005303536033
id144,thinking,C3,Low_Beta,scenario1,1,12.8323757,0.000309900173
id144,thinking,C3,Low_Beta,scenario2,2,13.90772002,0.0002911126997
id144,thinking,C3,Low_Beta,scenario3,3,16.92913052,0.0004823553139
id144,thinking,C3,Low_Beta,scenario4,4,15.13773522,0.0003801984835
id144,thinking,C3,Low_Beta,scenario5,5,18.25730029,0.0005132119956
id144,thinking,C3,Low_Beta,scenario6,6,14.00100323,0.0003010924899
id144,thinking,C3,Low_Beta,scenario7,7,13.95715633,0.0003610614636
id144,thinking,C3,Low_Beta,scenario8,8,14.40280792,0.0003155757085
id144,thinking,C3,Low_Beta,scenario9,9,12.87401459,0.0003153296477
id144,thinking,C3,Mu,scenario1,1,43.8496682,0.003434941073
id144,thinking,C3,Mu,scenario2,2,37.67080615,0.002446222552
id144,thinking,C3,Mu,scenario3,3,48.46340297,0.003759414396
id144,thinking,C3,Mu,scenario4,4,45.10915075,0.003258699558
id144,thinking,C3,Mu,scenario5,5,41.17111684,0.002685082064
id144,thinking,C3,Mu,scenario6,6,55.57219294,0.004383406102
id144,thinking,C3,Mu,scenario7,7,24.02392161,0.001153295371
id144,thinking,C3,Mu,scenario8,8,47.78887546,0.003298119767
id144,thinking,C3,Mu,scenario9,9,38.17721517,0.002631225766
id144,thinking,C4,High_Beta,scenario1,1,15.93907902,0.000470457391
id144,thinking,C4,High_Beta,scenario2,2,8.937502286,0.0002152827263
id144,thinking,C4,High_Beta,scenario3,3,21.84073105,0.0007819510062
id144,thinking,C4,High_Beta,scenario4,4,19.37282977,0.0006443596933
id144,thinking,C4,High_Beta,scenario5,5,22.76809503,0.0008946490033
id144,thinking,C4,High_Beta,scenario6,6,18.43764946,0.0005447977456
id144,thinking,C4,High_Beta,scenario7,7,9.753126544,0.0003006457766
id144,thinking,C4,High_Beta,scenario8,8,17.65010037,0.0005355423022
id144,thinking,C4,High_Beta,scenario9,9,21.41873193,0.0007283825714
id144,thinking,C4,Low_Beta,scenario1,1,12.89530138,0.0002667363617
id144,thinking,C4,Low_Beta,scenario2,2,8.650295195,0.0001887442599
id144,thinking,C4,Low_Beta,scenario3,3,15.67612309,0.000380735706
id144,thinking,C4,Low_Beta,scenario4,4,13.77229165,0.0003134988611
id144,thinking,C4,Low_Beta,scenario5,5,18.10970271,0.0005293445469
id144,thinking,C4,Low_Beta,scenario6,6,14.2957717,0.0003488360785
id144,thinking,C4,Low_Beta,scenario7,7,8.443243542,0.0001617037274
id144,thinking,C4,Low_Beta,scenario8,8,15.76489259,0.0004002526211
id144,thinking,C4,Low_Beta,scenario9,9,16.08514177,0.0004194870012
id144,thinking,C4,Mu,scenario1,1,39.51759265,0.002954852882
id144,thinking,C4,Mu,scenario2,2,20.01764304,0.0009639701959
id144,thinking,C4,Mu,scenario3,3,52.1009493,0.00410668659
id144,thinking,C4,Mu,scenario4,4,41.31400758,0.002777734427
id144,thinking,C4,Mu,scenario5,5,43.31285616,0.002791976411
